@relation allSongsAllFieldsRankClassWithDate

@attribute IS_EXPLICIT {TRUE, FALSE}
@attribute WEEK date "yyyy-MM-dd"
@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
FALSE,"2005-04-23",586,158,12,3,1-10
FALSE,"1999-10-30",212,88,10,4,41-50
FALSE,"2015-04-04",205,116,10,4,41-50
FALSE,"1980-02-02",187,67,8,3,41-50
FALSE,"2005-05-21",375,103,11,3,1-10
FALSE,"1985-10-19",150,88,11,3,1-10
FALSE,"1981-04-11",299,118,8,3,41-50
FALSE,"2015-03-07",278,99,12,3,41-50
FALSE,"2011-10-22",402,139,10,3,41-50
FALSE,"2002-08-31",353,158,10,3,1-10
FALSE,"1980-03-15",149,66,9,4,1-10
TRUE,"2011-04-16",797,316,12,3,1-10
FALSE,"1988-12-10",378,103,9,3,1-10
TRUE,"1997-06-21",981,321,13,3,1-10
FALSE,"1988-09-03",258,112,10,3,31-40
FALSE,"2005-04-02",196,60,8,3,31-40
FALSE,"1980-10-25",198,93,8,3,11-20
TRUE,"2008-08-02",558,260,20,4,41-50
TRUE,"1998-09-19",736,245,10,3,1-10
FALSE,"1980-09-20",123,83,9,3,1-10
FALSE,"1987-05-02",431,81,10,3,1-10
FALSE,"1983-05-28",202,69,10,3,31-40
TRUE,"1993-05-29",502,168,12,3,1-10
FALSE,"1998-05-30",254,95,10,3,11-20
TRUE,"1980-02-09",230,90,14,4,41-50
FALSE,"2005-09-17",601,180,13,3,1-10
FALSE,"2004-10-30",567,138,11,3,1-10
FALSE,"2015-10-24",242,95,9,3,41-50
TRUE,"2010-05-22",577,234,13,4,31-40
TRUE,"2002-11-09",695,325,14,4,1-10
TRUE,"1994-04-30",383,172,12,4,1-10
FALSE,"2011-04-02",440,118,10,3,1-10
FALSE,"1991-06-22",271,90,11,3,1-10
FALSE,"1980-02-09",228,85,9,3,31-40
FALSE,"1987-10-17",311,118,11,3,1-10
FALSE,"1980-05-03",287,72,8,3,1-10
FALSE,"1985-05-11",266,73,10,3,31-40
FALSE,"2007-06-23",259,98,10,4,31-40
FALSE,"1999-09-11",161,69,9,4,1-10
FALSE,"1988-07-16",352,139,9,3,11-20
FALSE,"1989-03-04",180,80,11,3,1-10
FALSE,"2007-03-31",293,88,13,3,11-20
FALSE,"2009-02-28",143,62,8,4,31-40
FALSE,"2005-06-18",243,98,8,3,41-50
TRUE,"2011-12-31",518,220,13,3,31-40
TRUE,"1996-08-24",540,239,12,3,1-10
FALSE,"2006-04-08",285,94,10,3,11-20
FALSE,"2001-03-31",338,117,11,3,21-30
FALSE,"1981-09-26",247,88,10,3,41-50
FALSE,"1986-09-20",347,121,10,3,41-50
FALSE,"1990-09-01",342,77,9,3,11-20
FALSE,"1991-08-03",278,87,13,4,11-20
TRUE,"2003-08-09",464,179,10,3,21-30
FALSE,"2002-09-07",312,67,10,3,21-30
FALSE,"1991-06-15",284,121,11,3,21-30
FALSE,"1988-10-08",308,102,9,3,1-10
FALSE,"1993-01-30",335,84,9,4,31-40
FALSE,"1988-06-25",280,108,11,4,41-50
FALSE,"1988-07-30",280,108,11,4,21-30
FALSE,"1990-05-19",251,122,13,4,11-20
FALSE,"1982-11-06",437,64,8,3,11-20
FALSE,"1989-09-16",178,79,9,4,41-50
FALSE,"1991-07-13",402,139,10,4,41-50
FALSE,"2001-02-24",658,147,12,3,1-10
FALSE,"1993-05-22",314,115,11,3,31-40
FALSE,"2009-07-25",447,109,10,3,21-30
FALSE,"1997-10-25",320,81,10,3,21-30
FALSE,"1989-10-28",18,18,14,5,1-10
FALSE,"1983-01-15",142,58,18,4,21-30
FALSE,"1982-03-06",255,89,11,3,11-20
FALSE,"1988-04-23",292,83,9,3,41-50
TRUE,"2008-03-15",616,197,11,3,1-10
TRUE,"2008-05-31",616,197,11,3,11-20
FALSE,"1990-06-30",235,87,10,3,31-40
FALSE,"1993-05-15",206,87,10,4,1-10
FALSE,"1983-12-10",273,93,11,4,1-10
FALSE,"2008-05-17",363,174,11,4,41-50
FALSE,"1983-11-12",260,76,11,3,21-30
FALSE,"1991-06-01",298,106,11,4,1-10
FALSE,"1994-10-01",265,79,10,3,41-50
FALSE,"1982-02-13",204,86,11,4,11-20
FALSE,"2014-03-29",252,103,15,4,41-50
TRUE,"2000-02-19",640,243,12,3,31-40
FALSE,"1986-12-27",200,79,8,3,11-20
FALSE,"1982-09-25",344,143,11,3,1-10
FALSE,"1982-02-20",99,24,13,3,31-40
FALSE,"1992-12-12",232,68,11,3,11-20
FALSE,"1985-12-28",18,18,14,5,11-20
FALSE,"1985-02-02",18,18,14,5,11-20
TRUE,"2010-07-31",242,119,12,4,41-50
FALSE,"1998-12-12",352,87,10,3,1-10
FALSE,"2008-02-09",547,130,9,3,11-20
FALSE,"2010-11-06",514,144,13,4,21-30
FALSE,"2008-10-04",424,121,10,3,1-10
FALSE,"1991-02-16",464,109,11,4,11-20
TRUE,"1998-11-28",445,155,12,3,11-20
FALSE,"2009-11-14",422,95,11,3,31-40
TRUE,"2013-03-23",364,170,10,3,1-10
FALSE,"1992-04-25",306,94,13,3,41-50
FALSE,"2014-03-01",170,70,12,3,21-30
FALSE,"1992-01-25",315,87,13,3,21-30
FALSE,"1990-03-31",223,91,12,3,21-30
FALSE,"2014-11-22",329,92,15,3,1-10
FALSE,"2007-10-20",244,96,11,3,41-50
FALSE,"1984-05-05",246,67,9,3,41-50
FALSE,"2015-03-07",344,88,11,3,1-10
FALSE,"2015-06-27",392,89,8,3,41-50
TRUE,"2006-11-18",683,178,13,3,41-50
FALSE,"1982-12-04",219,70,10,4,21-30
TRUE,"2013-11-09",344,179,12,3,21-30
FALSE,"1983-04-16",151,74,9,3,41-50
FALSE,"2015-10-03",423,75,10,3,21-30
FALSE,"2014-05-31",298,49,7,3,1-10
FALSE,"1993-06-26",445,82,11,3,41-50
FALSE,"1991-09-28",185,76,9,3,1-10
FALSE,"2001-11-17",241,104,9,3,31-40
FALSE,"2003-01-04",432,144,10,3,1-10
FALSE,"1984-06-30",408,125,12,3,41-50
FALSE,"1991-08-17",377,93,14,4,31-40
FALSE,"1981-09-05",201,77,11,3,21-30
FALSE,"1994-06-04",372,83,9,3,41-50
FALSE,"1981-01-10",191,84,11,3,1-10
FALSE,"2011-09-17",278,103,10,3,11-20
FALSE,"1983-06-04",310,110,11,3,41-50
FALSE,"1982-08-28",129,59,10,3,31-40
FALSE,"1988-03-12",408,145,17,4,11-20
FALSE,"1982-08-07",175,40,8,3,31-40
FALSE,"1987-08-29",294,94,10,3,11-20
FALSE,"2008-10-11",316,118,10,3,21-30
FALSE,"2014-08-02",337,107,14,3,11-20
TRUE,"2009-04-11",550,133,11,3,1-10
FALSE,"1989-11-18",489,119,11,4,1-10
FALSE,"1993-01-16",457,129,12,4,31-40
FALSE,"1994-05-07",191,92,9,4,11-20
FALSE,"2013-08-17",228,81,9,3,1-10
FALSE,"1984-05-05",241,103,14,4,1-10
FALSE,"2008-03-08",407,127,9,3,1-10
FALSE,"1990-01-20",194,72,16,3,1-10
FALSE,"1989-10-21",146,29,8,3,1-10
FALSE,"1980-05-31",184,67,8,4,31-40
FALSE,"2009-01-17",374,146,10,3,1-10
FALSE,"2009-05-09",379,147,10,3,11-20
FALSE,"1981-01-24",355,101,10,4,41-50
FALSE,"1990-11-10",230,83,11,3,1-10
FALSE,"1980-08-02",178,83,10,3,41-50
TRUE,"2010-07-31",723,270,12,3,1-10
FALSE,"1980-08-02",127,67,8,3,11-20
FALSE,"1985-10-05",367,128,10,3,31-40
FALSE,"1985-11-16",367,128,10,3,11-20
FALSE,"1986-08-09",268,119,10,3,1-10
FALSE,"1996-01-06",421,87,10,3,31-40
TRUE,"1993-04-24",283,63,9,3,31-40
FALSE,"1986-10-04",240,117,9,4,21-30
FALSE,"1986-11-29",242,99,9,3,1-10
FALSE,"1987-11-28",228,65,12,3,21-30
FALSE,"1990-04-07",305,91,9,3,1-10
FALSE,"1991-01-19",143,78,11,4,1-10
FALSE,"1988-08-27",615,141,11,3,1-10
TRUE,"1984-06-09",111,60,9,3,21-30
FALSE,"1982-08-28",264,111,9,4,11-20
FALSE,"1998-04-11",362,70,18,3,31-40
FALSE,"1998-02-21",263,72,9,3,21-30
FALSE,"1998-02-07",263,72,9,3,21-30
TRUE,"1987-02-21",70,45,10,3,1-10
FALSE,"2012-03-03",358,89,32,3,21-30
FALSE,"1981-05-16",125,61,9,3,21-30
FALSE,"2015-07-25",201,103,11,3,41-50
FALSE,"2003-06-21",287,87,11,3,21-30
FALSE,"1986-09-27",258,97,10,3,1-10
FALSE,"1982-07-10",252,60,9,3,1-10
FALSE,"2000-04-15",471,188,10,3,41-50
FALSE,"1991-10-19",279,77,11,3,1-10
TRUE,"2009-06-27",342,106,11,3,1-10
TRUE,"2007-10-06",374,120,10,3,11-20
FALSE,"2009-01-10",216,83,11,4,41-50
FALSE,"1980-11-15",317,86,8,3,11-20
FALSE,"1985-02-23",213,83,10,3,1-10
FALSE,"1985-03-30",391,103,18,3,1-10
FALSE,"2010-08-07",384,98,9,3,21-30
FALSE,"2001-08-04",183,81,12,3,1-10
TRUE,"2005-01-22",633,223,13,4,1-10
FALSE,"1985-11-02",125,65,14,3,1-10
FALSE,"1981-06-20",198,100,10,4,41-50
FALSE,"2015-08-29",188,86,10,3,31-40
TRUE,"2008-01-05",688,208,13,3,1-10
TRUE,"2014-03-08",607,201,10,3,41-50
TRUE,"2014-05-10",607,201,10,3,1-10
TRUE,"2014-05-03",607,201,10,3,1-10
FALSE,"1994-11-05",781,187,33,4,21-30
TRUE,"1997-02-15",550,299,14,4,41-50
FALSE,"2000-09-09",265,95,9,4,21-30
FALSE,"2010-10-30",261,115,8,3,21-30
FALSE,"1985-04-06",165,52,9,3,21-30
FALSE,"2009-02-21",263,111,8,3,41-50
FALSE,"1985-06-01",416,172,11,3,31-40
FALSE,"1996-04-13",228,66,9,4,21-30
FALSE,"1980-05-10",173,79,11,3,41-50
FALSE,"1994-10-08",308,59,10,3,11-20
FALSE,"1984-10-20",368,62,10,4,1-10
FALSE,"1987-08-22",253,84,9,3,1-10
FALSE,"1999-01-16",256,116,12,4,1-10
FALSE,"2002-11-16",695,218,13,3,1-10
FALSE,"2005-12-10",472,132,11,4,21-30
FALSE,"1990-11-17",240,113,10,3,21-30
FALSE,"1996-12-07",427,89,12,4,11-20
FALSE,"1996-08-03",427,89,12,4,1-10
FALSE,"1996-05-04",169,67,12,4,41-50
TRUE,"2009-03-14",458,121,12,3,11-20
FALSE,"1986-08-09",163,54,9,4,1-10
FALSE,"2001-06-02",360,120,9,3,41-50
FALSE,"2009-06-06",213,91,11,3,11-20
FALSE,"2011-09-24",278,105,12,4,31-40
TRUE,"2003-02-01",562,280,13,4,31-40
FALSE,"2013-04-06",203,93,23,4,41-50
FALSE,"2010-09-04",449,163,15,4,1-10
FALSE,"2014-05-31",163,59,9,3,11-20
FALSE,"1980-08-02",180,84,8,4,1-10
FALSE,"1984-07-07",308,79,12,3,11-20
TRUE,"2003-07-12",582,210,10,3,1-10
FALSE,"1983-12-24",216,123,12,4,11-20
TRUE,"1998-04-18",974,370,18,4,11-20
TRUE,"1998-05-16",974,370,18,4,11-20
TRUE,"1998-05-23",974,370,18,4,21-30
TRUE,"1998-05-09",974,370,18,4,21-30
FALSE,"1980-08-16",197,106,9,4,21-30
FALSE,"1982-04-03",258,72,9,3,1-10
FALSE,"1982-09-25",266,89,9,4,21-30
TRUE,"2005-08-27",498,106,10,3,31-40
TRUE,"2009-08-22",606,213,17,3,41-50
TRUE,"2003-01-11",756,296,11,3,41-50
FALSE,"1992-04-11",574,119,9,3,1-10
TRUE,"1998-09-26",478,164,9,3,21-30
TRUE,"1998-08-01",478,164,9,3,1-10
TRUE,"1998-08-15",478,164,9,3,1-10
FALSE,"1990-04-14",293,81,10,3,41-50
FALSE,"2014-12-20",182,95,10,3,31-40
FALSE,"2007-02-17",674,164,18,3,11-20
FALSE,"1988-06-25",115,68,12,3,1-10
FALSE,"1992-07-18",453,106,10,3,31-40
FALSE,"1983-03-19",155,78,10,4,21-30
FALSE,"2007-08-25",676,193,10,3,1-10
FALSE,"1988-08-13",394,131,11,3,1-10
TRUE,"2011-11-05",477,232,12,4,1-10
FALSE,"2015-02-28",333,91,10,3,41-50
FALSE,"1990-08-04",310,75,18,3,11-20
TRUE,"2006-05-13",366,97,12,3,41-50
FALSE,"2007-05-12",354,109,10,4,1-10
TRUE,"2002-05-11",508,141,11,3,21-30
FALSE,"1982-06-12",130,58,9,4,11-20
FALSE,"1987-09-05",300,73,9,3,31-40
FALSE,"1983-10-08",482,140,10,3,1-10
FALSE,"2005-06-18",230,102,9,3,31-40
FALSE,"1991-06-15",467,231,33,4,11-20
FALSE,"1982-04-24",263,89,10,3,21-30
FALSE,"2013-04-27",234,151,10,3,11-20
FALSE,"1992-04-18",219,90,10,3,21-30
FALSE,"2001-01-06",356,146,25,3,31-40
FALSE,"1999-11-13",406,138,9,3,1-10
FALSE,"2011-07-16",609,144,11,4,41-50
FALSE,"1988-03-26",541,143,11,4,1-10
FALSE,"1982-05-08",252,78,10,4,31-40
FALSE,"1993-03-27",396,104,14,4,21-30
FALSE,"1982-05-29",312,127,10,3,11-20
FALSE,"1986-09-13",369,109,10,3,11-20
FALSE,"2003-03-15",301,90,11,3,21-30
FALSE,"1999-11-13",336,97,12,3,21-30
FALSE,"1987-03-21",343,126,9,3,1-10
FALSE,"1982-12-18",333,92,8,3,1-10
FALSE,"2006-10-28",517,96,10,3,11-20
FALSE,"1983-09-10",250,109,11,4,1-10
FALSE,"1986-04-19",274,115,12,3,1-10
FALSE,"2014-08-09",436,87,12,3,1-10
FALSE,"1992-06-13",503,97,10,3,41-50
FALSE,"2000-04-08",390,140,11,4,1-10
FALSE,"2013-12-28",300,110,10,3,21-30
FALSE,"2011-02-19",192,83,9,3,31-40
FALSE,"2011-12-24",388,110,12,3,21-30
FALSE,"2010-12-11",364,105,11,3,31-40
TRUE,"2011-10-08",397,185,11,3,31-40
FALSE,"2015-10-10",311,83,10,3,21-30
TRUE,"2011-08-13",466,212,11,3,21-30
TRUE,"1994-03-19",292,135,10,3,11-20
FALSE,"1987-09-05",356,100,11,3,21-30
FALSE,"2014-12-06",205,79,10,3,21-30
FALSE,"1980-12-06",181,120,11,4,1-10
FALSE,"1992-04-11",242,125,11,3,1-10
FALSE,"1985-03-23",316,85,11,4,1-10
TRUE,"2001-05-12",637,174,10,3,31-40
FALSE,"2004-05-22",340,141,13,4,21-30
FALSE,"2006-07-22",451,105,9,3,1-10
FALSE,"1981-04-11",227,75,12,3,31-40
FALSE,"2003-11-29",523,126,11,3,31-40
FALSE,"2014-05-17",197,80,8,3,11-20
TRUE,"2006-08-05",357,105,11,3,41-50
FALSE,"2007-09-01",18,18,14,5,11-20
FALSE,"1989-07-22",299,144,12,3,31-40
TRUE,"1989-11-18",613,166,11,3,21-30
FALSE,"2004-02-21",431,143,11,3,1-10
FALSE,"2010-11-06",388,132,11,3,11-20
FALSE,"2004-07-31",212,64,10,4,11-20
FALSE,"1999-02-27",178,98,9,3,31-40
FALSE,"2014-08-23",305,171,10,3,41-50
FALSE,"1981-06-20",664,242,14,3,1-10
FALSE,"1987-06-13",161,61,9,4,11-20
FALSE,"2009-11-07",473,104,11,3,1-10
FALSE,"2000-01-22",278,112,12,4,11-20
TRUE,"2010-12-25",224,30,8,3,41-50
FALSE,"1983-01-15",188,97,10,3,31-40
FALSE,"1995-02-11",241,78,10,3,21-30
FALSE,"1990-07-21",567,254,12,4,11-20
FALSE,"1988-07-09",384,60,10,3,1-10
FALSE,"2008-05-31",289,62,10,3,21-30
TRUE,"2012-05-26",998,318,15,4,21-30
TRUE,"2012-08-04",998,318,15,4,11-20
FALSE,"1991-04-20",332,113,12,3,11-20
TRUE,"2003-02-15",422,156,10,3,1-10
FALSE,"1985-02-16",109,83,23,4,1-10
TRUE,"1999-02-06",653,248,12,3,11-20
TRUE,"1985-11-09",390,159,10,3,1-10
TRUE,"1982-12-11",500,87,11,4,1-10
FALSE,"1986-11-15",465,121,11,4,41-50
TRUE,"1984-02-11",220,112,12,3,11-20
FALSE,"2014-05-31",87,31,8,3,21-30
FALSE,"1987-04-18",251,129,10,3,1-10
FALSE,"1983-08-13",106,44,9,4,41-50
TRUE,"2013-12-07",179,101,9,3,11-20
FALSE,"1980-10-25",245,138,14,4,21-30
FALSE,"1991-01-12",269,98,10,4,11-20
TRUE,"2003-12-27",451,92,10,3,1-10
TRUE,"1992-01-11",711,332,17,3,21-30
FALSE,"2010-08-21",382,152,10,3,1-10
TRUE,"2013-11-23",239,127,10,4,21-30
FALSE,"1983-04-30",191,64,10,3,41-50
TRUE,"1990-12-22",393,178,12,3,11-20
FALSE,"1991-06-08",280,84,10,4,1-10
FALSE,"1983-10-22",123,78,12,4,31-40
TRUE,"2011-09-17",361,127,10,3,11-20
FALSE,"1983-11-19",209,79,11,4,21-30
FALSE,"1982-03-06",292,93,9,3,1-10
FALSE,"2013-06-15",678,170,11,3,1-10
FALSE,"2010-10-09",395,108,11,3,11-20
FALSE,"1995-07-15",144,67,12,4,11-20
TRUE,"2008-01-12",411,142,11,3,21-30
FALSE,"1987-09-26",238,101,10,4,41-50
TRUE,"1995-02-11",290,101,11,3,31-40
FALSE,"1994-06-18",177,95,10,3,21-30
FALSE,"1985-03-09",382,121,12,4,1-10
FALSE,"2003-07-19",261,111,48,5,1-10
FALSE,"2008-12-13",400,115,12,4,1-10
TRUE,"2010-06-19",756,332,11,3,11-20
FALSE,"1984-04-21",412,82,7,3,1-10
FALSE,"2006-06-24",234,105,9,3,21-30
FALSE,"1981-02-07",264,74,18,3,11-20
FALSE,"2003-04-05",499,112,12,3,1-10
FALSE,"1994-01-22",212,82,9,3,31-40
FALSE,"1989-07-08",327,120,9,3,1-10
FALSE,"1989-10-07",451,85,10,3,1-10
FALSE,"1988-08-27",142,95,12,4,21-30
FALSE,"1996-02-17",313,91,11,4,1-10
FALSE,"1996-10-19",366,100,9,3,21-30
FALSE,"1996-09-28",366,100,9,3,21-30
TRUE,"2001-04-28",304,94,13,4,1-10
FALSE,"1982-12-04",212,62,9,3,21-30
FALSE,"1985-04-13",249,110,10,3,1-10
FALSE,"1984-09-22",261,113,10,4,1-10
FALSE,"1992-03-14",304,104,10,3,11-20
FALSE,"1986-10-11",299,112,18,4,11-20
FALSE,"2005-08-27",255,93,11,4,21-30
FALSE,"1990-11-17",408,145,18,4,41-50
FALSE,"1985-02-02",238,74,12,4,31-40
FALSE,"1981-04-25",173,71,9,4,31-40
FALSE,"2011-11-05",319,99,10,4,11-20
FALSE,"1980-01-05",153,68,10,3,41-50
FALSE,"1980-08-16",215,94,16,4,11-20
TRUE,"1989-10-14",186,74,8,4,1-10
FALSE,"1994-04-16",164,84,10,4,1-10
FALSE,"2014-05-03",359,173,10,3,41-50
FALSE,"1997-05-24",443,94,13,3,1-10
TRUE,"1997-08-09",498,257,10,3,1-10
TRUE,"1997-08-30",498,257,10,3,1-10
TRUE,"2005-03-19",915,339,12,3,11-20
FALSE,"1984-06-30",255,101,9,4,21-30
FALSE,"1981-07-18",292,125,11,3,11-20
FALSE,"1983-11-12",338,65,11,4,11-20
FALSE,"1986-07-26",311,156,12,4,1-10
TRUE,"2011-02-19",576,253,12,4,21-30
TRUE,"2011-03-19",576,253,12,4,11-20
FALSE,"1980-01-19",185,46,10,3,41-50
FALSE,"1985-02-09",195,93,11,4,21-30
FALSE,"1992-05-16",386,126,11,4,21-30
FALSE,"1985-09-21",18,18,14,5,1-10
FALSE,"2006-12-23",694,188,12,3,21-30
TRUE,"2006-10-28",739,213,11,3,1-10
TRUE,"2010-01-02",627,240,19,3,21-30
FALSE,"1986-10-04",224,91,15,4,21-30
TRUE,"1998-05-02",992,330,16,4,11-20
TRUE,"1998-05-16",992,330,16,4,11-20
FALSE,"1991-02-09",177,83,11,3,21-30
FALSE,"1988-08-27",474,96,8,3,1-10
TRUE,"2010-11-13",846,408,13,4,11-20
FALSE,"2011-06-25",254,99,10,4,31-40
FALSE,"1987-11-21",533,59,10,3,1-10
FALSE,"1987-07-18",55,41,12,4,21-30
FALSE,"2011-03-05",306,98,11,4,11-20
FALSE,"2003-12-13",464,113,10,3,41-50
FALSE,"1993-06-26",110,29,10,3,11-20
FALSE,"1980-08-16",262,93,8,3,1-10
FALSE,"2002-03-30",346,91,11,4,21-30
FALSE,"1991-05-11",302,124,13,3,11-20
FALSE,"1980-12-06",215,44,8,3,1-10
FALSE,"1982-01-23",260,65,10,3,31-40
FALSE,"2001-06-30",263,95,10,3,21-30
FALSE,"1997-08-30",151,57,9,3,21-30
FALSE,"1991-06-08",241,76,10,3,1-10
FALSE,"2005-10-22",233,76,10,3,21-30
FALSE,"1990-11-24",147,59,8,3,1-10
FALSE,"1989-04-01",380,95,10,3,11-20
FALSE,"1983-05-14",231,103,10,4,21-30
FALSE,"1981-05-02",228,99,12,3,1-10
FALSE,"2000-11-25",502,100,11,3,1-10
TRUE,"1994-03-26",230,65,10,3,41-50
TRUE,"1991-03-02",163,89,11,4,41-50
FALSE,"1986-05-24",327,95,10,4,21-30
FALSE,"2011-08-06",333,121,14,3,11-20
FALSE,"1987-12-19",180,99,10,4,31-40
FALSE,"1991-09-07",448,150,14,3,1-10
FALSE,"1986-07-05",172,89,10,4,21-30
FALSE,"1996-11-23",350,78,8,3,1-10
FALSE,"2006-05-06",278,78,10,3,11-20
FALSE,"1992-02-29",309,124,10,4,31-40
FALSE,"1986-05-31",297,73,12,3,11-20
TRUE,"2002-10-05",449,227,13,4,1-10
TRUE,"2014-05-10",1122,322,11,4,41-50
FALSE,"1992-09-05",588,104,9,4,1-10
FALSE,"2004-08-07",38,14,6,3,1-10
TRUE,"2011-09-10",290,116,29,3,1-10
TRUE,"1998-10-10",466,188,9,3,31-40
TRUE,"1998-09-12",466,188,9,3,31-40
FALSE,"1994-06-25",287,87,7,3,31-40
FALSE,"2005-06-11",286,93,10,3,1-10
FALSE,"2011-11-12",293,103,10,3,1-10
FALSE,"1992-08-01",667,150,10,3,31-40
FALSE,"2004-11-27",298,139,11,4,31-40
TRUE,"1995-04-15",249,122,13,4,41-50
FALSE,"1983-04-16",343,129,13,4,1-10
FALSE,"2011-10-29",322,47,9,3,21-30
FALSE,"1985-02-23",390,121,11,4,11-20
TRUE,"1994-01-22",358,138,10,3,11-20
TRUE,"1993-02-20",303,162,13,3,1-10
TRUE,"2008-11-08",772,176,10,3,11-20
FALSE,"2001-05-26",309,98,13,3,41-50
TRUE,"2001-02-17",738,258,12,4,1-10
FALSE,"2006-05-13",823,200,16,4,1-10
FALSE,"2005-02-05",277,124,11,3,21-30
FALSE,"1982-06-05",305,96,10,3,31-40
FALSE,"1982-11-13",18,18,14,5,1-10
TRUE,"2001-07-14",458,158,14,3,21-30
FALSE,"2000-09-16",252,62,11,4,1-10
FALSE,"1999-10-16",353,99,10,3,1-10
FALSE,"1984-06-02",266,109,13,3,31-40
FALSE,"2005-12-31",235,95,11,4,31-40
FALSE,"2005-09-24",342,114,12,4,31-40
FALSE,"1998-05-23",210,75,10,3,1-10
FALSE,"2004-01-10",675,234,11,3,41-50
FALSE,"2001-06-30",588,201,11,3,1-10
TRUE,"1997-05-03",520,193,21,3,1-10
FALSE,"2015-01-03",175,83,9,3,31-40
TRUE,"2004-05-15",958,341,11,3,1-10
FALSE,"2000-01-29",292,99,9,3,21-30
TRUE,"1997-12-06",564,119,11,3,1-10
FALSE,"1991-07-13",549,165,11,3,41-50
FALSE,"1996-10-12",303,86,10,3,31-40
FALSE,"2004-10-30",536,115,9,3,1-10
FALSE,"1989-07-08",247,105,12,3,21-30
TRUE,"2010-05-08",630,180,19,4,11-20
TRUE,"2007-11-24",679,147,10,3,31-40
FALSE,"1984-06-09",261,126,10,4,21-30
FALSE,"2001-02-10",319,115,11,4,31-40
FALSE,"2014-07-05",342,98,9,3,31-40
TRUE,"1999-06-05",314,166,12,3,31-40
FALSE,"1998-12-19",223,115,12,3,11-20
FALSE,"2010-05-22",409,83,10,3,1-10
FALSE,"2000-12-16",259,70,12,3,21-30
FALSE,"1999-04-17",230,85,10,4,21-30
FALSE,"2003-06-21",369,125,10,4,21-30
FALSE,"1981-12-12",202,94,16,3,21-30
FALSE,"1982-05-29",308,102,9,3,21-30
FALSE,"1988-05-14",151,58,8,3,11-20
FALSE,"1982-04-03",267,90,10,3,21-30
FALSE,"2004-10-02",410,97,11,3,1-10
FALSE,"1991-11-09",178,77,11,3,21-30
TRUE,"1989-04-01",327,99,8,3,1-10
FALSE,"1991-05-25",267,88,16,3,21-30
FALSE,"2002-07-27",174,72,10,3,41-50
FALSE,"1989-10-28",425,93,11,3,31-40
FALSE,"1998-02-28",172,70,8,3,1-10
FALSE,"1980-03-22",202,100,10,4,41-50
TRUE,"2014-03-15",511,170,13,3,11-20
TRUE,"2013-11-30",703,178,13,4,11-20
FALSE,"1986-01-25",237,140,11,4,1-10
TRUE,"2012-06-23",519,220,11,4,31-40
TRUE,"2005-11-05",624,148,13,3,1-10
FALSE,"2004-04-10",246,89,10,3,1-10
FALSE,"1983-03-19",344,146,9,3,31-40
FALSE,"1990-08-18",501,141,8,3,21-30
FALSE,"1982-01-16",181,97,13,3,41-50
TRUE,"2010-12-25",344,144,10,4,31-40
TRUE,"2011-07-23",503,185,10,3,21-30
TRUE,"2012-12-15",600,310,21,4,21-30
TRUE,"2008-08-23",579,287,13,4,21-30
FALSE,"2009-02-07",212,86,13,4,1-10
TRUE,"2002-05-11",314,140,12,3,21-30
TRUE,"2006-11-04",276,120,9,3,31-40
FALSE,"1998-10-24",557,127,11,3,1-10
FALSE,"2006-11-11",698,195,11,3,1-10
FALSE,"1983-06-11",146,77,10,3,1-10
FALSE,"1990-12-08",457,96,9,3,21-30
FALSE,"1995-07-08",261,83,10,3,21-30
TRUE,"2003-09-06",257,110,10,3,11-20
FALSE,"1997-11-29",476,108,12,4,1-10
FALSE,"2000-01-01",504,111,11,4,1-10
FALSE,"1997-09-13",476,108,12,4,31-40
FALSE,"1992-05-16",644,119,9,4,1-10
FALSE,"1992-04-18",330,111,21,3,1-10
FALSE,"1981-01-17",137,65,9,3,31-40
TRUE,"1999-03-27",660,319,17,3,31-40
TRUE,"1991-09-07",345,111,8,3,11-20
TRUE,"1992-10-24",879,300,14,3,31-40
FALSE,"2002-08-03",429,127,8,3,41-50
FALSE,"2000-12-16",203,107,10,3,21-30
TRUE,"2004-09-04",691,193,10,3,1-10
FALSE,"1980-09-27",132,72,9,3,41-50
FALSE,"1989-01-14",400,140,14,3,1-10
FALSE,"2002-02-09",200,79,9,4,1-10
FALSE,"1991-03-23",252,75,15,4,21-30
FALSE,"2013-06-29",163,97,13,3,11-20
FALSE,"1985-06-01",152,47,8,3,41-50
FALSE,"1983-11-12",124,67,14,4,31-40
FALSE,"2002-11-23",4,4,14,6,31-40
TRUE,"2015-08-08",425,171,11,3,1-10
FALSE,"1998-08-15",359,111,10,3,1-10
FALSE,"2006-11-25",363,107,9,3,21-30
TRUE,"1990-09-29",468,120,10,3,1-10
FALSE,"1984-08-18",198,67,11,3,31-40
FALSE,"1992-01-25",264,109,12,4,1-10
FALSE,"1985-08-31",231,89,14,3,21-30
TRUE,"2014-07-19",303,102,10,3,21-30
FALSE,"1986-11-29",220,90,10,3,41-50
TRUE,"2005-10-01",489,158,11,3,41-50
FALSE,"1997-03-29",350,102,9,3,31-40
FALSE,"1996-01-27",206,111,9,3,1-10
TRUE,"1994-08-13",923,407,49,4,41-50
