@relation lyrics383.small

@attribute song string
@attribute numWords numeric
@attribute distinctWRatio numeric
@attribute word_1 string
@attribute word_2 string
@attribute word_3 string
@attribute word_4 string
@attribute word_5 string
@attribute word_6 string
@attribute word_7 string
@attribute word_8 string
@attribute word_9 string
@attribute word_10 string
@attribute phrase2_1 string
@attribute phrase2_2 string
@attribute phrase2_3 string
@attribute phrase2_4 string
@attribute phrase2_5 string
@attribute phrase2_6 string
@attribute phrase2_7 string
@attribute phrase2_8 string
@attribute phrase2_9 string
@attribute phrase2_10 string
@attribute phrase3_1 string
@attribute phrase3_2 string
@attribute phrase3_3 string
@attribute phrase3_4 string
@attribute phrase3_5 string
@attribute phrase3_6 string
@attribute phrase3_7 string
@attribute phrase3_8 string
@attribute phrase3_9 string
@attribute phrase3_10 string
@attribute pos_verb numeric
@attribute pos_conj numeric
@attribute pos_adj numeric
@attribute pos_pronoun numeric
@attribute pos_number numeric
@attribute pos_noun numeric
@attribute pos_to numeric
@attribute pos_prep numeric
@attribute pos_adv numeric
@attribute pos_interj numeric
@attribute pos_other numeric
@attribute pos_foreign numeric
@attribute pos_wh numeric
@attribute narcScore numeric
@attribute period {early1980s,mid1980s,late1980s,early1990s,mid1990s,late1990s,early2000s,mid2000s,late2000s,early2010s,mid2010s}
@attribute rank {top10,top20,top30,top40,top50,notTop}

@data
"Destiny",208.0,0.3701923076923077,"destiny","be","it's","gotta","me","so","it","suddenly","this","she's","gotta be","it's gotta","be destiny","so suddenly","destiny it's","destiny she's","she's taken","taken me","me it","it happened","it's gotta be","gotta be destiny","destiny it's gotta","be destiny she's","destiny she's taken","she's taken me","taken me it","me it happened","it happened so","happened so suddenly",52,4,6,33,1,38,2,21,33,0,15,0,3,6.545454545454545,late1990s,top50
"Deuces",534.0,0.4232209737827715,"i","to","i'm","it","the","you","say","better","but","up","say bye-bye","better better","bye-bye say","to her","on some","deuces up","- verse","i don't","all that","i'm on","say bye-bye say","bye-bye say bye-bye","i'm on some","on some new","some new shit","new shit i'm","shit i'm chuckin","i'm chuckin my","chuckin my deuces","my deuces up",101,16,39,86,6,115,19,51,33,4,58,0,6,2.7209302325581395,early2010s,top20
"Devil Inside",264.0,0.25757575757575757,"the","devil","inside","of","every","single","one","us","look","wonder","devil inside","the devil","inside the","inside every","every single","single one","one of","of us","us the","with the","the devil inside","devil inside the","inside the devil","devil inside every","inside every single","every single one","single one of","one of us","of us the","us the devil",22,2,21,21,8,76,2,57,5,0,47,0,3,-11.57142857142857,late1980s,top10
"Dey Know",344.0,0.3633720930232558,"know","dey","l-o","get","i","got","a","you","the","and","dey know","know dey","l-o dey","l-o l-o","know l-o","get get","get it!","i got","know got","got a","dey know dey","know dey know","l-o l-o dey","l-o dey know","dey know l-o","know l-o l-o","get get get","get get it!","dey know got","know got a",77,10,38,32,3,110,6,22,10,1,32,0,3,1.125,late2000s,top40
"Dial My Heart",504.0,0.21031746031746032,"dial","my","to","baby","you","it","i","heart","the","and","my heart","dial my","dial it","it dial","to dial","you can","my baby","baby on","on the","got to","dial my heart","dial it dial","it dial it","to dial my","baby on the","let her know","dial it baby","i call my","call my baby","my baby on",118,16,17,96,0,105,21,51,39,0,38,0,3,14.687500000000002,late1980s,top20
"Diamonds",184.0,0.375,"don't","you","want","your","diamonds","me","a","money","key","i","don't want","want your","your money","money don't","your key","me you","don't you","you know","know diamonds","diamonds are","don't want your","want your money","your money don't","money don't want","want your key","don't you know","you know diamonds","know diamonds are","diamonds are a","are a girl's",47,3,10,40,0,45,1,14,6,0,15,0,3,2.8000000000000003,late1980s,top10
"Diamonds",360.0,0.19444444444444445,"like","a","bright","diamond","shine","the","in","we’re","diamonds","sky","bright like","like a","a diamond","shine bright","in the","like diamonds","diamonds in","the sky","diamond shine","beautiful like","bright like a","like a diamond","shine bright like","diamonds in the","in the sky","like diamonds in","a diamond shine","diamond shine bright","we’re beautiful like","beautiful like diamonds",27,8,45,26,1,108,5,68,18,2,50,0,2,-1.7307692307692308,early2010s,top10
"Diamonds And Pearls",318.0,0.2830188679245283,"you","i","the","would","to","a","if","love","be","will","to the","would you","if i","you be","you diamonds","diamonds and","and pearls","pearls would","i gave","gave you","would you be","i gave you","gave you diamonds","you diamonds and","diamonds and pearls","and pearls would","pearls would you","if i gave","if i could","i could i",53,12,10,62,2,58,12,21,13,0,71,0,4,1.596774193548387,early1990s,top10
"Diamonds From Sierra Leone",682.0,0.4501466275659824,"the","ever?","ever","i","forever","you","and","diamonds","is","are","ever ever?","ever? ever","diamonds are","are forever","in the","forever ever?","if you","your diamonds","feel the","the roc","ever? ever ever?","ever ever? ever","diamonds are forever","are forever throw","forever throw your","throw your diamonds","your diamonds in","diamonds in the","in the sky","the sky if",117,21,44,91,2,169,9,74,50,1,94,0,10,2.373626373626374,mid2000s,top50
"Diana",179.0,0.5083798882681564,"","you","i","diana","be","your","but","all","a","me","","but i","diana","baby you'd","you'd be","be saving","saving mine","one to","diana","diana let","baby you'd be","you'd be saving","be saving mine","be the one","the one to","diana","how could someone","you at all","at all","i speak a",44,5,7,32,3,42,2,7,15,0,20,0,2,1.125,early2010s,top20
"Diary",167.0,0.437125748502994,"your","you","secrets","i","be","me","and","are","the","in","your secrets","you can","i won't","won't tell","tell your","secrets your","secrets are","are safe","safe with","with me","i won't tell","won't tell your","tell your secrets","your secrets your","secrets your secrets","your secrets are","secrets are safe","are safe with","safe with me","with me i",33,5,5,38,1,31,1,18,12,0,17,0,6,2.2368421052631575,mid2000s,top10
"Did It In A Minute",488.0,0.21721311475409835,"you","it","did","i","know","a","in","minute","oh","and","did it","you did","it you","i know","know i","it in","in a","a minute","minute you","it i","you did it","did it you","it you did","i know i","know i know","did it in","it in a","in a minute","a minute you","minute you did",138,10,10,168,4,35,3,44,37,4,28,0,7,0.36309523809523814,early1980s,top10
"Did It On'em",318.0,0.5345911949685535,"i","the","'em","a","you","on","and","shitted","my","bitches","on 'em","shitted on","in the","i just","'em shitted","a couple","if you","'em put","put yo","yo number","shitted on 'em","on 'em shitted","'em shitted on","on 'em man","'em man i","man i just","i just shitted","just shitted on","on 'em put","'em put yo",54,8,23,52,3,85,3,30,14,0,42,1,3,4.615384615384616,early2010s,top50
"Did My Time",222.0,0.32432432432432434,"i","the","me","my","am","feel","one","who","did","time","i feel","am the","the one","one who","i am","feel the","i did","did my","my time","time i","i am the","am the one","the one who","i feel the","did my time","my time i","i did my","time i did","that's why i","one who chose",60,1,6,53,0,33,5,14,9,2,27,0,12,6.735849056603774,early2000s,top40
"Did You Ever Think",595.0,0.22016806722689075,"you","would","think","that","did","ever","have","a","be","this","did you","you ever","ever think","think that","that you","you would","would be","be this","have a","would have","did you ever","you ever think","ever think that","think that you","that you would","you would be","would be this","you would have","this rich? did","rich? did you",150,5,29,84,18,91,7,60,42,0,101,0,8,0.8571428571428571,late1990s,top30
"Didn't I (Blow Your Mind)",313.0,0.2939297124600639,"i","didn't","your","this","it","time","baby","blow","mind","you","didn't i","i blow","blow your","your mind","this time","do it","i do","mind this","time didn't","it baby","i blow your","didn't i blow","blow your mind","i do it","didn't i do","your mind this","mind this time","this time didn't","time didn't i","baby didn't i",71,8,9,69,2,66,2,30,14,3,39,0,0,0.18840579710144922,late1980s,top10
"Didn't We Almost Have It All",292.0,0.3082191780821918,"we","the","you","it","all","didn't","almost","have","worth","love","didn't we","we almost","it all","almost have","have it","again didn't","when love","love was","all the","we held","didn't we almost","we almost have","almost have it","have it all","again didn't we","when love was","it all the","we held on","it all when","all when love",62,7,14,58,0,40,1,29,32,0,43,0,6,-22.862068965517242,late1980s,top10
"Die A Happy Man",303.0,0.40264026402640263,"i","the","in","to","a","baby","if","that","","my","if i","i never","never get","get to","all i","is your","baby i","i could","could die","die a","if i never","i never get","never get to","baby i could","i could die","could die a","die a happy","a happy man","to see the","get to see",45,12,23,41,1,69,9,38,13,4,48,0,0,2.219512195121951,mid2010s,top30
"Die Another Day",277.0,0.23826714801444043,"another","day","i'll","i","guess","die","gonna","i'm","my","to","another day","i guess","guess i'll","i'll die","die another","day i","i'm gonna","day another","time to","analyze this","i guess i'll","guess i'll die","i'll die another","die another day","another day i","day i guess","another day another","day another day","i'm gonna close","gonna close my",66,1,6,31,0,86,9,19,14,0,45,0,0,2.612903225806451,early2000s,top10
"Die In Your Arms",308.0,0.37662337662337664,"you","i","me","yeah","no","baby","to","that","is","just","mhmm uh-huh","uh-huh yeah","yeah yeah","yeah alright","i could","no no","my heart","the truth","i can't","die in","mhmm uh-huh yeah","uh-huh yeah yeah","yeah yeah alright","die in your","in your arms","yeah would you","just die in","oh i can't","i can't help","can't help it",63,2,15,51,0,57,9,34,33,2,39,0,3,7.96078431372549,early2010s,top20
"Die Young",219.0,0.4794520547945205,"the","","young","that","you","of","die","we","like","we're","of the","we're gonna","gonna die","die young","that you","let's make","make the","the most","most of","the night","we're gonna die","gonna die young","let's make the","make the most","the most of","most of the","of the night","the night like","night like we're","like we're gonna",42,1,17,26,0,55,3,35,10,0,27,0,3,-2.6153846153846154,early2010s,top10
"Differences",669.0,0.19730941704035873,"you","my","so","i","life","in","love","one","me","no","my life","in love","you came","you were","were that","i'm so","you made","no one","my whole","whole life","you were that","my whole life","whole life has","life has changed","made my life","my life complete","so in love","life complete you","you made my","no one competes",130,9,67,126,10,130,3,90,66,2,32,1,3,13.119047619047617,early2000s,top10
"Dig In",290.0,0.3137931034482759,"you","you'll","in","once","dig","find","it","and","to","the","once you","you dig","dig in","in you'll","you'll find","and once","you'll have","have yourself","yourself a","a good","once you dig","you dig in","dig in you'll","in you'll find","and once you","you'll have yourself","have yourself a","yourself a good","a good time","you'll find it",67,11,24,39,0,48,10,34,26,1,28,0,2,0.0,early2000s,top40
"Dig The Gold",231.0,0.21645021645021645,"the","and","gold","run","i","take","but","where","does","go","the gold","and run","take the","gold and","but where","where does","does the","gold go","i dig","dig the","take the gold","the gold and","gold and run","gold but where","but where does","where does the","does the gold","the gold go","i dig the","dig the gold",69,37,17,18,0,42,0,4,1,0,35,0,8,0.22222222222222232,early1980s,top50
"Diggin' On You",459.0,0.2549019607843137,"on","diggin","baby","like","that","i","you","it's","in","the","like that","diggin on","it's on","on like","baby baby","on you","diggin diggin","you diggin","that i","diggin the","it's on like","on like that","diggin on you","on you diggin","like that i","diggin the scene","that i gotta","i gotta be","gotta be in","be in love",71,11,9,58,1,128,4,95,10,1,63,0,8,6.948275862068966,mid1990s,top10
"Digging Your Scene",205.0,0.3853658536585366,"i","baby","know","to","a","me","i'm","your","like","oh","i know","like a","i'd like","tell me","me why","why is","is it","it i'm","i'm digging","digging your","tell me why","me why is","why is it","is it i'm","it i'm digging","i'm digging your","digging your scene?","your scene? i","scene? i know","i know i'll",48,4,8,40,0,35,6,21,16,6,16,0,5,1.125,mid1980s,top20
"Digital Display",423.0,0.33569739952718675,"digital","i","display","to","your","you","a","with","1","2","digital display","display i","display digital","your digital","start to","no smoking","to make","i could","1 1","2 2","digital display i","your digital display","digital display digital","display digital display","with your digital","to play with","play with your","never had a","had a girl","a girl before",81,6,17,67,25,91,18,47,18,0,47,0,6,2.82089552238806,mid1980s,top30
"Dilemma",721.0,0.24826629680998613,"i","you","ya","right","i'm","know","and","what","no","my","i do","no matter","matter what","what i","do all","all i","i think","think about","about is","is you","no matter what","matter what i","what i do","i do all","do all i","all i think","i think about","think about is","about is you","is you even",142,25,54,175,1,95,12,64,62,6,56,0,29,8.64,early2000s,top10
"Dinner With Gershwin",258.0,0.23255813953488372,"i","wanna","you","with","to","next","of","what","get","dinner","i wanna","next to","to you","what i","dinner with","with gershwin","of your","you next","is what","i feel","next to you","dinner with gershwin","what i feel","to you next","you next to","is what i","i wanna get","wanna get next","get next to","with gershwin i",53,0,15,46,3,57,12,32,14,0,16,0,10,0.0,late1980s,top50
"Dip It Low",480.0,0.23125,"it","you","pop","your","all","to","a","up","show","how","pop pop","it up","how to","dip it","it low","low pick","pick it","up slow","slow roll","roll it","dip it low","it low pick","low pick it","pick it up","it up slow","up slow roll","slow roll it","roll it all","it all around","all around poke",105,5,25,104,0,81,12,48,14,0,62,0,24,0.9230769230769229,mid2000s,top10
"Dip it Low",480.0,0.23125,"it","you","pop","your","all","to","a","up","show","how","pop pop","it up","how to","dip it","it low","low pick","pick it","up slow","slow roll","roll it","dip it low","it low pick","low pick it","pick it up","it up slow","up slow roll","slow roll it","roll it all","it all around","all around poke",105,5,25,104,0,81,12,48,14,0,62,0,24,0.9230769230769229,mid2000s,top10
"Dirrty",139.0,0.6187050359712231,"get","my","the","gonna","me","some","in","to","a","wanna","wanna get","get dirrty","in the","gonna get","a little","dirrty it's","it's about","about time","time for","through paid","wanna get dirrty","get dirrty it's","dirrty it's about","it's about time","give me some","me some room","some room i'm","room i'm coming","i'm coming through","coming through paid",32,1,6,16,1,39,3,18,4,1,18,0,0,4.5,early2000s,top50
"Dirt",359.0,0.49303621169916434,"you","it","to","on","and","","dirt","your","that","the","it dirt","on it","the world","and some","dirt you","in it","you know","know you","you came","came from","it dirt you","you know you","know you came","you came from","came from it","and some day","some day you'll","day you'll return","you'll return to","from it dirt",63,13,20,53,7,95,12,35,19,0,41,0,1,0.5283018867924529,mid2010s,top20
"Dirt Off Your Shoulder",664.0,0.32379518072289154,"the","off","you","your","that","get","shoulder","dirt","a","gotta","your shoulder","get that","that dirt","dirt off","off your","you gotta","shoulder you","gotta get","brush your","go and","get that dirt","that dirt off","dirt off your","off your shoulder","your shoulder you","shoulder you gotta","you gotta get","gotta get that","go and brush","and brush your",117,14,21,90,6,187,12,103,32,0,80,0,2,0.8666666666666666,mid2000s,top10
"Dirt Road Anthem",473.0,0.3784355179704017,"the","i'm","and","in","on","a","to","back","them","good","in the","dirt road","them good","that's right","i'm chilling","chilling on","on a","a dirt","road laid","laid back","i'm chilling on","chilling on a","on a dirt","a dirt road","dirt road laid","road laid back","laid back swerving","back swerving like","swerving like i'm","like i'm george",79,17,37,43,1,141,7,51,21,0,67,0,9,-1.5348837209302326,early2010s,top10
"Dirty Cash (Money Talks)",209.0,0.47368421052631576,"you","i","want","cash","the","money","and","to","dirty","hmm","dirty cash","want you","i want","money talks","cash i","hmm hmm","you money","you dirty","i need","need you","dirty cash i","hmm hmm hmm","i want you","want you money","cash i want","money talks dirty","want you dirty","you dirty cash","cash i need","i need you",42,8,18,32,0,47,7,18,9,7,20,0,1,2.1875,early1990s,top30
"Dirty Dancer",347.0,0.23054755043227665,"dirty","dancer","she's","never","a","she","don't","the","her","girl","dirty dancer","dirty dirty","she's a","a dirty","dancer dirty","never be","be her","her only","lonely she's","you'll never","dirty dirty dancer","she's a dirty","a dirty dirty","dirty dancer dirty","dancer dirty dirty","never be her","be her only","lonely she's a","you'll never be","the girl don't",46,2,63,38,2,72,3,22,56,0,38,0,5,0.0,early2010s,top20
"Dirty Deeds",157.0,0.5286624203821656,"dirty","deeds","done","dirt","cheap","you","the","a","and","if","dirty deeds","deeds done","done dirt","dirt cheap","cheap dirty","pick up","up the","the phone","head he's","he's givin","dirty deeds done","deeds done dirt","done dirt cheap","dirt cheap dirty","cheap dirty deeds","pick up the","up the phone","high school head","school head he's","head he's givin",26,5,13,17,6,59,2,11,6,0,11,0,1,0.5294117647058824,early1990s,top40
"Dirty Diana",18.0,1.0,"our","agreement","does","not","allow","us","to","display","these","lyrics","cheap our","licensing agreement","agreement does","does not","not allow","allow us","us to","to display","display these","these lyrics","dirt cheap our","our licensing agreement","licensing agreement does","agreement does not","does not allow","not allow us","allow us to","us to display","to display these","display these lyrics",4,0,0,2,0,5,1,2,1,0,3,0,0,-1.5,late1980s,top10
"Dirty Laundry",362.0,0.35082872928176795,"kick","'em","when","they're","up","down","the","we","dirty","you","kick 'em","'em when","when they're","they're up","up kick","they're down","down kick","dirty laundry","'em all","all around","kick 'em when","'em when they're","when they're up","they're up kick","up kick 'em","when they're down","they're down kick","down kick 'em","kick 'em all","'em all around",53,4,47,78,1,65,6,19,29,0,27,0,33,-8.205128205128204,early1980s,top10
"Dirty Little Secret",227.0,0.3700440528634361,"to","you","dirty","little","secret","that","","my","just","know","dirty little","little secret","to know","just another","another regret","my dirty","secret dirty","who has","has to","","dirty little secret","just another regret","my dirty little","little secret dirty","secret dirty little","who has to","a time or","time or two","or two just","two just to",51,7,28,28,4,35,11,13,16,0,26,0,8,3.8571428571428568,mid2000s,top10
"Disappear",281.0,0.3238434163701068,"the","disappear","and","all","to","world","seems","you're","so","fine","all the","and the","the world","world seems","seems to","to disappear","disappear disappear","you're so","so fine","fine lose","and the world","the world seems","world seems to","seems to disappear","disappear disappear disappear","you're so fine","so fine lose","fine lose my","lose my mind","my mind and",60,21,12,26,0,54,14,16,26,0,50,0,2,4.615384615384615,early1990s,top10
"Disco Inferno",564.0,0.34397163120567376,"it","your","you","to","me","the","ain't","i'm","i","do","put your","that ass","ass girl","lil mama","mama show","show me","me how","how you","you move","move it","that ass girl","lil mama show","mama show me","show me how","me how you","how you move","you move it","move it better","it better yet","better yet put",88,5,22,107,2,168,16,58,46,1,40,1,10,4.186915887850468,mid2000s,top10
"Discotheque",340.0,0.2911764705882353,"you","it","boom","cha","can't","the","but","discotheque","go","know","boom cha","but you","you know","high high","cha boom","cha discotheque","let go","you can","you can't","be the","boom cha boom","cha boom cha","boom cha discotheque","high high high","be the song","but you know","you know you're","cha discotheque i","discotheque i paid","i paid get",71,11,13,62,2,71,2,28,26,9,39,0,6,0.0,late1990s,top10
"Disease",360.0,0.3138888888888889,"i","me","you","to","disease","a","my","it","be","that","of my","got a","a disease","i got","free of","my disease","tell me","i can't","let you","disease yeah","i got a","got a disease","free of my","of my disease","i have to","have to let","to let you","let you go","a disease deep","disease deep inside",84,3,21,85,1,54,12,43,13,2,39,0,3,17.47058823529412,early2000s,top30
"Disturbia",369.0,0.34688346883468835,"you","disturbia","the","like","in","your","of","it's","on","it","in the","it can","if you","it's like","disturbia disturbia","ah ah","put on","on your","your pretty","pretty lies","put on your","on your pretty","your pretty lies","pretty lies you're","lies you're in","you're in the","in the city","the city of","city of wonder","of wonder ain't",75,6,18,50,0,83,7,51,26,2,47,0,4,2.08,late2000s,top10
"Ditty",740.0,0.4243243243243243,"the","you","i","a","and","to","just","if","my","like","the ditty","if you","i can","if i","do the","ditty if","you want","want to","to because","because then","do the ditty","ditty if you","if you want","you want to","want to because","to because then","because then i","then i can","i can see","can see if",120,31,39,97,5,179,19,95,51,0,101,0,3,7.731958762886597,early1990s,top10
"Diva",580.0,0.2672413793103448,"a","i'm","of","diva","hustla","a-a","i","hey","the","you","of a","i'm a","a hustla","a i'm","i'm a-a","a-a diva","hustla of","hey i'm","diva hey","is a","of a hustla","i'm a i'm","i'm a-a diva","hustla of a","a hustla of","a i'm a-a","hey i'm a","diva hey i'm","a-a diva hey","na-na-na diva is",77,14,29,56,4,179,7,85,20,0,101,0,8,3.535714285714286,late2000s,top20
"Divine Thing",106.0,0.5754716981132075,"sweet","thing","you","just","your","the","divine","that","a","in","sweet sweet","divine thing","the one","just any","you are","that you","you were","a sweet","sweet divine","are the","you are the","are the one","that you were","a sweet sweet","sweet sweet sweet","sweet sweet divine","sweet divine thing","just dressed to","dressed to kill","to kill and",15,4,3,11,3,36,2,4,8,0,20,0,0,0.0,early1990s,top40
"Do Anything",384.0,0.4348958333333333,"you","me","just","can't","for","do","to","your","i","get","just can't","can't get","do anything","for your","anything for","get enough","your loving","can't just","ill do","to me","just can't get","do anything for","anything for your","can't get enough","for your loving","just can't just","can't just can't","can't get just","get just can't","ill do anything",78,12,22,68,2,71,12,45,39,1,25,0,9,10.058823529411764,early1990s,top10
"Do For Love",665.0,0.3533834586466165,"you","i","do","to","i'm","for","love","but","up","a","for love","what you","you won't","won't do","do do","do for","love you","you tried","tried everything","everything but","what you won't","you won't do","won't do do","do do for","do for love","for love you","love you tried","you tried everything","tried everything but","everything but you",144,30,26,122,0,131,19,60,49,0,60,0,24,3.80327868852459,late1990s,top30
"Do I",356.0,0.34269662921348315,"you","i","do","me","baby","just","that","the","to","give","do i","tell me","baby do","i just","give you","i turn","turn you","you on","on at","at all","do i turn","i turn you","turn you on","you on at","on at all","at all when","all when i","when i kiss","i kiss you","kiss you baby?",94,14,14,73,1,49,7,30,37,0,30,0,7,2.808219178082192,late2000s,top40
"Do I Do",18.0,1.0,"our","agreement","does","not","allow","us","to","display","these","lyrics","i? our","licensing agreement","agreement does","does not","not allow","allow us","us to","to display","display these","these lyrics","do i? our","our licensing agreement","licensing agreement does","agreement does not","does not allow","not allow us","allow us to","us to display","to display these","display these lyrics",4,0,0,2,0,5,1,2,1,0,3,0,0,-1.5,early1980s,top20
"Do I Have To Say The Words?",18.0,1.0,"our","agreement","does","not","allow","us","to","display","these","lyrics","inconvenience our","licensing agreement","agreement does","does not","not allow","allow us","us to","to display","display these","these lyrics","the inconvenience our","our licensing agreement","licensing agreement does","agreement does not","does not allow","not allow us","allow us to","us to display","to display these","display these lyrics",4,0,0,2,0,5,1,2,1,0,3,0,0,-1.5,early1990s,top20
"Do I Make You Proud",298.0,0.2550335570469799,"i","is","you","now","do","make","to","the","proud?","me","do i","i make","make you","you proud?","this is","is what","what we","we dream","dream about","about but","do i make","i make you","make you proud?","this is what","is what we","what we dream","we dream about","dream about but","about but the","but the only",88,11,20,52,3,29,10,30,25,0,23,0,7,2.1538461538461537,mid2000s,top10
"Do It Again",268.0,0.35447761194029853,"and","again","you","it","back","day","i","do","where","go","do it","it again","back where","a new","where you","you started","started here","here we","we go","go round","do it again","back where you","where you started","started here we","here we go","we go round","go round again","you started here","again day after","day after day",62,17,11,41,1,32,3,22,50,0,19,0,10,-10.926829268292684,mid1980s,top50
"Do It For Love",340.0,0.25,"do","you","it","for","love?","when","the","love","me","prove","do you","you do","do it","it for","for love?","when you","for love","it do","love? do","prove it","do you do","you do you","do it for","you do it","it for love?","it for love","for love? do","it do it","love? do you","when you hold",113,8,11,102,0,31,2,23,15,0,22,0,13,0.8823529411764705,mid1980s,top30
"Do It Just Like A Rockstar",507.0,0.2781065088757396,"a","like","party","rockstar","y-y-y-yeah","rock","t-t-t-totally","dude!!!!","i","my","party like","like a","a rockstar","y-y-y-yeah y-y-y-yeah","a rock","rock party","rockstar party","t-t-t-totally dude!!!!","y-y-y-yeah t-t-t-totally","dude!!!! party","party like a","like a rockstar","like a rock","a rock party","rock party like","a rockstar party","rockstar party like","y-y-y-yeah y-y-y-yeah y-y-y-yeah","y-y-y-yeah y-y-y-yeah t-t-t-totally","y-y-y-yeah t-t-t-totally dude!!!!",44,7,43,39,1,176,2,83,17,2,83,1,9,10.333333333333334,late2000s,top50
"Do It To It",746.0,0.2037533512064343,"it","do","a","wit","to","the","my","you","lean","rock","do it","it do","wit it","a a","to it","it to","it you","bounce wit","it drop","drop wit","it do it","do it do","a a a","it to it","bounce wit it","wit it drop","it drop wit","drop wit it","wit it lean","it lean wit",137,5,26,153,2,221,31,39,47,0,81,0,4,1.954248366013072,mid2000s,top20
"Do It To Me",414.0,0.3309178743961353,"you","me","to","do","it","baby","more","one","oh","time","one more","to me","do it","it to","me one","more time","you know","can't get","get enough","enough of","it to me","do it to","to me one","me one more","one more time","can't get enough","get enough of","enough of your","of your love","your love !",82,6,22,87,14,82,15,27,22,10,39,0,8,15.827586206896553,early1990s,top30
"Do It Well",584.0,0.21232876712328766,"it","do","you","me","i","ain't","so","ever","a","you're","do it","it do","you do","i ain't","ain't ever","it well","it you","it you're","you're doin","doin it","do it do","it do it","you do it","i ain't ever","do it you","it you do","do it you're","it you're doin","you're doin it","doin it well",146,5,25,131,2,83,3,42,90,0,50,0,7,13.969465648854962,late2000s,top40
"Do Me Baby",319.0,0.36990595611285265,"me","you","do","baby","i","want","to","just","it","never","me baby","do me","i want","want you","i just","give it","it to","to me","baby like","just can't","do me baby","give it to","it to me","i want you","you never done","never done before","i just can't","like you never","me baby like","baby like you",81,1,16,72,2,26,8,36,44,1,27,1,4,15.0,mid1980s,top50
"Do Me!",402.0,0.26119402985074625,"do","you","baby","me","me!","the","can","in","morning","night","do me!","me! baby","do me","baby do","you can","can do","me in","in the","do do","the morning","do me! baby","me! baby do","you can do","baby do me!","can do me","do me in","me in the","in the morning","the morning you","morning you can",109,1,4,81,1,93,3,30,12,0,60,0,8,17.037037037037038,early1990s,top10
"Do Right",311.0,0.2572347266881029,"do","can't","just","right","keep","on","to","i","livin","wanna","do right","just can't","can't keep","keep on","wanna do","we just","got to","to do","i wanna","like we're","can't keep on","just can't keep","wanna do right","got to do","to do right","we just can't","i wanna do","you've got to","keep on livin","on livin like",92,8,13,43,0,42,14,28,49,1,21,0,0,0.6511627906976745,early1980s,top30
"Do That To Me One More Time",188.0,0.22340425531914893,"me","do","to","one","more","time","that","again","you","once","one more","more time","to me","do that","that to","me one","like you","a man","man like","me once","one more time","that to me","do that to","me one more","to me one","a man like","man like you","to me once","me once again","baby do that",28,1,15,31,11,26,11,24,31,0,10,0,0,9.483870967741936,early1980s,top10
"Do That...",626.0,0.3146964856230032,"do","you","dat","it","go","like","on","a","dance","me","like dat","do dat","do you","you like","go on","dat daddy?","on do","dat dance","let's go","c'mon now","go on do","do you like","you like dat","like dat daddy?","do dat dance","on do dat","momma go on","dance c'mon now","pretty lady go","lady go on",134,10,25,93,5,187,7,65,37,0,55,0,8,4.731182795698925,early2000s,top40
"Do They Know It's Christmas",218.0,0.463302752293578,"the","world","christmas","it's","time","feed","and","of","them","know","christmas time","the world","feed the","know it's","it's christmas","world feed","world let","let them","them know","time again","feed the world","know it's christmas","it's christmas time","the world feed","world feed the","the world let","world let them","let them know","them know it's","christmas time again",31,10,6,15,0,76,3,32,6,0,35,0,4,-5.866666666666667,mid1980s,top20
"Do What U Want",520.0,0.2673076923076923,"you","want","what","my","do","with","body","i","the","and","you want","what you","do what","want with","my body","with my","body do","i want","what i","you can?t","what you want","you want with","do what you","want with my","with my body","body do what","my body do","do what i","what i want","but do what",127,16,16,132,1,91,3,50,17,0,26,0,41,25.333333333333336,early2010s,top20
"Do What You Do",135.0,0.2740740740740741,"you","what","do","did","me","when","so","to","love","for","what you","you did","you do","when you","do what","do when","did what","did to","to me","crazy for","do what you","what you do","you do when","do when you","when you did","you did what","did what you","what you did","you did to","did to me",35,0,9,35,0,11,5,4,8,0,5,0,23,2.4,mid1980s,top20
"Do You",217.0,0.5069124423963134,"i","you","do","just","to","me","wonder","ever","think","of","i just","just wonder","wonder do","do you","you ever","ever think","think of","of me","me anymore","anymore do","i just wonder","just wonder do","wonder do you","do you ever","you ever think","ever think of","think of me","of me anymore","me anymore do","anymore do you?",59,4,8,45,1,27,7,17,31,0,14,0,4,3.1111111111111107,late2000s,top30
"Do You Believe In Love",244.0,0.3770491803278688,"you","believe","do","in","i","i'm","love?","oh","so","it's","you believe","do you","believe in","in love?","believe it","love? do","believe it's","it's true?","i'm so","so glad","do you believe","you believe in","believe in love?","in love? do","love? do you","you believe it's","believe it's true?","i'm so glad","believe it too","lonely baby please",69,6,19,39,1,38,3,34,9,7,17,0,2,1.3846153846153846,early1980s,top10
"Do You Believe In Us",287.0,0.26480836236933797,"i","us","you","be","believe","in","give","it","we","love","believe in","in us","be alright","it's gonna","gonna be","do you","i know","we belong","belong do","you believe","believe in us","gonna be alright","it's gonna be","we belong do","belong do you","do you believe","you believe in","in us just","us just give","just give it",79,0,5,70,0,32,2,19,36,3,38,0,3,-36.07142857142857,early1990s,top20
"Do You Believe Me Now",285.0,0.32280701754385965,"you","i","the","me","was","yeah","do","and","so","believe","do you","so do","you believe","believe me","me now?","the one","i was","what i","every time","time the","so do you","do you believe","you believe me","believe me now?","what i was","every time the","time the sun","the sun goes","sun goes down","goes down he's",60,9,7,62,6,52,2,23,26,1,29,0,8,6.96774193548387,late2000s,top40
