@relation lyrics383.small

@attribute song string
@attribute numWords numeric
@attribute distinctWRatio numeric
@attribute word_1 string
@attribute word_2 string
@attribute word_3 string
@attribute word_4 string
@attribute word_5 string
@attribute word_6 string
@attribute word_7 string
@attribute word_8 string
@attribute word_9 string
@attribute word_10 string
@attribute phrase2_1 string
@attribute phrase2_2 string
@attribute phrase2_3 string
@attribute phrase2_4 string
@attribute phrase2_5 string
@attribute phrase2_6 string
@attribute phrase2_7 string
@attribute phrase2_8 string
@attribute phrase2_9 string
@attribute phrase2_10 string
@attribute phrase3_1 string
@attribute phrase3_2 string
@attribute phrase3_3 string
@attribute phrase3_4 string
@attribute phrase3_5 string
@attribute phrase3_6 string
@attribute phrase3_7 string
@attribute phrase3_8 string
@attribute phrase3_9 string
@attribute phrase3_10 string
@attribute pos_verb numeric
@attribute pos_conj numeric
@attribute pos_adj numeric
@attribute pos_pronoun numeric
@attribute pos_number numeric
@attribute pos_noun numeric
@attribute pos_to numeric
@attribute pos_prep numeric
@attribute pos_adv numeric
@attribute pos_interj numeric
@attribute pos_other numeric
@attribute pos_foreign numeric
@attribute pos_wh numeric
@attribute narcScore numeric
@attribute period {early1980s,mid1980s,late1980s,early1990s,mid1990s,late1990s,early2000s,mid2000s,late2000s,early2010s,mid2010s}
@attribute rank {top10,top20,top30,top40,top50,notTop}

@data
"American Boy",393.0,0.3791348600508906,"to","american","boy","my","me","take","i","you","the","i'd","american boy","take me","boy american","be my","me to","i'd like","like to","new york","to see","my american","american boy american","boy american boy","take me to","i'd like to","be my american","my american boy","you be my","take me on","me on a","on a trip",68,5,24,60,3,110,25,29,26,0,40,0,3,14.950000000000001,late2000s,top10
"American Child",175.0,0.5828571428571429,"an","american","child","i","my","was","and","in","'cause","that","an american","american child","child an","i was","child 'cause","'cause dreams","dreams can","can grow","grow wild","wild born","an american child","american child an","child an american","american child 'cause","child 'cause dreams","'cause dreams can","dreams can grow","can grow wild","grow wild born","wild born inside",26,5,20,14,4,48,0,22,10,0,25,0,1,1.1428571428571428,early2000s,top50
"American Heartbeat",221.0,0.3393665158371041,"the","american","heartbeat","it's","and","oh","fast","are","our","as","american heartbeat","the american","it's the","heartbeat american","heartbeat oh","oh the","heartbeat it's","heartbeat the","the stars","stars head","the american heartbeat","american heartbeat american","it's the american","heartbeat american heartbeat","american heartbeat oh","heartbeat oh the","oh the american","american heartbeat it's","heartbeat it's the","american heartbeat the",16,7,11,7,0,107,0,25,6,0,42,0,0,-4.285714285714286,early1980s,top20
"American Honey",215.0,0.4325581395348837,"a","the","american","honey","to","wild","oh","and","i","as","american honey","in the","and american","grew up","there's a","a wild","wild wild","wild whisper","whisper blowing","blowing in","and american honey","there's a wild","a wild wild","wild wild whisper","wild whisper blowing","whisper blowing in","blowing in the","in the wind","the wind calling","wind calling out",28,7,25,14,0,67,6,25,13,0,29,0,1,0.8571428571428571,early2010s,top30
"American Kids",188.0,0.75,"the","in","a","on","up","me","little","","her","to","in the","we were","on the","stop midnight","midnight t-top","t-top jack","jack in","in her","her cherry","cherry coke","american honey","doublewide quick","doublewide quick stop","quick stop midnight","stop midnight t-top","midnight t-top jack","t-top jack in","jack in her","in her cherry","her cherry coke",25,4,12,14,1,76,3,22,6,0,24,0,1,0.3571428571428571,mid2010s,top30
"American Life",420.0,0.24761904761904763,"a","and","i","american","i'm","dream","you","the","life","my","and a","american dream","american life","you are","the american","do i","i have","have to","to change","change my","the american dream","do i have","i have to","have to change","to change my","change my name?","am i gonna","i gonna be","gonna be a","be a star?",87,25,29,57,4,106,8,23,17,0,62,0,2,3.2807017543859653,early2000s,top40
"American Music",185.0,0.4702702702702703,"the","i","for","music","american","you","it","with","feel","well","american music","music for","with the","what you","turn it","it up","they want","want american","the radio","radio she","american music for","turn it up","want american music","with the radio","the radio she","radio she said","she said i","said i know","i know that","know that i",32,3,11,22,0,43,1,27,12,2,27,0,5,0.6363636363636365,early1980s,top20
"American Pie",385.0,0.42857142857142855,"the","i","and","that","day","you","but","a","be","bye","the day","that i","the levee","this'll be","be the","day that","i die","we started","started singin","but the","this'll be the","be the day","the day that","day that i","that i die","we started singin","bye miss american","miss american pie","american pie drove","pie drove my",77,27,23,45,1,94,6,35,16,0,57,0,4,1.6000000000000003,early2000s,top30
"American Ride",260.0,0.5153846153846153,"na","the","this","american","ride","love","a","gotta","that's","of","na na","this american","american ride","love this","gotta love","us that's","that's right","right gotta","ride both","both ends","na na na","this american ride","love this american","gotta love this","us that's right","that's right gotta","right gotta love","american ride both","ride both ends","both ends of",37,1,29,8,2,96,12,16,8,3,43,0,5,0.0,late2000s,top40
"American Soldier",286.0,0.47202797202797203,"i","the","i'm","american","my","and","an","a","do","in","an american","american soldier","i will","and i","i don't","hey i'm","do it","that i","will always","always do","an american soldier","i will always","will always do","i'm an american","don't do it","do it for","it for the","i don't do","american soldier an","soldier an american",37,10,17,35,0,68,6,40,24,0,44,0,5,3.342857142857143,mid2000s,top30
"American Storm",291.0,0.4329896907216495,"you","the","a","never","and","of","full","it's","to","again","you never","it's like","like a","a full","full force","force gale","a mountain","mountain of","of cold","never get","it's like a","a full force","full force gale","a mountain of","mountain of cold","you never get","never get warm","a wall of","wall of mirrors","of mirrors you",50,12,26,41,0,57,5,26,32,0,38,0,4,-1.6829268292682928,mid1980s,top20
"American Woman",270.0,0.2962962962962963,"woman","i","american","you","away","don't","i'm","me","gonna","gotta","american woman","i'm gonna","i gotta","leave you","you woman","gonna leave","gotta go","get away","woman i'm","away american","i'm gonna leave","gonna leave you","leave you woman","i gotta go","woman i'm gonna","away american woman","american woman listen","woman listen what","listen what i","what i say",74,1,33,44,0,62,5,16,16,0,14,0,5,4.5,late1990s,top50
"Amnesia",326.0,0.49693251533742333,"you","i","the","all","it","and","","to","i'm","not","not fine","fine at","at all","i'm not","cause i'm","all","just a","and the","i","even though","not fine at","fine at all","cause i'm not","i'm not fine","at all","the way it","i remember the","was it just","it just a","just a lie?",68,7,26,65,0,35,7,36,32,0,41,0,9,1.476923076923077,mid2010s,top20
"An American Dream",239.0,0.42677824267782427,"we","the","i","momma","go","to","can","this","as","your","we can","i think","think jamaican","jamaican in","in the","the moonlight","moonlight sandy","sandy beaches","beaches drinkin","drinkin rum","think jamaican in","jamaican in the","in the moonlight","the moonlight sandy","moonlight sandy beaches","sandy beaches drinkin","beaches drinkin rum","drinkin rum every","rum every night","every night we",37,6,11,28,0,86,6,14,9,0,39,0,3,-6.857142857142858,early1980s,top20
"An Innocent Man",384.0,0.4583333333333333,"i","a","the","to","some","people","they","of","not","am","some people","i am","an innocent","innocent man","am an","i'm not","not above","i know","i can","know you're","an innocent man","i am an","am an innocent","i'm not above","i know you're","but i'm not","innocent man i","man i am","innocent man oh","man oh yes",79,9,22,50,0,60,11,47,34,6,63,0,3,0.36,mid1980s,top10
"Anaconda",627.0,0.2966507177033493,"my","look","at","he","don't","anaconda","the","butt","her","in","look at","anaconda don't","my anaconda","at her","her butt","don't my","oh my","my gosh","gosh look","at look","my anaconda don't","look at her","at her butt","anaconda don't my","don't my anaconda","oh my gosh","my gosh look","gosh look at","look at look","at look at",107,12,27,129,0,173,6,76,39,6,47,0,5,10.666666666666668,mid2010s,top10
"And I'm Telling You I'm Not Going",289.0,0.30103806228373703,"no","you","i'm","way","and","not","there's","love","me","the","no no","no way","i'm not","love me","livin without","without you","there's no","you i'm","and you","not livin","no no no","there's no way","livin without you","you i'm not","not livin without","i'm not livin","no no way","love me love","me love me","you're gonna love",53,13,22,39,0,61,1,25,36,0,37,0,2,2.9230769230769234,early1980s,top30
"And Our Feelings",331.0,0.3202416918429003,"we","just","feelings","and","from","our","know","don't","aren't","anymore","don't know","and our","our feelings","feelings just","just aren't","aren't feelings","feelings anymore","anymore they're","they're just","just words","and our feelings","our feelings just","feelings just aren't","just aren't feelings","aren't feelings anymore","feelings anymore they're","anymore they're just","they're just words","don't know and","know and our",64,13,3,48,0,65,5,35,66,0,20,0,12,-34.41666666666667,mid1990s,top30
"And So It Goes",187.0,0.4919786096256685,"and","you","so","i","it","to","goes","my","the","a","and so","so it","it goes","goes and","you can","so i","with you","my silence","and you","can have","and so it","so it goes","it goes and","goes and so","and you can","you can have","can have this","have this heart","this heart to","heart to break",36,17,9,29,1,25,6,20,12,0,29,0,3,2.2413793103448274,early1990s,top40
"And The Beat Goes On",177.0,0.4915254237288136,"on","the","and","beat","goes","like","just","my","to","there'll","the beat","beat goes","goes on","and the","just like","on and","like my","my love","love everlasting","everlasting and","the beat goes","beat goes on","and the beat","goes on just","on just like","just like my","like my love","my love everlasting","love everlasting and","everlasting and the",33,10,13,13,0,36,3,28,19,0,21,0,1,3.230769230769231,early1980s,top20
"And We Danced",296.0,0.3344594594594595,"and","danced","we","the","a","on","was","to","she","away","danced and","and danced","we danced","and we","danced like","like a","a wave","wave on","on the","the ocean","danced and danced","and danced and","and we danced","we danced and","danced and we","a wave on","wave on the","on the ocean","the ocean romanced","ocean romanced we",75,40,7,38,0,50,5,36,11,0,31,0,3,-21.710526315789476,mid1980s,top30
"Angel",18.0,1.0,"our","agreement","does","not","allow","us","to","display","these","lyrics","danced our","licensing agreement","agreement does","does not","not allow","allow us","us to","to display","display these","these lyrics","and danced our","our licensing agreement","licensing agreement does","agreement does not","does not allow","not allow us","allow us to","us to display","to display these","display these lyrics",4,0,0,2,0,5,1,2,1,0,3,0,0,-1.5,late1980s,top10
"Angel",379.0,0.287598944591029,"me","send","an","angel","my","i","god","to","you","from","an angel","send me","me an","god send","angel to","all i","is cry","my eyes","angel from","angel send","send me an","me an angel","god send me","an angel to","an angel from","an angel send","do is cry","wipe the tears","the tears from","tears from my",75,11,4,72,1,90,14,39,12,3,56,0,2,27.77777777777778,early2000s,top20
"Angel",177.0,0.3728813559322034,"i","you","to","the","me","let","go","a","but","shines","won't let","let me","me go","the truth","face the","want to","and baby","baby i","i i've","i've tried","won't let me","let me go","face the truth","and baby i","baby i i've","i i've tried","i've tried to","tried to forget","to forget you","forget you but",45,8,3,27,0,36,9,15,11,3,20,0,0,6.000000000000001,early1990s,top20
"Angel",262.0,0.29389312977099236,"an","angel","you're","ooh","i","in","you","and","can","see","an angel","you're an","ooh you're","angel ooh","i can","can see","see it","it in","in your","your eyes","you're an angel","ooh you're an","an angel ooh","angel ooh you're","i can see","can see it","see it in","it in your","in your eyes","an angel in",34,7,5,50,0,59,1,45,9,0,49,0,3,0.76,mid1980s,top10
"Angel",227.0,0.4713656387665198,"the","you","of","and","from","that","in","some","arms","angel","of the","in the","the arms","arms of","the angel","that you","find some","you're in","angel may","may you","in the arms","the arms of","arms of the","of the angel","you're in the","the angel may","angel may you","may you find","you find some","find some comfort",32,7,19,22,1,49,3,33,17,2,40,0,2,2.1818181818181817,late1990s,top10
"Angel",440.0,0.2727272727272727,"my","you're","angel","you","girl","me","when","darling","the","i","you're my","my angel","angel you're","my darling","darling angel","girl you're","to me","you are","angel closer","closer than","you're my angel","my angel you're","angel you're my","you're my darling","my darling angel","girl you're my","darling angel closer","angel closer than","closer than my","than my peeps",63,10,30,84,2,121,8,52,27,0,30,0,13,31.73809523809524,early2000s,top10
"Angel Baby",178.0,0.4606741573033708,"i","you","angel","love","baby","my","like","oooh","do","heaven","love you","angel baby","i love","you i","my angel","baby my","i do","oooh oooh","me my","it's just","i love you","love you i","angel baby my","baby my angel","my angel baby","it's just like","just like heaven","like heaven being","heaven being with","being with you",30,3,6,45,1,38,2,26,13,0,12,0,2,1.2000000000000002,early1990s,top30
"Angel Eyes",277.0,0.3140794223826715,"a","little","bit","of","in","angel","her","devil","eyes","there’s","a little","little bit","bit of","of devil","devil in","angel eyes","there’s a","in her","her angel","eyes she’s","a little bit","little bit of","bit of devil","of devil in","there’s a little","devil in her","in her angel","her angel eyes","angel eyes she’s","eyes she’s a",23,2,27,21,0,94,1,46,12,1,48,0,2,0.2857142857142858,early2010s,top40
"Angel Eyes",227.0,0.47577092511013214,"i","did","you","what","me","to","your","the","tonight","ever","did i","what did","so tonight","tonight i'll","i'll ask","ask the","the stars","stars above","above how","how did","what did i","so tonight i'll","tonight i'll ask","i'll ask the","ask the stars","the stars above","stars above how","above how did","how did i","did i ever",46,3,8,41,3,45,6,21,25,0,19,0,10,3.5121951219512195,late1980s,top10
"Angel In Blue",202.0,0.5544554455445545,"she","angel","in","her","and","blue","i","had","of","they","angel in","in blue","i thought","blue angel","she'd been","as she","blue and","they had","and she","she never","angel in blue","in blue angel","blue angel in","and she never","she never had","never had dreams","had dreams so","dreams so they","so they never","they never came",36,8,13,30,0,46,1,31,16,0,20,0,1,0.3999999999999999,early1980s,top40
"Angel Of Harlem",219.0,0.4885844748858447,"angel","the","yeah","of","harlem","a","like","an","love","and","angel of","of harlem","yeah yeah","harlem angel","an angel","like a","angel angel","all right","won't let","let me","angel of harlem","of harlem angel","yeah yeah yeah","harlem angel angel","angel angel of","won't let me","let me go","me go so","go so long","so long angel",24,5,10,15,1,96,4,28,5,0,30,0,1,0.9333333333333333,late1980s,top20
"Angel Of Mine",340.0,0.32941176470588235,"you","i","of","me","mine","angel","boy","love","my","i'm","angel of","of mine","right on","on time","when i","me love","you boy","into my","my life","you you","angel of mine","right on time","came into my","into my life","you showed me","showed me love","sent from above","for you boy","you boy you're","boy you're right",65,0,18,66,0,74,3,57,23,1,22,0,11,9.090909090909092,late1990s,top10
"Angel Of The Morning",214.0,0.38317757009345793,"me","the","angel","just","of","call","morning","to","my","you","of the","just call","call me","me angel","angel of","the morning","morning angel","angel just","just touch","touch my","just call me","call me angel","me angel of","angel of the","of the morning","the morning angel","morning angel just","angel just touch","just touch my","touch my cheek",39,2,7,32,0,52,6,24,29,0,21,0,2,11.0,early1980s,top10
"Angel Say No",248.0,0.3629032258064516,"no","you","angel","say","don't","i","know","you're","baby","want","no no","angel say","say no","don't you","baby don't","you know","want want","on your","your own","own angel","angel say no","no no no","say no no","baby don't you","want want want","better on your","on your own","your own angel","own angel say","no you're better",56,4,12,42,1,39,2,8,20,41,20,0,3,0.33333333333333337,early1980s,top40
"Angelia",201.0,0.48258706467661694,"you","to","angelia","where","running","now?","me","i","my","love","where you","you running","running to","to now?","angelia where","now? angelia","got to","our love","angelia got","that we","where you running","you running to","running to now?","angelia where you","to now? angelia","now? angelia got","angelia got to","got to make","to make you","make you turn",48,3,6,42,1,31,16,13,10,0,20,0,11,3.0,late1980s,top10
"Angry All The Time",327.0,0.38837920489296635,"i","you","the","to","a","have","don't","be","and","this","i don't","don't know","know why","to be","i can't","have a","and i","why you","you gotta","gotta be","i don't know","don't know why","know why you","why you gotta","you gotta be","gotta be angry","be angry all","angry all the","all the time","have a thing",80,9,17,43,3,47,11,38,22,0,44,0,13,0.0,early2000s,top40
"Animal",289.0,0.3044982698961938,"i","and","need","animal","want","lust","your","a","oh","the","and i","i need","i want","i lust","want and","need and","lust animal","animal and","need your","whoa oh","and i want","and i need","and i lust","i want and","want and i","need and i","i need and","i lust animal","animal and i","lust animal and",56,31,16,61,0,63,2,20,6,6,28,0,0,0.39344262295081966,late1980s,top20
"Animal",312.0,0.27884615384615385,"oh","i","you","are","what","waiting","for?","want","tonight","we","oh oh","what are","are you","you waiting","waiting for?","i want","here we","oh i","want some","some more","what are you","are you waiting","you waiting for?","oh oh i","oh i want","i want some","want some more","some more oh","more oh oh","oh oh what",73,6,17,54,0,31,7,31,35,12,33,0,13,-2.7777777777777777,early2010s,top20
"Animal Instinct",277.0,0.3862815884476534,"the","instinct","","animal","tonight","your","i","in","me","-","","instinct instinct","animal instinct","instinct -","oh baby","baby let's","let's set","set the","the beast","beast free","instinct instinct instinct","animal instinct -","- oh baby","oh baby let's","baby let's set","let's set the","set the beast","the beast free","beast free tonight","",45,0,22,29,0,73,5,21,16,10,56,0,0,1.7241379310344829,mid1980s,top50
"Animals",307.0,0.3355048859934853,"you","yeah","can","like","me","animals","that","but","the","i","you can","yeah yeah","you can't","can pretend","just like","like animals","like animals-mals","lie-lie-lie-lie you","can't deny-ny-ny-ny","beast inside-side-side-side","you can pretend","just like animals","lie-lie-lie-lie you can't","you can't deny-ny-ny-ny","beast inside-side-side-side yeah","inside-side-side-side yeah yeah","yeah yeah yeah","when i'm inside","i'm inside you","like animals animals",58,7,9,55,0,56,4,37,23,0,51,0,7,3.945454545454546,mid2010s,top10
"Animals",8.0,0.5,"we're","the","animals","fuckin","fuckin","fuckin","fuckin","fuckin","fuckin","fuckin","we're the","the fuckin","fuckin animals","animals we're","yeah we're","yeah we're","yeah we're","yeah we're","yeah we're","yeah we're","we're the fuckin","the fuckin animals","yeah yeah we're","fuckin animals we're","animals we're the","yeah we're the","yeah we're the","yeah we're the","yeah we're the","yeah we're the",0,0,2,0,0,2,0,2,0,0,2,0,0,NaN,mid2010s,top30
"Anniversary",290.0,0.33448275862068966,"our","you","anniversary","it's","today","and","is","know","do","me","it's our","our anniversary","today is","do you","you know","know what","what today","is it's","for you","anniversary anniversary","it's our anniversary","do you know","you know what","know what today","what today is","today is it's","is it's our","our anniversary anniversary","you and me","anniversary it's our",60,12,12,65,0,71,5,31,7,0,19,0,8,-16.599999999999998,early1990s,top10
"Anonymous",642.0,0.2102803738317757,"i","gotta","you","your","know","name","wanna","be","anonymous","a","your name","i gotta","gotta know","know i","name your","i wanna","why you","you gotta","gotta be","be anonymous?","i gotta know","know i gotta","your name your","name your name","gotta know i","why you gotta","you gotta be","gotta be anonymous?","i wanna know","know your name",178,5,12,155,5,130,5,49,31,1,41,0,30,3.7161290322580647,late2000s,top50
"Another Brick In The Wall",52.0,0.5769230769230769,"all","in","the","a","just","for","me?","what","leave","you","in the","for me?","just a","you leave","all it","it was","the wall","a memory","memory a","a snapshot","all it was","in the wall","flown across the","across the ocean","the ocean leaving","ocean leaving just","leaving just a","just a memory","a memory a","memory a snapshot",6,1,0,4,0,13,0,9,5,0,12,0,2,0.0,early1980s,top10
"Another Day In Paradise",303.0,0.2739273927392739,"you","just","it's","for","and","another","day","me","in","paradise","another day","day for","for you","you and","and me","in paradise","it's just","me in","just another","twice it's","another day for","you and me","day for you","just another day","it's just another","and me in","me in paradise","for you and","think twice it's","twice it's just",40,15,4,54,0,47,5,47,45,3,43,0,0,6.981481481481481,early1990s,top10
"Another Dumb Blonde",350.0,0.31142857142857144,"you","that's","i","it's","alright","me","to","never","okay","no","that's alright","alright that's","that's okay","you never","i think","it's time","it's alright","never loved","think it's","time for","that's alright that's","alright that's okay","i think it's","think it's time","it's time for","time for you","for you to","never loved me","you never loved","that's okay you",66,11,19,72,0,43,11,44,44,2,36,0,2,7.388888888888889,early2000s,top30
"Another Lover",157.0,0.5987261146496815,"the","world","you","need","another","lover","don't","a","we","just","the world","world don't","don't need","need another","another lover","our love's","we two","now it's","it's got","just we","the world don't","world don't need","don't need another","need another lover","just we two","now it's got","chorus girl our","girl our love's","our love's invincible","i've had a",20,4,11,21,4,36,2,14,18,0,25,1,1,-5.523809523809524,late1980s,top20
"Another Night",338.0,0.34911242603550297,"i","another","night","it","you","my","be","the","is","without","another night","night another","night i","i can","night without","won't be","i won't","it i'll","i know","oh yes","another night another","night another night","another night without","another night i","i won't be","night without you","without you another","you another night","night i know","i know i",69,7,12,69,0,59,5,31,29,6,48,0,3,2.4782608695652173,mid1980s,top30
"Another Night",430.0,0.15813953488372093,"night","another","you","in","the","love","i","dream","of","talk","of love","the night","another night","in the","night another","another dream","i talk","vision of","dream but","but always","in the night","another night another","night another dream","vision of love","another dream but","dream but always","but always you","you in the","dream of love","of love so",64,9,22,60,0,92,15,64,39,0,56,0,9,3.6166666666666663,mid1990s,top10
"Another One Bites The Dust",18.0,1.0,"our","agreement","does","not","allow","us","to","display","these","lyrics","true our","licensing agreement","agreement does","does not","not allow","allow us","us to","to display","display these","these lyrics","so true our","our licensing agreement","licensing agreement does","agreement does not","does not allow","not allow us","allow us to","us to display","to display these","display these lyrics",4,0,0,2,0,5,1,2,1,0,3,0,0,-1.5,early1980s,top10
"Another Part Of Me",18.0,1.0,"our","agreement","does","not","allow","us","to","display","these","lyrics","inconvenience our","licensing agreement","agreement does","does not","not allow","allow us","us to","to display","display these","these lyrics","the inconvenience our","our licensing agreement","licensing agreement does","agreement does not","does not allow","not allow us","allow us to","us to display","to display these","display these lyrics",4,0,0,2,0,5,1,2,1,0,3,0,0,-1.5,late1980s,top20
"Another Sad Love Song",287.0,0.3797909407665505,"it's","sad","all","you","my","a","it","love","song","me","it's a","a sad","love song","sad love","i'm all","guess i'm","and it's","of you","just another","it's just","it's a sad","sad love song","guess i'm all","it's just another","a sad it's","sad it's a","song rackin my","rackin my brain","my brain like","brain like crazy",51,12,13,35,2,70,2,33,32,0,37,0,0,5.657142857142857,early1990s,top10
"Another Sleepless Night",174.0,0.41954022988505746,"the","as","me","another","sleepless","night","hold","but","you","love","another sleepless","sleepless night","hold me","it looks","looks like","like another","night oh","oh but","but darlin","darlin that's","another sleepless night","it looks like","looks like another","like another sleepless","sleepless night oh","night oh but","oh but darlin","but darlin that's","darlin that's alright","that's alright just",24,7,13,19,0,30,2,22,28,3,26,0,0,-1.368421052631579,early1980s,top50
"Answering Machine",324.0,0.3888888888888889,"i","and","to","you","the","i'm","have","this","my","she","you have","am hanging","hanging on","i am","to you","i'm so","so sorry","sorry you","have just","just reached","i am hanging","am hanging on","i'm so sorry","so sorry you","sorry you have","you have just","have just reached","just reached my","reached my answering","my answering machine",70,15,10,59,4,55,14,38,14,0,44,0,1,2.576271186440678,early1980s,top40
"Antidote",508.0,0.3484251968503937,"the","night","at","show","don't","you","that","a","","we","at the","the night","night show","show at","don't you","is all","all we","we know","through the","happen at","the night show","at the night","night show at","show at the","is all we","all we know","can happen at","happen at the","night show","don't you open",80,4,16,54,6,158,2,78,21,0,84,0,5,-2.7037037037037037,mid2010s,top30
"Any Day Now",178.0,0.42134831460674155,"you","will","any","day","now","no","be","then","my","to","any day","day now","no no","you won't","won't be","be around","let me","me down","now love","love will","any day now","no no no","you won't be","won't be around","will let me","let me down","now love will","love will let","day now love","have flown any",32,1,11,26,0,33,4,12,20,0,37,0,2,4.923076923076923,early1980s,top20
"Any Love",340.0,0.3323529411764706,"love","any","i","to","my","and","a","life","know","oh","any love","love any","and i","i know","my life","a love","love and","everyone needs","needs a","love no","any love any","love any love","any love and","everyone needs a","needs a love","a love no","love no doubt","no doubt any","doubt any love","without any love",62,15,18,39,0,86,16,28,12,1,59,0,4,9.743589743589743,late1980s,top50
"Any Man Of Mine/ Whose Bed Have Your Boots Been Under",375.0,0.36,"i","a","yeah","man","better","any","of","mine","the","be","yeah yeah","any man","man of","of mine","mine better","i like","like it","be a","a man","say yeah","yeah yeah yeah","any man of","man of mine","of mine better","i like it","say yeah yeah","yeah yeah i","yeah i like","like it that","it that way",65,9,19,54,2,109,2,30,24,0,48,0,13,3.5555555555555554,mid1990s,top40
"Any Time, Any Place/And On And On",246.0,0.3780487804878049,"i","no","don't","any","you","around","my","stop","wanna","care","i don't","no no","don't care","care who's","who's around","any time","any place","and any","place i","wanna stop","no no no","i don't care","don't care who's","care who's around","and any place","any place i","place i don't","don't wanna stop","wanna stop just","stop just because",56,5,5,43,0,49,1,29,17,1,34,0,6,1.0465116279069766,mid1990s,top10
"Any Way You Want It",218.0,0.21100917431192662,"you","it","way","any","want","she","oh","hold","the","need","way you","any way","you want","want it","you need","need it","it any","it that's","that's the","the way","any way you","way you want","you want it","you need it","need it any","it any way","want it that's","it that's the","that's the way","the way you",54,0,7,57,0,32,4,15,12,1,35,0,1,-3.1578947368421053,early1980s,top30
"Anyone Can See",142.0,0.39436619718309857,"anyone","you","can","i","to","see","tell","so","me","would","anyone can","can see","anyone anyone","can tell","you so","what you","you mean","mean to","to me","me anyone","anyone can see","anyone anyone anyone","see what you","what you mean","you mean to","mean to me","to me anyone","me anyone can","anyone can tell","for you so",32,2,2,29,0,23,7,9,13,2,19,0,4,2.206896551724138,early1980s,top50
"Anyone Else",282.0,0.4432624113475177,"anyone","you","else","and","the","gone","but","would've","on","a","anyone else","else would've","else anyone","but you","anyone but","been long","long gone","gone packed","packed it","it up","anyone else would've","anyone else anyone","anyone but you","else would've been","would've been long","been long gone","long gone packed","gone packed it","packed it up","it up and",47,18,24,30,0,74,5,26,28,0,25,0,5,-1.5,late1990s,top40
"Anything",491.0,0.2219959266802444,"you","i","anything","do","would","give","for","i'll","love","girl","i would","i'll give","would do","anything for","for you","do anything","give you","you love","you i","you want","i would do","anything for you","would do anything","give you love","i'll give you","do anything for","for you i","you i would","the things you","things you want",122,6,9,113,0,85,5,46,39,0,59,0,7,2.610619469026548,mid1990s,top20
"Anything",364.0,0.31868131868131866,"i","you","na","anything","the","have","can","all","of","me","na na","anything i","you can","can have","have anything","anything you","of me","all the","na you","all of","you can have","can have anything","have anything i","na na na","all of me","na na you","na you can","got all of","of me right","me right on",71,10,9,64,1,80,14,28,20,7,59,0,1,6.125,early2000s,top30
"Anything",180.0,0.2222222222222222,"you","to","for","do","my","is","anything","i","boy","all","for you","anything you","you wanna","wanna do","do i","i am","am gonna","gonna try","try to","to boy","anything you wanna","you wanna do","wanna do i","do i am","i am gonna","am gonna try","gonna try to","try to boy","to boy my","boy my body's",49,1,0,47,0,27,10,16,11,0,19,0,0,1.5957446808510638,mid1990s,top20
"Anything At All",138.0,0.5072463768115942,"you","at","all","anything","to","my","i","me","and","for","anything at","at all","do anything","all to","to have","have you","you here","here in","in my","my arms","anything at all","at all to","all to have","to have you","have you here","you here in","here in my","in my arms","my arms where","arms where you",33,7,8,27,0,22,5,17,7,1,9,0,2,5.333333333333333,early1990s,top50
"Anything But Down",237.0,0.459915611814346,"you","i","bring","don't","me","anything","but","and","down","your","you don't","don't bring","bring me","me anything","anything but","but down","you come","no you","down no","when you","you don't bring","don't bring me","bring me anything","me anything but","anything but down","but down no","down no you","no you don't","when you come","you come around",49,16,11,57,0,34,2,24,22,1,15,0,6,5.43859649122807,late1990s,top50
"Anything But Mine",281.0,0.43416370106761565,"the","i","and","to","in","of","her","you","but","that","and i","in the","that i","i don't","don't see","see how","how you","you could","could ever","ever be","i don't see","don't see how","see how you","how you could","you could ever","could ever be","ever be anything","be anything but","anything but mine","to cleveland so",41,17,7,44,0,62,9,34,28,0,35,0,4,1.8181818181818183,mid2000s,top50
"Anything Could Happen",322.0,0.2608695652173913,"i","could","anything","happen","the","to","you","know","we","need","anything could","could happen","happen anything","i know","know it's","it's going","going to","to be","be i","but i","anything could happen","could happen anything","happen anything could","i know it's","know it's going","it's going to","going to be","to be i","be i know","but i don't",100,8,0,62,2,58,14,21,11,1,44,0,1,-19.161290322580644,early2010s,top50
"Anything For You",256.0,0.40234375,"you","i","and","don't","that","to","for","but","anything","do","i don't","for you","anything for","that i","you that","do anything","care and","you but","you just","to say","anything for you","that i don't","do anything for","to say goodbye","i'd do anything","for you i'll","i can pretend","can pretend each","pretend each time","each time i",60,19,5,56,2,34,7,31,25,0,15,0,2,2.071428571428571,late1980s,top10
"Anything I Want",303.0,0.3465346534653465,"i","anything","can","want","do","me","from","say","you","on","i want","anything i","i can","can do","stop me","me from","from jammin","jammin on","you can't","do anything","anything i want","stop me from","me from jammin","from jammin on","i can do","can do anything","i say you","say you can't","you can't stop","can't stop me",76,6,5,73,0,51,6,37,9,0,34,0,6,4.438356164383562,early1990s,top30
"Anything Is Possible",306.0,0.33986928104575165,"anything","is","possible","it","you","your","mind","to","put","he","anything is","is possible","your mind","put your","mind to","to it","it anything","if you","you put","it's possible","anything is possible","put your mind","your mind to","mind to it","to it anything","it anything is","if you put","you put your","is possible anything","is possible if",61,2,30,67,0,66,11,24,18,0,22,0,5,3.2835820895522385,early1990s,top30
