@relation allSongsAllFieldsRankClass

@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
273,89,10,4,31-40
295,95,9,3,1-10
129,75,8,3,31-40
471,98,9,3,41-50
179,76,11,4,31-40
471,126,10,3,41-50
476,116,10,3,1-10
209,96,13,3,21-30
315,102,10,3,1-10
695,249,11,3,1-10
474,137,8,3,11-20
818,233,19,3,1-10
271,90,11,3,21-30
595,188,11,3,1-10
211,93,11,3,1-10
322,69,10,3,41-50
380,140,13,4,41-50
273,110,9,3,41-50
299,106,9,3,21-30
238,124,15,4,31-40
253,85,12,4,1-10
406,98,8,3,41-50
187,82,10,3,31-40
663,326,18,4,11-20
334,100,10,3,31-40
510,139,11,3,11-20
267,92,9,3,41-50
302,122,12,4,41-50
329,121,18,4,11-20
591,207,12,3,31-40
191,101,11,3,21-30
171,109,10,3,21-30
357,112,8,3,1-10
18,18,14,5,21-30
508,78,13,4,21-30
18,18,14,5,1-10
135,89,9,4,1-10
286,169,11,4,11-20
877,201,12,3,11-20
663,203,10,3,1-10
496,126,9,3,21-30
176,70,10,3,1-10
189,69,10,3,1-10
534,157,10,3,31-40
383,117,12,4,11-20
198,49,9,3,21-30
365,153,10,3,11-20
208,84,10,3,31-40
363,81,10,3,1-10
255,52,9,3,11-20
275,76,9,3,21-30
284,100,12,3,41-50
703,166,13,3,41-50
488,175,9,3,41-50
773,205,13,3,21-30
424,125,11,3,1-10
351,190,13,4,11-20
284,100,9,3,41-50
157,74,9,3,21-30
395,84,10,3,21-30
230,80,9,3,21-30
18,18,14,5,41-50
239,79,10,3,1-10
678,246,11,3,41-50
855,264,10,3,21-30
388,125,11,3,1-10
259,110,10,4,11-20
682,192,10,3,1-10
444,105,10,3,1-10
111,62,10,4,21-30
383,107,10,3,41-50
323,104,11,3,11-20
340,127,12,4,11-20
424,208,13,4,11-20
261,56,10,3,41-50
976,259,11,3,1-10
390,104,9,3,1-10
420,117,11,3,11-20
215,83,12,4,1-10
242,107,11,4,1-10
512,123,12,3,31-40
257,162,11,4,21-30
760,241,11,3,11-20
192,66,9,4,31-40
278,118,11,3,1-10
299,81,9,3,21-30
217,83,7,3,1-10
304,60,14,3,1-10
424,177,11,3,1-10
186,75,9,4,11-20
18,18,14,5,11-20
398,86,10,3,1-10
260,118,10,4,31-40
272,104,10,4,41-50
302,126,10,4,21-30
390,117,11,3,21-30
354,114,11,3,1-10
18,18,14,5,21-30
293,106,9,3,31-40
293,106,9,3,31-40
513,124,21,4,21-30
411,101,9,3,11-20
246,75,10,4,1-10
167,64,10,3,41-50
171,75,12,4,11-20
241,95,12,4,21-30
116,48,10,3,1-10
171,76,10,4,21-30
352,137,10,3,1-10
377,122,10,4,1-10
322,94,9,4,1-10
236,86,8,3,1-10
141,80,10,3,41-50
230,57,10,4,31-40
461,176,11,3,11-20
337,125,9,3,41-50
180,76,10,4,11-20
328,117,11,4,1-10
278,95,9,3,21-30
519,114,12,3,1-10
207,118,10,3,11-20
299,89,10,4,1-10
418,118,20,3,41-50
248,78,8,3,31-40
230,103,9,4,21-30
384,193,12,3,21-30
226,105,16,4,11-20
24,20,7,3,41-50
507,251,13,3,41-50
217,47,9,3,31-40
230,109,13,4,1-10
335,47,10,3,21-30
383,91,9,3,1-10
214,85,11,4,31-40
307,140,9,3,21-30
324,109,13,3,41-50
324,109,13,3,31-40
312,126,10,4,21-30
316,123,10,4,31-40
261,72,78,4,21-30
126,61,9,4,1-10
454,213,12,3,41-50
369,189,10,3,1-10
288,81,10,3,41-50
290,105,10,4,1-10
144,61,11,4,41-50
401,131,11,3,21-30
401,131,11,3,41-50
345,86,10,3,21-30
248,100,12,3,31-40
389,227,13,3,41-50
291,109,11,3,1-10
240,99,10,4,11-20
110,39,10,4,41-50
228,98,10,4,21-30
391,111,11,3,31-40
318,115,11,4,41-50
252,86,10,3,41-50
265,81,10,3,41-50
168,69,10,4,1-10
168,69,10,4,21-30
309,102,11,4,41-50
127,78,10,4,11-20
344,122,9,3,31-40
621,271,13,3,21-30
156,74,9,3,1-10
156,74,9,3,21-30
352,102,10,3,21-30
273,83,10,3,1-10
346,103,11,3,1-10
435,136,10,4,1-10
401,166,10,4,41-50
792,214,14,3,1-10
255,108,11,4,21-30
256,61,9,3,11-20
261,90,11,3,11-20
715,230,13,3,1-10
298,127,16,3,21-30
328,111,34,4,31-40
339,117,10,4,21-30
200,73,8,3,11-20
319,151,10,4,11-20
213,141,9,4,41-50
689,225,11,4,21-30
252,120,12,4,41-50
618,181,32,4,21-30
518,144,18,4,1-10
78,24,8,3,21-30
519,162,12,3,31-40
519,162,12,3,41-50
347,161,25,3,31-40
295,96,11,4,31-40
292,84,11,4,41-50
365,130,10,4,11-20
411,146,11,3,1-10
413,114,9,3,1-10
292,127,9,3,41-50
314,115,11,3,1-10
90,47,18,4,31-40
372,114,12,3,21-30
282,118,9,3,31-40
256,105,11,4,31-40
483,89,10,3,11-20
245,88,11,3,1-10
209,95,14,3,41-50
18,18,14,5,11-20
347,161,25,3,21-30
753,204,12,3,1-10
477,174,13,4,41-50
327,105,12,3,21-30
390,113,10,3,41-50
313,153,13,4,11-20
552,240,14,4,41-50
552,240,14,4,41-50
203,102,10,3,11-20
817,210,20,4,41-50
363,128,10,3,1-10
355,107,19,4,21-30
121,73,11,3,21-30
270,84,9,4,41-50
347,52,9,4,1-10
263,92,9,4,41-50
306,95,10,3,1-10
255,112,9,3,31-40
120,50,8,3,1-10
218,77,9,3,41-50
142,41,9,3,21-30
641,216,15,4,1-10
379,110,8,3,31-40
18,18,14,5,21-30
463,149,17,3,41-50
287,144,13,4,21-30
506,149,12,4,41-50
237,97,10,4,41-50
343,112,11,3,11-20
449,159,11,3,21-30
254,126,18,3,1-10
264,83,8,3,1-10
308,80,10,4,31-40
324,98,17,4,21-30
479,26,10,3,31-40
506,133,10,4,1-10
218,108,9,4,31-40
237,106,10,3,11-20
329,112,12,4,41-50
18,18,14,5,1-10
259,76,7,3,21-30
300,77,13,3,11-20
326,121,8,3,21-30
341,121,9,3,41-50
172,90,10,3,1-10
159,76,10,3,1-10
355,128,8,3,31-40
284,122,10,3,1-10
709,302,10,3,11-20
223,80,12,3,31-40
285,80,11,4,21-30
271,94,13,3,11-20
468,105,10,3,21-30
468,105,10,3,31-40
131,67,23,3,11-20
251,76,9,4,1-10
170,66,10,3,1-10
232,96,9,3,41-50
391,141,18,3,21-30
357,124,9,4,21-30
240,73,12,3,31-40
754,309,12,4,41-50
156,46,8,3,1-10
253,84,9,3,11-20
255,116,13,3,1-10
118,75,9,3,21-30
356,167,17,4,31-40
192,90,13,4,31-40
18,18,14,5,31-40
289,73,9,3,1-10
325,72,7,3,1-10
286,98,11,3,11-20
792,171,9,3,1-10
185,84,11,4,1-10
365,167,14,3,1-10
252,97,9,3,41-50
416,95,9,3,11-20
201,50,10,3,31-40
620,209,15,4,41-50
233,99,11,3,1-10
162,67,11,3,1-10
783,330,18,4,11-20
555,263,11,4,11-20
243,146,11,3,21-30
239,97,10,4,41-50
231,101,11,3,21-30
625,219,13,3,21-30
140,82,18,3,21-30
114,58,8,4,11-20
492,132,12,3,31-40
325,134,10,3,41-50
217,81,12,4,11-20
371,104,9,4,1-10
491,172,10,4,21-30
156,72,11,4,41-50
144,89,11,3,31-40
573,96,13,4,1-10
267,100,14,4,31-40
611,168,11,3,31-40
318,103,9,3,1-10
358,159,18,3,41-50
397,118,8,3,11-20
165,112,9,3,11-20
145,71,10,3,41-50
215,101,16,4,1-10
197,68,11,3,21-30
286,51,8,3,41-50
370,127,10,3,11-20
356,92,13,4,31-40
364,110,8,3,1-10
685,304,13,4,31-40
18,18,14,5,1-10
171,85,9,3,31-40
557,201,15,3,31-40
248,99,9,4,41-50
477,108,12,3,1-10
232,60,9,4,11-20
341,170,12,4,11-20
275,96,10,3,21-30
439,229,14,4,1-10
219,89,10,3,41-50
305,82,12,4,41-50
164,81,9,4,41-50
220,87,11,4,21-30
470,114,10,3,1-10
287,129,10,4,21-30
457,152,12,3,41-50
209,88,9,3,1-10
691,293,11,4,21-30
337,103,10,3,11-20
148,93,14,4,1-10
316,93,12,4,1-10
307,118,10,4,41-50
343,161,10,3,31-40
343,161,10,3,41-50
374,120,11,3,21-30
609,116,10,3,1-10
175,73,10,3,1-10
205,78,10,4,11-20
901,174,10,4,1-10
375,94,10,4,1-10
426,66,10,3,21-30
254,116,10,4,31-40
334,106,13,4,1-10
514,117,10,4,11-20
502,135,10,3,41-50
186,75,8,3,1-10
277,86,10,3,1-10
308,147,14,3,31-40
785,275,10,3,11-20
784,246,11,4,21-30
254,96,10,3,31-40
323,115,18,4,41-50
182,47,8,4,21-30
426,124,10,3,11-20
403,100,11,4,1-10
361,123,10,3,1-10
809,318,13,3,11-20
183,88,11,4,1-10
219,93,11,3,11-20
444,86,10,3,21-30
157,51,13,4,1-10
319,140,11,3,31-40
454,127,11,3,11-20
562,145,12,3,1-10
682,173,10,4,1-10
437,110,10,3,1-10
696,232,13,3,11-20
271,100,13,4,21-30
451,97,12,3,31-40
311,109,14,4,31-40
482,256,12,4,21-30
222,86,12,4,1-10
426,90,9,4,1-10
220,86,12,4,1-10
496,209,12,3,1-10
214,95,11,3,1-10
182,83,12,3,1-10
60,35,11,3,1-10
761,239,11,3,1-10
475,139,9,3,1-10
734,259,12,4,31-40
315,126,11,4,31-40
18,18,14,5,1-10
288,113,10,4,21-30
175,73,12,4,41-50
564,263,13,4,1-10
263,110,11,4,31-40
389,153,10,3,31-40
301,96,15,4,31-40
301,96,15,4,1-10
534,136,14,3,31-40
294,102,10,3,41-50
253,104,13,3,31-40
266,68,10,3,1-10
215,90,10,3,31-40
194,86,13,3,1-10
246,113,11,4,21-30
336,96,11,3,21-30
582,177,10,3,1-10
470,172,12,4,1-10
606,187,12,3,1-10
245,107,13,4,11-20
405,111,11,4,41-50
632,280,16,4,31-40
950,272,13,3,11-20
360,130,12,3,21-30
225,99,10,3,11-20
213,81,12,4,41-50
594,227,14,4,21-30
665,245,15,4,1-10
274,109,11,4,21-30
342,93,14,4,31-40
506,161,12,3,1-10
453,191,15,3,11-20
195,112,8,3,21-30
408,124,10,3,31-40
181,96,9,4,1-10
784,311,16,3,11-20
624,132,12,4,1-10
222,73,18,4,1-10
152,59,27,4,11-20
967,274,17,4,1-10
967,274,17,4,31-40
395,111,11,3,11-20
477,212,11,3,41-50
466,92,9,3,11-20
350,133,10,3,11-20
350,133,10,3,11-20
239,119,10,3,41-50
242,98,9,4,11-20
77,47,8,4,31-40
253,79,10,3,1-10
329,101,8,3,1-10
233,120,10,3,1-10
279,86,10,4,11-20
286,39,11,3,1-10
185,110,9,4,1-10
418,101,9,3,11-20
220,69,8,3,1-10
163,82,9,3,11-20
163,82,9,3,1-10
458,205,12,3,21-30
340,85,10,4,11-20
222,129,11,4,31-40
191,82,10,3,21-30
363,130,10,4,21-30
382,95,11,3,21-30
120,64,13,3,21-30
375,122,9,3,31-40
706,204,10,4,11-20
113,78,10,3,1-10
346,91,8,4,11-20
838,273,11,4,11-20
670,113,11,3,41-50
722,168,10,3,21-30
722,168,10,3,1-10
322,155,24,4,11-20
225,95,16,4,41-50
547,179,12,3,1-10
150,74,10,4,41-50
195,81,11,3,31-40
18,18,14,5,11-20
236,107,10,3,31-40
493,163,13,3,31-40
321,88,12,4,21-30
382,148,23,3,31-40
183,88,9,3,1-10
371,136,15,4,21-30
286,109,12,4,41-50
391,108,11,4,1-10
278,104,12,4,1-10
205,54,10,3,11-20
189,121,10,3,11-20
202,54,9,4,11-20
365,105,16,3,41-50
560,155,11,4,21-30
394,169,10,3,1-10
234,70,10,4,1-10
193,66,8,3,21-30
274,89,8,3,1-10
435,107,10,4,1-10
304,92,12,3,1-10
747,270,17,3,41-50
500,199,18,3,31-40
401,129,8,3,41-50
291,106,10,3,11-20
355,91,9,3,1-10
269,89,12,4,1-10
668,113,11,3,11-20
271,91,10,4,11-20
449,152,11,3,1-10
148,75,11,3,11-20
221,80,10,3,21-30
183,71,12,4,1-10
167,65,12,4,11-20
442,129,18,3,11-20
499,162,11,4,11-20
189,64,9,3,1-10
374,110,9,3,41-50
316,115,14,3,21-30
393,112,10,3,41-50
206,92,11,4,11-20
398,113,10,3,21-30
380,95,18,3,41-50
418,110,11,3,21-30
18,17,14,5,1-10
658,84,7,3,1-10
409,143,12,3,11-20
302,86,12,3,31-40
539,174,11,3,11-20
189,83,8,4,41-50
507,182,10,3,31-40
241,123,13,3,1-10
223,79,9,3,1-10
192,74,10,3,11-20
314,134,10,3,31-40
359,111,11,3,41-50
320,85,10,3,21-30
320,85,10,3,31-40
298,122,10,4,1-10
406,104,10,3,41-50
521,98,8,3,41-50
416,92,10,3,11-20
341,64,10,3,1-10
467,108,9,3,21-30
269,119,9,4,41-50
693,165,12,4,31-40
479,225,20,4,41-50
479,225,20,4,41-50
204,79,10,4,11-20
333,114,11,3,41-50
429,125,10,4,1-10
258,110,11,3,31-40
729,189,11,3,1-10
514,211,13,3,21-30
18,18,14,5,21-30
328,137,10,3,1-10
288,130,10,3,11-20
262,96,10,3,31-40
163,59,8,3,1-10
383,117,10,3,1-10
377,113,10,3,1-10
296,116,13,4,1-10
608,133,12,4,21-30
554,132,12,4,1-10
309,98,9,3,31-40
405,152,13,4,1-10
185,45,8,3,21-30
161,75,10,3,1-10
298,86,9,3,1-10
731,190,17,3,41-50
323,107,13,3,11-20
329,113,11,3,1-10
482,93,11,3,41-50
729,267,10,3,21-30
422,162,10,4,41-50
241,103,9,3,1-10
116,62,8,3,31-40
355,80,9,4,31-40
216,74,8,3,41-50
316,108,10,3,1-10
485,120,12,3,31-40
766,197,18,3,31-40
406,133,10,3,1-10
682,159,11,3,1-10
265,86,10,3,31-40
254,109,9,4,41-50
232,115,10,4,1-10
311,111,18,4,41-50
528,96,9,4,31-40
241,110,9,4,21-30
256,111,11,4,21-30
203,103,13,3,41-50
139,67,9,4,1-10
362,98,9,3,11-20
110,64,16,4,31-40
204,113,10,4,21-30
406,186,12,4,1-10
213,75,10,3,21-30
525,251,13,4,41-50
212,112,11,4,31-40
792,229,11,4,1-10
327,122,11,4,1-10
178,80,15,4,11-20
388,86,12,3,21-30
246,99,9,3,1-10
336,137,10,3,31-40
357,126,14,3,11-20
368,130,11,4,1-10
686,205,15,3,41-50
374,150,13,4,11-20
18,18,14,5,1-10
244,130,11,4,21-30
352,115,23,4,21-30
220,88,9,3,41-50
239,81,10,3,11-20
222,111,11,3,11-20
426,234,13,4,41-50
266,83,10,4,21-30
397,102,8,3,1-10
1332,478,13,3,11-20
172,72,9,4,21-30
248,128,9,3,11-20
343,103,10,3,31-40
715,220,10,3,21-30
698,228,10,4,11-20
381,130,14,3,21-30
169,82,12,4,11-20
310,88,10,3,1-10
324,91,7,3,1-10
272,86,9,3,11-20
154,80,9,3,1-10
273,84,9,4,31-40
247,85,8,3,11-20
263,111,10,4,11-20
305,106,11,3,1-10
305,106,11,3,1-10
335,92,10,4,31-40
247,85,8,3,21-30
306,144,14,3,41-50
356,125,11,4,21-30
356,125,11,4,11-20
224,112,13,3,31-40
178,98,10,4,21-30
379,100,12,4,11-20
316,114,12,3,41-50
754,179,15,3,31-40
254,96,14,4,31-40
346,92,10,3,1-10
134,70,12,4,11-20
258,143,11,3,21-30
197,88,9,4,31-40
517,193,13,4,11-20
329,133,10,3,11-20
390,111,14,3,31-40
316,96,10,3,11-20
288,132,9,3,31-40
224,99,9,3,1-10
53,33,8,4,1-10
214,92,11,4,41-50
344,141,12,4,31-40
156,51,8,3,31-40
458,130,11,3,41-50
80,7,7,4,41-50
645,268,13,3,41-50
331,76,10,3,31-40
530,107,13,4,31-40
533,214,34,4,11-20
389,173,13,3,1-10
191,112,11,3,11-20
308,119,10,3,1-10
306,118,10,3,11-20
268,82,15,3,11-20
668,163,18,3,31-40
81,51,8,4,11-20
404,71,13,3,21-30
297,121,11,3,21-30
338,168,13,3,31-40
282,159,11,3,41-50
190,97,10,4,11-20
135,94,10,4,41-50
241,81,14,4,31-40
184,93,9,3,11-20
217,98,10,4,1-10
217,46,9,4,31-40
300,106,10,3,11-20
190,89,12,3,31-40
111,55,11,4,11-20
326,106,11,3,41-50
267,83,22,4,11-20
180,87,9,4,31-40
56,45,8,3,11-20
279,88,10,4,21-30
429,202,15,4,41-50
242,81,11,3,41-50
256,96,12,3,1-10
240,111,80,4,31-40
226,93,9,3,11-20
449,95,10,3,21-30
263,85,9,3,1-10
420,138,10,3,1-10
311,141,11,3,1-10
175,59,11,4,41-50
477,186,12,3,21-30
148,62,10,4,1-10
376,106,10,3,1-10
488,117,14,4,41-50
248,58,8,3,11-20
198,107,9,3,31-40
569,117,12,3,1-10
219,87,9,3,1-10
301,94,11,3,1-10
235,115,37,6,1-10
197,104,15,3,1-10
179,62,11,4,31-40
179,62,11,4,11-20
321,89,8,3,1-10
594,297,14,4,41-50
330,100,10,3,21-30
332,127,10,3,1-10
350,119,9,4,1-10
371,197,9,3,21-30
212,70,13,4,1-10
250,98,10,4,21-30
252,100,10,4,21-30
293,83,11,3,31-40
262,55,8,3,11-20
403,122,10,3,1-10
223,112,10,4,1-10
424,168,14,4,21-30
353,155,14,4,1-10
286,61,10,3,1-10
453,124,13,3,1-10
181,52,11,3,11-20
298,128,10,3,21-30
712,288,16,3,11-20
264,132,13,4,21-30
366,68,10,4,41-50
667,276,11,4,11-20
140,92,11,4,31-40
247,93,10,3,1-10
242,92,8,3,11-20
336,103,11,3,31-40
183,95,13,4,21-30
159,83,10,3,31-40
386,142,9,4,21-30
391,123,10,3,1-10
486,208,11,3,31-40
594,260,13,3,41-50
227,127,13,3,31-40
298,132,13,3,1-10
201,88,12,3,1-10
270,115,18,3,31-40
249,107,10,3,1-10
263,124,11,3,11-20
350,77,10,3,1-10
354,129,12,4,11-20
410,114,11,3,21-30
185,115,13,4,31-40
551,99,11,3,1-10
326,96,9,3,11-20
260,116,10,3,1-10
257,109,9,3,41-50
265,80,18,4,21-30
242,74,11,4,1-10
625,267,21,4,1-10
173,70,9,3,41-50
204,106,11,3,41-50
283,101,10,3,1-10
595,233,16,4,41-50
411,120,12,4,1-10
408,231,13,4,11-20
242,108,10,4,11-20
242,108,10,4,21-30
242,108,10,4,11-20
401,207,13,3,21-30
203,77,10,3,1-10
358,116,9,4,41-50
229,119,11,3,31-40
339,148,10,3,31-40
266,91,11,3,1-10
158,63,16,3,1-10
199,94,9,4,11-20
342,86,9,3,21-30
243,94,8,4,1-10
180,80,8,3,31-40
181,107,12,3,1-10
334,71,11,3,1-10
154,28,8,3,1-10
325,113,9,3,1-10
318,82,11,3,1-10
122,69,8,3,21-30
203,95,14,4,11-20
262,115,11,4,21-30
258,114,11,3,21-30
213,124,12,3,31-40
282,76,10,3,11-20
18,18,14,5,21-30
158,94,10,3,11-20
371,144,12,3,21-30
308,124,8,3,1-10
669,260,11,3,21-30
187,44,10,3,31-40
151,8,7,4,41-50
305,95,11,3,31-40
291,128,12,4,11-20
194,72,11,4,21-30
562,107,10,4,1-10
155,64,11,3,11-20
220,103,10,3,1-10
299,106,9,3,1-10
461,106,10,3,31-40
160,67,13,4,21-30
353,77,9,3,11-20
394,67,10,3,1-10
500,217,24,4,1-10
174,91,10,3,21-30
1007,347,13,4,1-10
231,72,9,3,1-10
190,104,10,4,1-10
171,78,8,3,11-20
321,154,9,3,31-40
398,102,11,3,11-20
346,122,11,3,41-50
327,80,13,3,21-30
331,105,10,4,31-40
297,118,9,3,1-10
144,77,8,3,1-10
303,88,11,3,1-10
229,97,10,3,31-40
122,62,9,3,1-10
281,133,10,3,1-10
448,117,11,3,31-40
336,136,13,4,41-50
1,1,12,12,21-30
317,65,9,3,31-40
675,213,11,3,1-10
275,75,13,3,1-10
173,72,9,3,31-40
223,77,10,3,31-40
319,124,13,3,31-40
291,131,9,4,21-30
81,62,10,4,1-10
460,159,17,3,41-50
200,112,14,4,11-20
189,64,9,3,11-20
716,270,13,3,41-50
443,122,12,4,1-10
153,83,9,4,11-20
275,75,10,3,1-10
186,76,11,4,1-10
1,1,0,0,1-10
249,68,8,3,1-10
347,95,7,3,41-50
183,45,7,3,1-10
332,105,15,3,1-10
307,99,10,3,1-10
238,98,9,3,31-40
224,82,14,4,21-30
492,161,10,3,11-20
217,102,14,4,31-40
220,94,10,4,1-10
309,103,10,3,11-20
248,123,9,4,31-40
292,98,9,3,11-20
353,112,10,4,1-10
436,96,11,4,11-20
140,88,10,4,1-10
529,151,9,3,1-10
191,95,11,3,31-40
117,57,8,3,31-40
349,108,9,3,1-10
455,114,10,3,11-20
492,242,10,3,21-30
217,96,9,3,1-10
372,109,10,3,11-20
507,118,10,3,31-40
308,104,10,3,41-50
383,67,8,3,1-10
286,66,8,3,11-20
229,61,10,3,1-10
532,113,18,3,1-10
18,18,14,5,1-10
562,195,14,3,1-10
783,301,13,4,11-20
161,90,11,4,1-10
307,151,15,3,1-10
326,105,10,3,31-40
288,106,9,3,21-30
304,132,11,4,31-40
463,85,11,3,41-50
223,87,12,4,41-50
204,72,10,3,11-20
112,72,10,3,21-30
472,109,9,3,31-40
412,159,11,3,41-50
264,94,9,3,41-50
1,1,0,0,21-30
79,17,13,4,1-10
79,17,13,4,41-50
170,61,9,3,31-40
111,65,12,3,21-30
1,1,0,0,41-50
275,108,10,3,21-30
242,77,10,3,11-20
252,72,8,3,21-30
437,130,11,3,21-30
236,131,12,4,21-30
252,103,10,4,31-40
489,137,11,3,1-10
133,70,13,4,21-30
480,87,18,4,31-40
153,33,7,4,31-40
89,32,7,4,41-50
18,18,14,5,31-40
415,137,9,3,1-10
268,83,13,3,41-50
268,83,13,3,41-50
265,78,10,3,1-10
290,93,10,3,1-10
389,114,8,3,41-50
258,80,9,4,11-20
245,81,10,4,31-40
353,163,10,4,41-50
408,115,11,3,21-30
386,151,10,3,11-20
408,152,11,3,21-30
341,133,9,4,1-10
394,125,11,3,11-20
18,18,14,5,21-30
373,101,9,3,21-30
373,101,9,3,1-10
235,116,10,3,1-10
386,99,9,3,31-40
622,313,20,4,21-30
278,98,9,4,1-10
124,73,8,3,1-10
928,276,13,3,1-10
499,233,13,4,21-30
271,96,9,3,21-30
171,70,8,3,11-20
188,73,11,3,11-20
235,74,7,3,1-10
305,109,11,3,31-40
487,140,10,4,11-20
383,104,12,4,11-20
214,63,11,3,31-40
323,117,11,3,21-30
278,77,8,3,11-20
346,112,10,3,21-30
346,112,10,3,41-50
324,124,12,3,1-10
219,83,10,3,21-30
216,102,10,4,31-40
485,153,10,4,31-40
372,130,11,3,11-20
345,113,13,3,1-10
226,79,10,4,1-10
542,149,10,4,41-50
371,215,19,3,1-10
320,107,9,3,41-50
345,102,11,3,1-10
194,94,9,3,1-10
452,171,12,3,1-10
452,171,12,3,11-20
253,132,12,3,21-30
550,154,14,3,1-10
345,149,10,3,11-20
345,149,10,3,11-20
324,117,9,3,11-20
280,87,8,3,1-10
477,120,10,3,31-40
250,84,10,3,11-20
161,58,9,3,31-40
336,153,10,4,41-50
210,89,9,3,1-10
342,78,10,3,21-30
303,125,10,3,11-20
828,217,11,3,1-10
411,81,10,4,21-30
305,100,11,4,1-10
554,144,10,3,11-20
317,109,14,4,11-20
221,103,12,3,1-10
227,95,12,3,31-40
332,102,12,4,1-10
250,83,9,4,1-10
275,90,11,4,31-40
307,95,12,4,21-30
18,18,14,5,21-30
191,102,9,3,21-30
292,97,9,3,11-20
249,91,10,3,1-10
262,99,10,3,1-10
329,124,10,3,21-30
345,112,10,4,11-20
753,293,18,4,11-20
869,103,10,3,1-10
18,18,14,5,11-20
430,192,12,4,41-50
646,190,9,4,11-20
146,88,11,4,11-20
308,125,10,4,31-40
597,276,15,4,1-10
417,191,12,4,1-10
383,158,19,5,31-40
490,109,13,4,31-40
269,73,9,3,11-20
652,296,14,3,11-20
266,106,10,4,11-20
606,190,10,3,11-20
611,195,11,4,1-10
556,193,10,3,21-30
418,143,12,3,41-50
246,108,11,3,1-10
773,272,13,4,41-50
650,258,11,4,21-30
736,315,12,4,11-20
439,145,16,4,1-10
440,195,12,3,11-20
298,122,11,3,31-40
565,187,14,3,21-30
165,91,14,4,31-40
218,88,10,4,21-30
218,88,10,4,21-30
235,88,9,3,1-10
367,122,9,3,31-40
262,111,10,4,1-10
132,73,9,3,1-10
299,105,18,4,11-20
123,40,12,4,11-20
247,81,9,4,1-10
256,80,10,4,1-10
238,109,10,3,31-40
224,82,17,4,21-30
276,83,7,3,21-30
226,96,21,3,31-40
251,80,8,3,41-50
199,67,8,3,41-50
321,91,12,3,11-20
417,184,12,3,1-10
178,79,10,3,21-30
203,78,11,3,11-20
516,108,10,4,1-10
577,200,12,4,1-10
159,67,8,3,1-10
126,70,12,3,21-30
126,70,12,3,1-10
236,73,9,3,1-10
385,86,8,3,1-10
294,86,10,3,1-10
360,100,9,3,41-50
221,64,9,3,11-20
194,94,8,3,41-50
361,134,10,3,21-30
341,93,10,3,1-10
395,162,10,3,21-30
320,109,11,4,11-20
413,110,10,4,1-10
231,89,8,3,31-40
281,82,10,4,1-10
230,128,14,4,31-40
189,86,10,4,41-50
483,123,13,3,1-10
190,98,9,3,31-40
249,91,9,4,21-30
316,73,9,4,31-40
171,65,10,4,41-50
273,87,11,4,1-10
259,93,12,4,11-20
180,70,11,4,1-10
371,110,10,3,1-10
179,72,9,4,11-20
250,104,12,3,31-40
390,107,12,4,11-20
286,112,13,3,31-40
317,71,10,3,41-50
275,98,9,4,41-50
239,65,9,3,1-10
199,89,11,4,41-50
398,125,12,4,1-10
183,85,13,4,31-40
361,98,10,4,1-10
863,343,14,3,41-50
386,202,11,4,11-20
292,95,8,3,41-50
183,69,9,3,31-40
155,82,9,3,1-10
444,88,9,3,1-10
393,97,10,4,1-10
291,104,8,3,31-40
626,244,11,4,21-30
331,96,13,4,1-10
157,49,10,3,1-10
182,89,10,3,11-20
161,72,10,3,41-50
446,107,11,3,1-10
311,107,9,3,1-10
377,115,12,3,1-10
336,117,18,3,41-50
142,65,8,3,41-50
317,68,10,4,31-40
324,97,9,3,1-10
91,43,12,4,1-10
244,82,10,4,31-40
459,96,10,3,1-10
843,289,11,3,21-30
215,82,11,3,21-30
576,117,11,3,31-40
306,115,12,3,41-50
247,120,10,4,11-20
609,134,12,4,1-10
408,109,9,3,11-20
531,120,9,3,1-10
269,78,8,3,31-40
741,199,12,3,11-20
566,84,8,3,1-10
265,84,10,3,1-10
367,84,11,3,1-10
382,152,9,3,11-20
223,79,9,3,11-20
493,131,13,3,1-10
190,69,8,3,31-40
311,128,15,3,1-10
673,251,11,3,41-50
491,87,12,3,41-50
459,170,9,4,41-50
248,94,9,3,21-30
280,125,9,3,31-40
280,80,10,4,1-10
339,88,10,4,11-20
271,89,10,3,1-10
497,230,12,3,11-20
541,169,10,3,41-50
233,118,10,3,31-40
283,99,11,3,21-30
113,45,8,4,31-40
615,185,11,3,1-10
536,233,12,3,21-30
465,163,10,3,21-30
255,74,10,3,1-10
451,152,24,4,41-50
262,85,9,3,11-20
118,88,17,5,11-20
374,212,12,4,31-40
485,110,11,3,1-10
383,154,16,3,41-50
93,45,10,4,1-10
192,81,11,4,31-40
222,102,10,4,41-50
267,148,13,3,21-30
226,77,8,3,11-20
330,81,9,3,1-10
392,107,9,3,1-10
315,100,13,4,31-40
250,75,11,4,1-10
382,100,13,3,31-40
334,134,12,3,11-20
497,245,12,4,11-20
137,68,10,3,1-10
339,105,10,3,1-10
178,57,10,3,11-20
478,128,10,3,21-30
270,131,10,3,21-30
245,82,9,3,1-10
245,82,9,3,11-20
629,106,18,3,1-10
245,96,11,4,21-30
