prediction,actual,diff,predSCore,actScore
1997,1986,11,835372.6172778341,22.196582604125027
1998,2002,4,484225.3745557676,2988.0329357549276
1998,1998,0,336065.4020303834,336065.4020303834
1997,2014,17,197129.0815972891,0.0
1998,2012,14,328576.6620042052,0.0
1997,1984,13,398579.2729023005,26.0
1997,1983,14,578923.5174153203,13.0
1998,2014,16,559124.5844989485,0.0
1997,1983,14,367338.769579326,0.0
1997,1989,8,429583.0126486913,14.0
1998,1983,15,306588.6777778951,0.0
1998,2001,3,545824.185737279,17343.921481503185
1997,1983,14,282714.550690208,0.0
1997,1985,12,538554.3960113269,48.07423277977448
1997,1982,15,309506.5816527086,0.0
1997,1991,6,566821.8553027678,0.0
1997,1991,6,291437.3191424771,0.0
1998,2005,7,1288040.4629727597,0.0
1997,2015,18,991885.7460227335,0.0
1997,1993,4,316709.04626389145,52.23234398356624
1998,2001,3,417651.11882958736,0.0
1998,1992,6,135724.01378917042,0.0
1998,1984,14,395498.08518508234,0.0
1997,1980,17,487027.5203805633,26.0
1998,1981,17,194697.22951095778,0.0
1998,1981,17,658797.083980999,0.0
1998,1992,6,343972.9640810016,155.33124537902944
1997,2010,13,348547.3897358712,0.0
1998,1981,17,275012.7754153283,0.0
1998,2009,11,505764.12905969814,79.13121755842494
1998,2014,16,405891.9157362273,0.0
1998,2002,4,912093.0563839595,84.45585319984919
1997,1996,1,1011718.9123334121,12121.573808232326
1998,2006,8,628972.9341715197,0.0
1998,2009,11,104788.1265770125,0.0
1997,1997,0,550197.0217810979,550197.0217810979
1998,1983,15,319487.10038840026,0.0
1998,1986,12,535850.4768293336,0.0
1997,2001,4,620590.6839211904,2111.985940862965
1997,1995,2,1038652.6955319036,1728.3130128750095
1997,2015,18,341122.1552691782,0.0
1998,2003,5,975750.2863922856,1686.9592580827266
1997,2010,13,634653.9895385045,30.0
1997,2005,8,362948.5797273086,277.640988348469
1998,2010,12,397110.03085969924,22.0
1998,1984,14,391552.8133283578,77.0
1997,1981,16,139619.6820376052,7.0
1998,2013,15,244453.06893966347,8.0
1998,2002,4,341300.8513352951,0.0
1997,1985,12,519665.5068088999,0.0
1997,1992,5,816551.3630625984,0.0
1998,1993,5,356061.6831108819,67.29070970026689
1998,2014,16,777966.716099516,0.0
1997,2010,13,347917.2818161643,0.0
1997,2008,11,319464.12538789294,7.0
1998,2012,14,319711.4261976722,1.0
1998,1990,8,500777.15200720064,0.0
1998,2013,15,270726.65441244707,0.0
1997,1997,0,106156.130065739,106156.130065739
1998,1997,1,377407.29667350807,304017.8191064771
1998,1986,12,285698.7616086791,0.0
1997,2015,18,624400.7820526401,6.0
1997,2015,18,742873.8671883757,36.0
1998,2004,6,733955.6159124495,2495.252357790994
1997,1988,9,264833.5175783056,10.0
1997,1994,3,639926.6824981773,0.0
1997,2001,4,903699.9517705223,5674.42389712407
1997,1997,0,522241.2189342777,522241.2189342777
1998,2013,15,390400.6493091929,18.0
1998,1998,0,1037876.7435469362,1037876.7435469362
1997,1990,7,543248.6757851023,0.0
1998,2010,12,830422.2393820792,32.0
1998,2003,5,921149.8695318291,1152.6414358197871
1997,1999,2,808874.2620114244,35439.239293106955
1998,1985,13,417966.430181557,0.0
1998,1986,12,540346.2297834405,0.0
1998,1991,7,324713.13557593455,1.0
1997,1994,3,603018.3227824637,648.7960432216654
1997,1990,7,559022.3241519223,0.0
1998,1997,1,561289.3869161592,420630.74676056096
1998,1992,6,333027.9094592607,0.0
1997,2013,16,432758.6227765708,0.0
1997,2008,11,454817.00441423664,72.88856870288984
1997,1987,10,330753.489059438,0.0
1998,1990,8,393632.3721792891,0.0
1998,2005,7,348462.71026416804,339.31124136393385
1998,2013,15,958018.9435874387,147.07063455146792
1997,2002,5,23358.449834193663,0.0
1998,1998,0,635285.7221350106,635285.7221350106
1998,1983,15,385723.0300084157,0.0
1998,1990,8,394534.59885863663,172.4763220004879
1997,1998,1,913119.4778831883,780745.9772884344
1998,1999,1,460490.44228805375,71720.44830313601
1997,1980,17,124300.6471560574,0.0
1997,1983,14,245835.29880338022,82.8190799272728
1998,1980,18,300690.8544825659,0.0
1998,2014,16,637987.8076734868,0.0
1997,2011,14,940832.512443851,0.0
1997,1984,13,554841.0938607105,0.0
1998,1990,8,534559.8792444746,320.9526440009758
1998,2001,3,653417.3754140532,1640.0628004747005
1998,1982,16,207462.3534725012,0.0
1998,1980,18,591368.6097850599,0.0
1997,1980,17,342777.4533264611,0.0
1998,1983,15,636856.6001021803,0.0
1998,1989,9,268791.16930554557,7.0
1997,1985,12,410429.9890849905,42.0
1997,1999,2,482901.37220474536,134117.97791149406
1997,2008,11,415601.76584154693,43.578822609426425
1997,2008,11,415601.76584154693,43.578822609426425
1997,2008,11,415601.76584154693,43.578822609426425
1998,1990,8,287803.3346056093,0.0
1998,1999,1,654994.0001879353,29053.068755326505
1998,2013,15,341160.0540855191,1.0
1998,1993,5,298556.7461154673,0.0
1997,2009,12,878263.7632914624,31.702326095736765
1997,1986,11,489940.8634669833,0.0
1998,1991,7,322269.80650946725,0.0
1997,1998,1,963799.8500186455,802399.6471553264
1997,2010,13,485792.1576382085,0.0
1998,2000,2,213834.9731168582,7921.25327286534
1997,1996,1,874478.2358344699,7759.492043918661
1997,1986,11,459237.81532514933,0.0
1997,2003,6,688604.3165174383,0.0
1997,2010,13,694790.8132316627,0.0
1997,1983,14,636086.2559253874,0.0
1997,1991,6,23358.449834193663,793.1820409357813
1998,1989,9,207877.6645214204,0.0
1997,1983,14,321946.11544134683,0.0
1997,1981,16,372650.81825493823,0.0
1998,1984,14,371343.1990852284,123.23757543866238
1997,1983,14,246644.321947755,0.0
1997,1991,6,611067.3143157489,0.0
1997,2002,5,437997.3010313577,228.33132230578892
1997,2011,14,364865.89754000044,10.119288512538814
1997,2008,11,279396.9341704584,0.0
1998,1983,15,218686.7767774302,0.0
1997,1983,14,197607.39180839033,15.0
1997,2005,8,370629.52520071884,16.40552002825944
1998,1999,1,273618.818489553,62372.20644224821
1997,1990,7,281236.9718201511,1.0
1998,1984,14,165394.88672222866,10.0
1998,1984,14,156581.88312937066,13.0
1997,1997,0,640332.1469639819,640332.1469639819
1997,1987,10,253074.23512683428,0.0
1998,2012,14,226227.7639750556,0.0
1997,1985,12,426593.9102570767,0.0
1997,1988,9,455195.92543018947,11.0
1998,2009,11,453465.426451311,0.0
1997,2008,11,354461.5046800692,11.180339887498949
1998,2009,11,350165.3943170414,0.0
1998,1990,8,535872.8435039562,0.0
1997,1993,4,677069.0772729908,62.0
1997,1993,4,677069.0772729908,62.0
1997,1987,10,446027.489151872,0.0
1997,1994,3,464210.3427652782,503.0351413277409
1998,1994,4,387357.24323595647,66.25331526886164
1997,1990,7,253942.32393291174,0.0
1998,1996,2,754815.0216989763,28143.353729016177
1998,1994,4,700571.742521024,0.0
1998,1988,10,321491.09273303754,0.0
1998,1982,16,222989.69613007206,0.0
1998,2002,4,549206.5473495162,0.0
1998,2006,8,488505.11288500635,4.0
1997,1983,14,405445.4799588968,0.0
1997,1992,5,508291.61950226274,59.93268522458627
1998,1998,0,302707.55184223544,302707.55184223544
1997,2011,14,398009.97503050097,0.0
1997,1992,5,504833.59608819836,0.0
1998,2014,16,392777.9650505811,0.0
1997,1986,11,409637.0086732888,0.0
1998,2000,2,409679.35953502724,14632.619823054165
1997,1994,3,23358.449834193663,0.0
1997,1981,16,23358.449834193663,0.0
1997,1985,12,137666.34279860999,2.0
1998,2005,7,241780.3553060715,0.0
1998,2008,10,561215.0819314569,40.0
1998,2002,4,145345.36125042426,334.576237796976
1997,1982,15,354192.54432054516,0.0
1997,2010,13,267919.1300754962,0.0
1998,2014,16,170363.26501979775,15.0
1997,2003,6,668984.5372729634,162.34063261258027
1998,1982,16,266023.13012418395,0.0
1997,2000,3,583930.7622799804,6949.802806123101
1997,2009,12,295119.3164370366,16.0
1998,2004,6,343648.2354541694,91.4391405859285
1997,1986,11,437497.3029421274,30.0
1998,1999,1,306784.43268755515,61682.93620147237
1998,2014,16,465346.0373717615,0.0
1998,1980,18,244310.73687369956,0.0
1997,1984,13,506661.25502375216,0.0
1998,2014,16,685943.7082484578,0.0
1997,1982,15,323379.02235166985,0.0
1998,1994,4,475156.43452701,31.62347722889078
1997,1990,7,264795.7045649732,4.0
1998,1980,18,210071.42551514634,0.0
1997,1985,12,507520.46166318434,52.0
1997,1988,9,23358.449834193663,0.0
1998,2003,5,644998.3819989262,0.0
1997,1993,4,275817.0575049654,0.0
1998,1985,13,391999.03618304234,0.0
1997,1999,2,350814.439987076,27560.990220634616
1998,2001,3,700268.4604105481,5450.6595030039325
1997,1992,5,236700.25233780342,0.0
1997,2012,15,370514.57509224187,0.0
1998,1989,9,274622.2480993333,0.0
1998,1982,16,199453.57835504785,5.0
1997,1989,8,321272.81618983723,0.0
1998,1999,1,442290.391139417,29347.17897260042
1997,1981,16,318450.50792169233,0.0
1998,1980,18,463787.80660570564,0.0
1997,1989,8,410709.2223336993,0.0
1997,2001,4,503165.4629610126,1439.5395872700622
1997,1987,10,297494.95096598676,21.06339637063944
1997,2010,13,355413.696316412,0.0
1997,1985,12,346251.8320339726,4.0
1997,2014,17,330119.0775371242,37.04051835490427
1997,2014,17,17450.992248993796,0.0
1997,1993,4,437991.0033118912,36.950417228136054
1998,2007,9,726359.7944558905,12.137909995563597
1998,1980,18,95701.40738237451,0.0
1997,1990,7,451041.68541322806,0.0
1997,2000,3,462362.1425302792,6736.786748000405
1997,1988,9,175937.69206949844,12.0
1998,1986,12,420300.95324301836,9.0
1997,1994,3,760427.071811072,29.676412354307292
1997,1980,17,23358.449834193663,0.0
1997,1988,9,23358.449834193663,0.0
1998,1993,5,328465.9259428524,0.0
1997,1982,15,184744.0443712628,6.0
1997,1980,17,425059.19733021484,0.0
1997,2015,18,586081.95175862,8.0
1998,1982,16,228655.8289962785,0.0
1997,1988,9,420109.73171203455,0.0
1997,1995,2,379236.45345490135,1678.359612385898
1998,1994,4,273840.11843341216,231.92196474603747
1998,1980,18,321109.8749870419,0.0
1997,1982,15,276859.21503956267,0.0
1997,1999,2,435406.6830232055,36028.65015797157
1997,1996,1,795784.7150320061,22704.872969209173
1997,2002,5,535087.0299308597,0.0
1997,1994,3,405949.0488367202,0.0
1998,1992,6,216523.29555522118,1.0
1997,1999,2,321693.60941050015,47004.868152146184
1997,2005,8,375778.53219745174,1.0
1997,2012,15,391119.5488288815,0.0
1997,1988,9,420215.4732726945,0.0
1998,1990,8,565887.1897996324,0.0
1998,1991,7,501904.52253165527,27.280361633149063
1998,2010,12,361476.6406424589,2.0
1998,1994,4,244298.0920622884,0.0
1998,2007,9,281040.3146859421,0.0
1998,1999,1,165545.81204136793,12625.920983259539
1997,2013,16,232109.03663355228,2.0
1997,2007,10,239843.78733216083,0.0
1998,2013,15,262433.8291190158,0.0
1997,1981,16,472177.4415322085,24.0
1998,1998,0,673786.1737716339,673786.1737716339
1997,1984,13,115978.33409405906,0.0
1998,2004,6,394072.4343902072,0.0
1997,2011,14,447347.7166012095,0.0
1998,2003,5,374849.2645600619,69.48890446876487
1997,1998,1,778562.6375606768,212941.4292716887
1997,1988,9,416895.9692810109,0.0
1998,1998,0,840019.6953633111,840019.6953633111
1998,2001,3,363308.45553975034,8516.44623722458
1998,1989,9,682881.3283090728,0.0
1998,1991,7,887308.0815566713,39.93040697314946
1997,2001,4,255021.06211530347,35.318938842217506
1997,1981,16,362227.04314445803,0.0
1998,2005,7,398325.9347243636,440.66466512853657
1997,1995,2,343680.93828013766,854.7146675019718
1997,1989,8,282300.36564872286,0.0
1998,2012,14,647450.873089532,72.16878364870323
1998,2010,12,340286.57140971,12.0
1997,1987,10,234100.96034183382,0.0
1997,1996,1,290042.9356453788,1268.2189012737222
1998,2001,3,272893.5348803801,518.7555958456398
1998,1980,18,202742.97958873928,0.0
1997,1995,2,687098.6417413782,2075.4489998684235
1998,2012,14,457613.1163651013,19.0
1998,2012,14,457613.1163651013,19.0
1998,2011,13,665247.0930823315,0.0
1997,1998,1,329465.39243138727,230918.50846206892
1998,1987,11,301041.46713861154,0.0
1998,1994,4,473250.3703980774,0.0
1997,1982,15,447201.8090154184,64.0
1998,1981,17,358278.9021903716,36.4828726939094
1998,1980,18,79588.23852124847,0.0
1997,2000,3,3366372.9829951776,37149.60746587871
1997,2001,4,301442.74522220856,1726.8003302836335
1997,2014,17,286340.57359660644,4.0
1997,1984,13,188804.69285208883,75.0
1997,1983,14,184084.67498859117,0.0
1998,1998,0,285835.7214696885,285835.7214696885
1998,1997,1,463392.6987122294,421668.382844995
1998,1997,1,463392.6987122294,421668.382844995
1998,2013,15,359897.7929348969,0.0
1998,1994,4,755322.5886091918,1282.9372794053475
1997,2005,8,301054.3946630946,236.70736939873683
1998,2005,7,58517.552178178084,31.0
2004,1985,19,1777.097839474289,0.0
1998,2015,17,402887.19356590754,45.0
1997,2007,10,867578.6159239083,337.62237750491846
1998,2015,17,477174.84348468774,92.0
1998,1990,8,700660.5958825266,21.0
1997,2005,8,602864.1537850602,108.8592123535711
1997,1980,17,297256.0680438609,0.0
1998,2002,4,555944.9181217148,794.8496618161545
1997,1995,2,402234.6265156735,992.3515589356039
1998,2011,13,448945.5195148821,0.0
1998,2010,12,457656.2068513755,89.44271909999159
1997,1991,6,345278.87403809745,87.59898375398534
1998,2003,5,535373.8245609525,2067.7895916251355
1997,2009,12,998956.2265654964,69.35305216288862
1997,1988,9,23358.449834193663,0.0
1998,1985,13,446802.2310376953,0.0
1998,1989,9,198924.323474608,17.0
1998,2007,9,866560.2036570844,64.38681902141943
1998,2014,16,323753.694553849,0.0
1998,2005,7,474953.9939668622,0.0
1997,1992,5,559207.6231402784,75.80112972664048
1997,1992,5,798639.1589807823,0.0
1998,2013,15,211760.9662073379,0.0
1998,1984,14,217809.11167435042,0.0
1997,1994,3,406296.16853552085,26.2320587455502
1998,2005,7,890769.5527789985,19.0
1998,1993,5,435046.684173158,57.03203370836621
1997,2004,7,382571.8264481251,65.49915459973141
1998,1983,15,479078.238079685,0.0
1997,1986,11,198526.44077257448,0.0
1998,1982,16,202841.50395464533,0.0
1998,1982,16,242486.85048029877,0.0
1998,1980,18,427541.73578086065,3.0
1998,2001,3,689793.4596390494,80.22669386802463
1997,1983,14,476452.29737697716,0.0
1998,1988,10,381457.8944066369,15.765930789261656
1997,1990,7,229355.8240397542,0.0
1998,1992,6,531338.8698273923,529.6208253751555
1997,1994,3,1371599.7892000256,238.74079610196628
1998,1999,1,492332.5241322482,121657.41348277613
1998,1999,1,492332.5241322482,121657.41348277613
1997,1987,10,597702.0183139313,3.0
1998,2000,2,451564.59672514326,19554.10944118709
1997,2000,3,539674.8053555602,28530.57574893864
1997,1995,2,585822.527761931,760.7475243498935
1997,2000,3,302460.9472683609,41834.48188293047
2004,1981,23,1777.097839474289,0.0
1997,1994,3,1174483.21918489,449.63919197904477
1997,1987,10,483412.25914783624,0.0
1997,2012,15,434855.92583721044,13.0
1998,1989,9,234883.0865268791,0.0
1998,1980,18,372361.3173296576,0.0
1997,1983,14,372510.6806253649,17.0
1998,1993,5,799407.0069966835,63.86786343779148
1997,1999,2,791085.0343123695,380447.9068046494
1998,2005,7,1616846.2927138093,1719.2817236421968
1997,2015,18,608666.098749293,52.0
1997,2010,13,562075.9893122227,21.180542594923875
1998,1989,9,882373.8227168181,33.806170189140666
1997,1987,10,23358.449834193663,0.0
1997,1993,4,682838.0166223404,20.066194804024093
1997,1996,1,641055.7285044293,2165.712185646214
1997,2004,7,424480.6608998072,931.0841702427539
1998,1984,14,497640.0696997677,0.0
1998,1981,17,467510.5830958941,122.30087039723458
1997,2011,14,364214.1961829478,0.0
1997,1994,3,242729.18160825278,312.48048668858416
1997,1997,0,565829.2224274743,565829.2224274743
1997,1987,10,23358.449834193663,0.0
1998,2013,15,576584.2472080195,0.0
1998,2013,15,576584.2472080195,0.0
1998,2015,17,490626.0974633762,0.0
1998,1986,12,270674.0288660728,0.0
1998,1983,15,258176.41632880075,0.0
1998,2001,3,536136.4089038275,14616.081758901928
1997,2003,6,854665.2146622534,2439.709433644936
1998,1993,5,744353.374118253,12.0
1997,2006,9,701741.9763149723,0.0
1998,1993,5,364422.866780822,0.0
1998,1988,10,645637.2446356468,45.0
1997,1990,7,515664.472555503,0.0
1998,2010,12,752798.5753229705,0.0
1997,1980,17,449703.66300649795,0.0
1997,2005,8,1110208.3207468782,1485.2614053785394
1998,2000,2,483938.88919011457,8469.26117088531
1998,2011,13,300147.575831027,48.20886327981412
1997,1999,2,151011.0524727043,45813.08941966089
1997,2014,17,215778.08669954157,721.0
1997,2012,15,566698.9683379957,1.0
1998,2004,6,776199.3823281146,458.2722745032845
1997,1987,10,202437.27664176968,0.0
1998,2012,14,288217.8779835522,109.84598695187363
1998,1995,3,415354.6775961363,565.5040887987504
1998,1990,8,244891.9763648322,0.0
1997,2014,17,894825.6767261957,104.08213539840018
1998,2011,13,398851.6035547527,4.0
1997,1984,13,258676.80428278193,24.0
1997,1990,7,753475.7915344882,99.63896326516245
1998,1997,1,362601.3672016516,301984.19507653214
1997,2011,14,264784.81098022405,0.0
1997,1997,0,324713.04357564374,324713.04357564374
1997,1997,0,66438.35026525008,66438.35026525008
1997,2014,17,254075.73236406874,0.0
1997,2007,10,564243.1907930291,0.0
1998,1989,9,373131.33087433735,0.0
1997,2009,12,617075.2103389892,0.0
1997,1986,11,165828.63754100454,0.0
1998,1994,4,636707.2519993979,0.0
1998,2001,3,431429.08155063895,1426.1177507012533
1997,1982,15,23358.449834193663,0.0
1998,1982,16,277505.5741426989,9.0
1998,1996,2,391377.98274150747,534.5682486482117
1998,1985,13,267014.7712308809,0.0
1998,2009,11,1088090.8629447066,22.891942451597075
1998,2015,17,542146.9306783711,36.0
1997,1988,9,23358.449834193663,0.0
1998,1987,11,483836.19616214157,0.0
1997,1989,8,337581.6289040118,0.0
1998,2000,2,488722.99288841954,39224.98052553552
1998,2006,8,843479.4920917612,0.0
1998,2005,7,451056.7348238663,39.00172552504928
1998,2014,16,160413.0478571337,30.0
1998,2010,12,718062.1416491399,3.0
1998,2008,10,627386.1198433668,0.0
1997,1983,14,23358.449834193663,0.0
1997,1985,12,379076.13597080193,0.0
1997,2014,17,450597.19490112853,0.0
1997,1987,10,441281.6794321168,0.0
1998,2013,15,447483.7245958115,0.0
1998,1986,12,390102.25504099106,55.0
1997,2008,11,647322.3747935613,513.2379569885952
1998,2003,5,340412.43183725595,0.0
1997,2009,12,1230599.7592237818,2.0
1997,2003,6,917469.6889945297,607.1016090401099
1997,2010,13,447619.3020018407,0.0
1997,2001,4,436971.5352259338,2597.9172303339997
1998,1993,5,174989.80187386958,0.0
1997,2007,10,42570.73271580343,0.0
1998,1994,4,276180.51058358053,0.0
1997,2007,10,308031.8112833335,32.431918178128285
1997,1995,2,461702.6056906102,2352.961036037796
1998,2002,4,345248.65367452626,373.197927090942
1997,2011,14,191802.0245619648,0.0
1997,2005,8,534975.0153238511,0.0
1997,1999,2,384438.56169355765,46684.498603256056
1997,2013,16,412851.8763390136,0.0
1997,1992,5,164707.43335487845,18.143178480440916
1998,2001,3,375023.10777850356,2690.773656105429
1998,1990,8,222894.62640764404,28.864214126541835
1997,1994,3,697224.8164078059,344.2399775878922
1998,1998,0,483707.6481441853,483707.6481441853
1997,2005,8,464495.51851046155,0.0
1997,2007,10,436931.1535252397,0.0
1997,2007,10,526055.3224290232,47.619191304526915
1997,1988,9,255302.1023480841,0.0
1997,1994,3,323454.11179632467,1118.6568212145635
1998,1996,2,714856.0315153573,8432.249772797062
1997,2007,10,861766.2076306522,25.939511127773645
1998,1993,5,521334.785337136,34.0
1998,2010,12,964832.1848355925,0.0
1998,2010,12,964832.1848355925,0.0
1998,1988,10,212132.5366095177,34.46431309120702
1997,1995,2,163538.7414611219,2213.0286286955684
