stdDev,,stdDev
0,,9.524497891
0,,9.526927246
0,,9.528541055
0,,9.529527391
0,,9.532230066
0,,9.533052482
0,,9.535718484
0,,9.53949236
0,,9.540818408
0,,9.541715987
0,,9.543110452
0,,9.546522087
0,,9.546703237
0,,9.548116494
0,,9.550353268
0,,9.552325035
0,,9.553137724
0,,9.553297199
0,,9.555276202
0,,9.557270829
0,,9.55973214
0,,9.563964193
0,,9.564130625
0,,9.564520017
0,,9.566354947
0,,9.566811412
0,,9.567126518
0,,9.569610471
0,,9.570289101
0,,9.57075819
0,,9.571083209
0,,9.572479946
0,,9.574930526
0,,9.575868363
0,,9.579901346
0,,9.581386276
0,,9.585135481
0,,9.588808782
0,,9.590986028
0,,9.593926092
0,,9.596107092
0,,9.598217411
0,,9.59929394
0,,9.602714501
0,,9.606528275
0,,9.608812606
0,,9.60933577
0,,9.611204069
0,,9.613289834
0,,9.61559388
0,,9.618148852
0,,9.620511095
0,,9.620723972
0,,9.620927265
0,,9.624281951
0,,9.629048428
0,,9.631516836
0,,9.633042245
0,,9.633337071
0,,9.634050245
0,,9.634986941
0,,9.635023851
0,,9.63798758
0,,9.64132469
0,,9.641760973
0,,9.644329289
0,,9.649942346
0,,9.652165868
0,,9.652213908
0,,9.655812513
0,,9.657234942
0,,9.658045021
0,,9.658665533
0,,9.663948049
0,,9.667219135
0,,9.668671695
0,,9.67487113
0,,9.676107848
0,,9.680824366
0,,9.683259639
0,,9.684008929
0,,9.684312387
0,,9.685708615
0,,9.685863299
0,,9.687173887
0,,9.688279633
0,,9.689325118
0,,9.689866537
0,,9.690953892
0,,9.69199259
0,,9.692066663
0,,9.695702637
0,,9.695705021
0,,9.695911296
0,,9.698436512
0,,9.699078183
0,,9.699254151
0,,9.701424585
0,,9.701535417
0,,9.707332625
0,,9.707605067
0,,9.708184802
0,,9.709211098
0,,9.710026468
0,,9.712085296
0,,9.713423012
0,,9.713930603
0,,9.714392933
0,,9.714492903
0,,9.715158966
0,,9.717746919
0,,9.720957358
0,,9.721604452
0,,9.722360387
0,,9.723175493
0,,9.724049588
0,,9.725607355
0,,9.730199765
0,,9.730435542
0,,9.730460944
0,,9.731191653
0,,9.73201335
0,,9.73228385
0,,9.734166631
0,,9.738116915
0,,9.739195974
0,,9.742004823
0,,9.743841612
0,,9.744759421
0,,9.747251227
0,,9.747870794
0,,9.749163693
0,,9.74922709
0,,9.749249475
0,,9.751207252
0,,9.752622885
0,,9.756129436
0,,9.757212063
0,,9.758177413
0,,9.758784826
0,,9.759360585
0,,9.759726556
0,,9.760302375
0,,9.760852806
0,,9.761489433
0,,9.765220265
0,,9.766375982
0,,9.77441083
0,,9.775306921
0,,9.776106127
0,,9.776107794
0,,9.776242698
0,,9.776269226
0,,9.776778411
0,,9.780562763
0,,9.780845829
0,,9.781007494
0,,9.781383427
0,,9.78145229
0,,9.78324241
0,,9.783528483
0,,9.784892384
0,,9.787376476
0,,9.788205841
0,,9.790159826
0,,9.7938427
0,,9.794656822
0,,9.796284175
0,,9.798995987
0,,9.800851403
0,,9.801358529
0,,9.80177962
0,,9.802896613
0,,9.803274998
0,,9.804112533
0,,9.804885176
0,,9.805658072
0,,9.805726554
0,,9.809057198
0,,9.809623024
0,,9.812522878
0,,9.816004443
0,,9.816637607
0,,9.817718225
0,,9.820382679
0,,9.822155683
0,,9.822647488
0,,9.823571759
0,,9.825090215
0,,9.825704727
0,,9.827045313
0,,9.827302138
0,,9.827796305
0,,9.829921509
0,,9.830111617
0,,9.83110598
0,,9.831166496
0,,9.835368348
0,,9.838916675
0,,9.839901591
0,,9.840169624
0,,9.841159942
0,,9.84217011
0,,9.844043822
0,,9.846578865
0,,9.847980214
0,,9.85025217
0,,9.850767219
0,,9.852032404
0,,9.852520974
0,,9.85384889
0,,9.85609228
0,,9.857317686
0,,9.857321645
0,,9.8577552
0,,9.858196855
0,,9.859204494
0,,9.860356601
0,,9.864993491
0,,9.865216564
0,,9.86682633
0,,9.866975915
0,,9.867096879
0,,9.868080613
0,,9.868196718
0,,9.869083133
0,,9.869560367
0,,9.871016986
0,,9.871131242
0,,9.873929182
0,,9.877425465
0,,9.879162586
0,,9.879679427
0,,9.882240263
0,,9.883045956
0,,9.884430643
0,,9.885253828
0,,9.886006376
0,,9.886644764
0,,9.890613767
0,,9.891433348
0,,9.891844521
0,,9.892019344
0,,9.893312748
0,,9.895235149
0,,9.896436358
0,,9.896616231
0,,9.899462499
0,,9.900857527
0,,9.900865238
0,,9.901043471
0,,9.902146209
0,,9.902641145
0,,9.903087771
0,,9.904566078
0,,9.907607755
0,,9.908580349
0,,9.90892546
0,,9.909565394
0,,9.91385596
0,,9.914039309
0,,9.914666925
0,,9.915358527
0,,9.915734519
0,,9.916647871
0,,9.916713731
0,,9.916944976
0,,9.922274363
0,,9.922808774
0,,9.923473633
0,,9.923480756
0,,9.924489998
0,,9.924545328
0,,9.92501578
0,,9.925281902
0,,9.925499047
0,,9.925725515
0,,9.926037412
0,,9.928733177
0,,9.928869252
0,,9.928902503
0,,9.933291501
0,,9.934014128
0,,9.936721907
0,,9.938486764
0,,9.93938119
0,,9.939994083
0,,9.942709521
0,,9.943435976
0,,9.94358338
0,,9.943684249
0,,9.943749552
0,,9.945245323
0,,9.946400842
0,,9.947440349
0,,9.947698561
0,,9.949649207
0,,9.949874371
0,,9.950796749
0,,9.952996677
0,,9.95369665
0,,9.95445941
0,,9.961279143
0,,9.966279595
0,,9.966326432
0,,9.966513808
0,,9.966992486
0,,9.967088699
0,,9.968988459
0,,9.970159271
0,,9.971761634
0,,9.972277428
0,,9.972602552
0,,9.974404603
0,,9.974509762
0,,9.975357103
0,,9.976302506
0,,9.979640953
0,,9.97982947
0,,9.984132754
0,,9.987078045
0,,9.989154958
0,,9.989461516
0,,9.989831974
0,,9.991016441
0,,9.991370834
0,,9.991824054
0,,9.993214752
0,,9.993696644
0,,9.994160215
0,,9.995619479
0,,9.996314826
0,,9.997857412
0,,9.998017985
0,,9.999566938
0,,10.00174804
0,,10.00340584
0,,10.0039278
0,,10.005663
0,,10.00594262
0,,10.00600746
0,,10.0082086
0,,10.00957305
0,,10.01226808
0,,10.01230508
0,,10.01321803
0,,10.01533492
0,,10.0171417
0,,10.01723686
0,,10.02000808
0,,10.02126539
0,,10.02281327
0,,10.02372655
0,,10.02446465
0,,10.02489713
0,,10.02496883
0,,10.02639221
0,,10.0281007
0,,10.03010616
0,,10.03054155
0,,10.03178133
0,,10.0320082
0,,10.0323221
0,,10.03245586
0,,10.03250487
0,,10.0345944
0,,10.03533124
0,,10.04011819
0,,10.04167419
0,,10.04251439
0,,10.04385762
0,,10.04416033
0,,10.04455483
0,,10.04603403
0,,10.05024655
0,,10.05079629
0,,10.05296024
0,,10.05343695
0,,10.05478607
0,,10.05983434
0,,10.0609027
0,,10.06119015
0,,10.06144887
0,,10.06214117
0,,10.06215226
0,,10.06228791
0,,10.0636337
0,,10.06448163
0,,10.06552278
0,,10.0658708
0,,10.06618002
0,,10.07146193
0,,10.07215822
0,,10.07619863
0,,10.07752815
0,,10.07786695
0,,10.08006747
0,,10.08128721
0,,10.08188977
0,,10.08298256
0,,10.08323965
0,,10.08347034
0,,10.08351494
0,,10.08415495
0,,10.0851591
0,,10.08548033
0,,10.08724128
0,,10.08763045
0,,10.08780266
0,,10.08841173
0,,10.08845745
0,,10.09193373
0,,10.09225112
0,,10.09226201
0,,10.09822596
0,,10.09918465
0,,10.09933218
0,,10.10010926
0,,10.10017926
0,,10.10314066
0,,10.10374444
0,,10.10604166
0,,10.10611674
0,,10.10646051
0,,10.10697636
0,,10.10734604
0,,10.10738277
0,,10.1074387
0,,10.10799913
0,,10.10837253
0,,10.10944373
0,,10.1108877
0,,10.11134688
0,,10.11333351
0,,10.11423083
0,,10.11555458
0,,10.11557389
0,,10.11601883
0,,10.11612849
0,,10.1171423
0,,10.11902541
0,,10.11941697
0,,10.12348542
0,,10.12388016
0,,10.12391954
0,,10.12656121
0,,10.1267412
0,,10.13165802
0,,10.13221608
0,,10.13395679
0,,10.13564081
0,,10.13623817
0,,10.13639709
0,,10.13701714
0,,10.13726976
0,,10.13828267
0,,10.1385734
0,,10.14050857
0,,10.14054821
0,,10.141262
0,,10.14625619
0,,10.14709291
0,,10.14870994
0,,10.14880449
0,,10.1497507
0,,10.15117296
0,,10.15199013
0,,10.15359513
0,,10.15507308
0,,10.15698279
0,,10.15708563
0,,10.15716642
0,,10.15955809
0,,10.1598653
0,,10.16065843
0,,10.16097752
0,,10.16115985
0,,10.16182473
0,,10.16290018
0,,10.16292526
0,,10.16413311
0,,10.16869394
0,,10.17023035
0,,10.1725848
0,,10.17265318
0,,10.1741126
0,,10.17418889
0,,10.17485323
0,,10.17688687
0,,10.17774422
0,,10.17843618
0,,10.18084164
0,,10.18354814
0,,10.18405915
0,,10.18583255
0,,10.18643074
0,,10.18676815
0,,10.18783483
0,,10.19307651
0,,10.19642983
0,,10.19701371
0,,10.20328536
0,,10.20349969
0,,10.20420992
0,,10.2042739
0,,10.20427632
0,,10.20477267
0,,10.20546167
0,,10.20614067
0,,10.20684213
0,,10.20752784
0,,10.20815439
0,,10.20832335
0,,10.21155664
0,,10.21238318
0,,10.21479016
0,,10.21507997
0,,10.21555104
0,,10.21668146
0,,10.22145564
0,,10.22370794
0,,10.22497044
0,,10.22544612
0,,10.22624163
0,,10.22815953
0,,10.2297161
0,,10.23156219
0,,10.23177691
0,,10.23181468
0,,10.23415434
0,,10.23424978
0,,10.23822687
0,,10.24110367
0,,10.24247189
0,,10.24524389
0,,10.24919154
0,,10.24932877
0,,10.25057072
0,,10.25112129
0,,10.25458049
0,,10.25459681
0,,10.25556996
0,,10.25570673
0,,10.25624138
0,,10.25721232
0,,10.25765893
0,,10.25896158
0,,10.25903444
0,,10.25972917
0,,10.26103684
0,,10.26109337
0,,10.26287477
0,,10.26805357
0,,10.26870688
0,,10.27106404
0,,10.27776044
0,,10.27977754
0,,10.28252984
0,,10.28262258
0,,10.28414938
0,,10.28519345
0,,10.28606154
0,,10.28625582
0,,10.29242099
0,,10.29487114
0,,10.29506055
0,,10.29716285
0,,10.29725284
0,,10.29850848
0,,10.29938981
0,,10.3008536
0,,10.30541
0,,10.30559306
0,,10.307719
0,,10.30822474
0,,10.31112522
0,,10.31208759
0,,10.31325281
0,,10.31644526
0,,10.31923652
0,,10.32136249
0,,10.32148166
0,,10.32260932
0,,10.32288669
0,,10.32480895
0,,10.3252759
0,,10.3267533
0,,10.32746464
0,,10.33047352
0,,10.33196797
0,,10.33308566
0,,10.33720776
0,,10.34207403
0,,10.34240645
0,,10.34382443
0,,10.34508332
0,,10.34601803
0,,10.34773964
0,,10.34829786
0,,10.34845939
0,,10.35046184
0,,10.35262648
0,,10.35594944
0,,10.35931584
0,,10.35976423
0,,10.36205694
0,,10.3634201
0,,10.36494434
0,,10.36535819
0,,10.36645162
0,,10.36679184
0,,10.36825131
0,,10.36916935
0,,10.37134465
0,,10.37271892
0,,10.37665712
0,,10.37712866
0,,10.38445475
0,,10.38920803
0,,10.38967127
0,,10.3936125
0,,10.40434326
0,,10.41021525
0,,10.4122602
0,,10.41473177
0,,10.41496865
0,,10.41745413
0,,10.41918675
0,,10.41999736
0,,10.42094128
0,,10.4253494
0,,10.42916997
0,,10.43287505
0,,10.43416291
0,,10.43876465
0,,10.44004731
0,,10.44214084
0,,10.44604998
0,,10.45156243
0,,10.45541614
0,,10.45674298
0,,10.4663496
0,,10.4687156
0,,10.47076534
0,,10.47117915
0,,10.47767908
0,,10.4799682
0,,10.48465423
0,,10.49274377
0,,10.49831736
0,,10.50157699
0,,10.50372299
0,,10.50808441
0,,10.51127298
0,,10.51370368
0,,10.51648344
0,,10.52054464
0,,10.53007203
0,,10.53269133
0,,10.53460562
0,,10.53825256
0,,10.54432038
0,,10.54801081
0,,10.55597755
0,,10.55837937
0,,10.59257277
0,,10.59961451
0,,10.60007265
0,,10.60946966
0,,10.61128488
0,,10.61315067
0,,10.62257243
0,,10.6357798
0,,10.63829849
0,,10.64032271
0,,10.64168556
0,,10.6488396
0,,10.64892066
0,,10.65010452
0,,10.65573888
0,,10.6677449
0,,10.67035684
0,,10.67657264
0,,10.68254086
0,,10.68466511
0,,10.69038334
0,,10.692211
0,,10.69326424
0,,10.69938269
0,,10.70271894
0,,10.70320047
0,,10.70379826
0,,10.70391898
0,,10.71044536
0,,10.7157955
0,,10.71912287
0,,10.72754949
0,,10.74456483
0,,10.76157465
0,,10.77675099
0,,10.77711501
0,,10.790696
0,,10.79934031
0,,10.80014977
0,,10.80338563
0,,10.80846613
0,,10.81449409
0,,10.82031121
0,,10.83848847
0,,10.84430356
0,,10.84682788
0,,10.84918132
0,,10.84992905
0,,10.85190042
0,,10.8544084
0,,10.86300306
0,,10.86666778
0,,10.88013499
0,,10.88232843
0,,10.88515523
0,,10.89037197
0,,10.89087723
0,,10.90069585
0,,10.90226586
0,,10.91980335
0,,10.92191263
0,,10.92650674
0,,10.93925939
0,,10.94211308
0,,10.94442258
0,,10.95655277
0,,10.95805457
0,,11.01842342
0,,11.02155875
0,,11.02405773
0,,11.05549899
0,,11.06898301
0,,11.123695
0,,11.13040936
0,,11.16831488
0,,11.21362392
0,,11.21660246
0,,11.21683959
0,,11.22281356
0,,11.23515074
0,,11.26548715
0,,11.32758298
0,,11.34334719
0,,11.37305181
0,,11.3771589
0,,11.48356776
0,,11.50811394
0,,11.53804878
0,,11.55374003
0,,11.65643097
0,,11.66680522
0,,11.71785145
0,,11.81237852
0,,11.87111327
0,,12.16811615
0,,12.37880018
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
