@relation allSongsAllFields

@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute SONG_RANK real

@data
468,177,18,4,14
181,68,9,4,2
609,225,12,4,9
572,194,11,4,5
302,82,9,4,2
290,140,12,4,6
315,100,10,3,11
282,104,10,3,32
217,61,11,4,17
442,173,10,3,43
442,173,10,3,1
190,76,11,3,42
238,104,11,4,19
442,133,10,4,3
97,52,12,3,18
247,83,11,3,40
236,126,19,4,21
143,71,10,4,12
599,191,12,3,6
207,99,10,3,7
201,37,10,3,14
296,105,11,3,31
784,195,10,3,12
18,18,14,5,10
878,272,10,3,2
371,143,11,4,22
174,83,14,4,30
332,135,12,3,14
701,273,13,3,9
245,64,10,4,20
236,80,12,3,14
233,97,10,3,33
315,70,10,4,31
242,77,9,3,22
506,114,11,4,7
187,125,11,4,21
189,87,16,4,31
362,188,11,3,4
199,77,11,3,15
660,333,18,4,9
756,329,18,4,10
200,87,13,4,8
249,108,10,3,6
386,145,13,4,5
243,117,10,4,10
18,18,14,5,17
293,81,12,3,4
128,68,10,4,3
236,92,12,3,44
293,105,11,4,48
181,77,11,4,42
208,77,13,4,47
534,222,19,4,14
264,66,10,4,2
344,120,9,3,31
504,104,9,3,13
184,69,9,3,5
360,70,9,4,1
318,90,10,3,3
682,301,13,4,43
179,91,9,3,11
167,73,10,3,8
488,106,9,3,9
318,169,11,3,49
222,70,9,3,38
594,128,10,3,27
313,89,10,3,8
292,90,8,3,1
303,121,11,3,28
277,65,8,3,8
308,115,13,3,17
219,105,9,3,2
669,130,11,3,4
290,91,12,3,31
231,50,10,3,42
459,117,13,3,5
205,78,9,3,14
422,138,12,3,21
721,178,10,3,1
258,60,10,3,48
480,110,10,3,5
480,110,10,3,5
139,85,13,4,48
359,177,10,4,11
664,214,11,4,5
473,177,11,4,7
209,99,8,3,25
347,80,9,4,18
157,83,8,3,36
18,18,14,5,1
361,126,11,4,3
227,83,8,3,9
281,91,12,4,8
564,194,11,3,3
340,99,11,4,10
360,113,10,3,29
369,126,13,4,1
740,313,15,3,10
580,147,11,3,19
106,61,10,4,35
384,167,11,3,2
665,232,14,3,21
356,114,10,3,34
18,18,14,5,13
18,18,14,5,11
298,76,9,3,1
268,93,11,3,41
340,84,10,3,29
507,138,13,4,45
746,152,10,3,12
414,134,11,3,21
584,124,10,3,31
319,117,8,3,46
402,102,11,3,3
311,78,9,3,23
188,42,20,3,1
626,195,8,3,33
218,101,13,4,13
520,136,12,3,13
135,37,9,3,13
217,108,15,3,26
244,89,10,3,7
287,76,9,3,13
285,91,11,3,36
313,88,10,3,7
597,112,9,3,21
237,68,7,3,31
329,63,13,3,11
200,59,9,3,30
303,69,8,3,49
259,99,11,3,2
518,144,12,4,10
282,120,9,3,4
712,256,13,3,42
281,83,10,3,18
387,93,10,3,49
701,180,12,3,40
195,91,11,3,20
184,46,9,3,37
356,150,13,3,21
410,116,10,3,50
204,112,11,3,50
196,82,9,4,11
266,107,11,4,38
254,92,11,3,36
337,137,10,3,34
647,108,17,4,1
193,100,10,3,21
303,104,12,4,22
750,241,12,3,9
220,118,10,3,35
154,72,12,3,6
645,173,11,3,41
199,98,9,3,6
316,94,9,3,18
196,103,10,4,14
602,220,11,3,9
175,75,9,3,15
193,103,10,4,19
271,80,15,3,40
352,130,18,3,44
781,188,10,3,8
143,76,38,4,4
315,87,12,4,40
387,126,11,4,29
330,122,9,3,42
594,218,17,3,2
142,79,10,4,11
198,48,8,4,13
250,71,11,3,10
221,77,9,4,10
284,120,10,4,33
247,124,10,3,8
233,111,10,4,4
332,95,9,3,10
230,94,11,3,2
391,182,12,3,35
214,94,8,4,4
236,112,9,4,17
205,76,10,3,41
536,140,12,3,1
191,63,10,3,2
258,118,9,3,29
258,144,12,3,49
170,100,12,4,10
302,96,8,3,26
302,96,8,3,45
304,123,9,4,19
268,76,13,3,50
216,76,10,3,26
280,111,9,3,41
394,111,10,3,44
184,66,11,3,2
310,97,10,3,12
151,67,9,3,30
203,66,10,3,40
352,104,10,3,18
273,77,18,3,38
357,102,14,4,2
239,86,9,3,24
198,84,9,3,39
257,107,10,3,6
259,94,10,4,8
154,97,10,3,1
257,107,10,3,7
418,173,10,3,14
262,73,8,3,11
184,91,12,4,39
325,98,10,4,4
231,63,8,3,20
149,76,9,3,15
149,76,9,3,16
586,126,10,4,1
354,138,10,4,3
301,146,15,4,8
255,108,10,3,37
225,107,9,4,34
442,124,12,3,3
461,69,12,3,49
277,88,11,4,2
483,125,8,4,41
271,54,10,4,39
380,99,10,3,21
189,67,7,3,9
399,95,11,3,18
18,18,14,5,10
18,18,14,5,46
397,96,12,3,47
258,76,12,4,44
207,99,11,4,4
188,89,11,4,9
18,18,14,5,3
326,81,10,4,19
263,129,10,3,17
418,94,10,3,2
275,140,8,4,17
456,144,11,3,37
320,119,13,4,2
712,176,10,3,6
341,112,9,3,22
241,70,10,3,4
153,79,10,3,10
255,48,7,3,40
281,86,10,3,35
479,102,10,4,24
214,94,11,3,19
442,122,11,3,7
442,122,11,3,45
341,100,8,3,4
170,69,8,3,10
306,92,14,3,4
311,100,10,3,26
398,108,10,3,21
262,82,9,3,2
238,131,11,3,14
227,91,9,3,1
355,121,10,3,39
437,180,12,4,19
300,122,9,3,9
253,81,9,3,35
418,72,9,3,48
272,88,20,5,1
177,99,10,3,30
248,96,10,3,1
375,105,14,4,30
291,104,12,3,25
360,91,9,3,6
290,90,12,4,39
127,64,8,4,31
351,114,8,3,49
342,96,10,3,6
299,111,8,3,1
171,86,10,3,6
272,88,20,5,40
567,225,18,4,1
241,101,13,3,8
494,218,17,4,30
199,81,10,3,50
388,114,13,3,1
545,231,12,3,6
588,220,12,3,21
283,90,10,3,27
203,93,10,3,4
484,192,11,3,4
213,91,9,3,47
301,83,10,4,1
687,287,12,3,21
225,93,11,3,46
223,124,12,3,29
711,294,14,4,12
255,91,12,3,37
338,129,10,4,31
18,18,14,5,3
197,67,12,4,48
343,147,12,4,6
308,137,12,4,28
346,77,8,3,3
455,178,10,3,28
134,58,13,4,28
700,301,15,4,8
257,76,12,3,29
323,143,10,4,15
197,89,11,3,42
281,88,11,4,26
356,93,10,3,16
277,63,10,3,15
90,29,17,5,45
357,85,9,3,8
310,92,9,3,50
136,76,9,3,30
222,102,14,4,10
195,94,10,3,16
313,105,11,4,22
396,89,12,3,1
276,105,10,3,14
329,102,9,3,26
157,79,13,3,42
565,316,11,4,32
220,90,8,4,22
352,121,10,4,5
365,68,9,3,5
265,74,9,4,14
341,92,10,3,9
127,89,10,3,31
335,138,10,3,40
254,112,9,3,39
280,117,9,3,34
192,82,11,4,9
219,50,12,4,28
163,45,9,4,3
444,194,11,3,28
405,126,11,3,10
151,79,9,3,44
208,81,10,4,5
785,258,13,3,1
745,81,11,3,38
609,244,13,4,18
403,153,14,4,5
399,94,10,3,28
588,221,12,4,10
588,221,12,4,2
193,95,9,3,41
258,147,10,3,27
175,117,10,3,16
877,157,12,3,26
197,103,8,3,14
663,222,10,3,15
709,204,27,4,28
373,82,9,4,15
393,86,9,3,2
463,175,15,4,49
727,290,10,4,15
261,95,17,4,42
261,95,17,4,1
403,136,11,3,31
384,184,13,4,26
177,68,7,3,19
461,88,10,3,24
325,82,14,4,3
153,41,9,3,21
440,163,12,3,45
220,95,12,3,43
246,74,10,4,41
182,80,9,3,2
18,18,14,5,12
141,45,9,4,1
289,85,7,3,43
320,102,8,3,26
481,143,10,4,11
386,112,10,4,15
460,141,9,3,39
305,100,10,3,17
261,140,11,4,6
327,80,14,3,2
267,76,9,3,7
332,105,13,4,11
459,213,12,4,39
550,178,18,4,16
763,299,13,4,12
118,74,8,3,5
247,87,12,4,18
330,96,10,3,10
165,60,10,4,15
18,18,14,5,47
265,96,9,3,3
261,108,13,4,39
240,74,12,4,1
688,300,13,4,21
672,302,11,4,1
1,1,0,0,18
265,114,12,4,13
908,350,14,4,25
499,136,10,3,1
207,82,7,3,1
186,87,7,3,43
229,89,9,3,2
248,86,11,4,21
300,123,10,4,2
511,175,10,3,26
147,56,11,4,8
629,187,12,3,32
291,112,12,3,50
235,95,11,4,16
195,88,10,3,9
415,171,10,3,22
421,118,12,3,3
744,211,15,3,24
357,103,9,3,1
353,74,9,3,12
324,139,12,4,1
196,59,11,4,1
480,127,13,4,25
206,88,9,4,32
149,89,11,3,29
246,91,9,3,33
254,98,12,4,12
282,85,10,3,5
267,91,10,3,48
325,96,12,4,27
184,84,11,4,12
157,89,11,4,32
18,18,14,5,1
190,88,10,3,45
586,114,9,4,20
925,278,13,3,10
278,92,10,4,2
271,89,9,3,14
411,108,9,4,3
466,58,7,3,17
18,18,14,5,3
216,98,12,4,48
307,89,12,4,3
429,129,9,4,44
279,117,9,3,1
301,97,10,3,25
232,93,11,4,26
244,110,11,3,14
329,102,10,3,6
261,102,10,4,5
211,66,12,4,4
133,54,13,4,24
282,75,10,4,8
256,87,11,4,2
178,61,10,4,29
271,111,9,4,8
195,89,12,4,6
249,127,11,4,41
162,92,10,4,1
223,123,12,4,32
135,72,11,4,37
774,334,12,4,45
88,36,11,5,18
293,106,10,3,24
281,106,11,4,36
279,96,15,4,11
208,92,10,3,37
331,98,10,3,46
236,79,11,3,4
386,100,11,4,24
267,97,10,3,46
229,96,13,4,9
287,84,11,4,14
280,106,11,3,32
322,113,10,3,24
157,89,11,4,47
205,74,10,3,30
330,173,14,4,35
303,102,10,3,1
303,102,10,3,21
179,81,10,3,44
339,83,13,3,44
336,108,10,4,1
251,104,10,4,3
535,229,15,4,37
475,146,12,4,46
205,74,9,3,15
666,187,9,3,48
244,76,9,3,10
225,72,10,3,1
194,55,11,3,14
293,103,10,3,12
346,105,10,3,12
302,109,11,3,21
366,92,11,3,42
741,263,18,4,8
245,75,9,4,1
410,130,9,3,2
496,194,11,4,26
320,97,10,3,3
263,90,9,3,1
250,103,11,4,19
294,130,11,3,4
362,105,11,3,16
514,130,11,4,2
753,236,13,4,8
753,236,13,4,42
240,131,15,3,2
304,137,14,4,4
387,140,16,4,37
463,168,9,3,28
290,110,11,3,24
440,97,23,3,26
258,79,10,3,49
261,91,12,4,27
237,115,9,3,20
144,60,10,4,44
340,145,11,3,22
405,232,15,4,33
337,133,12,4,10
296,88,9,3,2
348,92,11,3,48
531,116,11,4,28
221,108,10,3,1
322,91,9,3,14
242,101,18,3,37
144,97,13,4,12
264,104,11,3,25
202,100,13,4,35
257,78,11,3,33
282,95,10,3,21
468,186,11,4,50
286,100,10,3,17
202,80,8,3,34
273,125,11,3,41
320,137,10,4,12
191,58,9,3,1
359,85,8,3,12
323,90,19,4,18
422,149,10,3,35
253,78,9,3,25
253,103,10,4,29
455,146,10,3,30
282,87,10,4,4
553,143,11,4,1
284,104,9,3,6
665,170,18,4,20
907,300,11,4,25
411,200,15,4,1
502,159,13,4,3
214,84,8,4,23
477,82,9,3,1
281,85,9,3,8
377,121,9,3,18
117,49,9,3,10
250,96,9,4,38
361,174,9,3,47
155,68,10,3,21
176,73,13,4,46
18,18,14,5,6
287,101,10,4,38
893,406,13,4,32
226,116,10,3,47
356,126,12,3,8
748,255,12,4,18
411,134,11,3,1
434,116,11,4,26
303,112,15,3,9
502,122,13,3,19
259,84,14,3,36
240,132,10,4,14
261,80,13,3,34
453,148,10,3,28
172,87,9,3,48
379,95,8,3,40
581,265,11,3,17
71,37,9,3,12
684,264,11,3,5
280,95,10,3,32
195,86,11,3,46
303,147,10,3,8
559,103,9,3,36
386,95,11,4,48
643,263,11,4,39
196,83,9,3,50
248,74,7,3,9
236,85,8,4,24
174,49,13,3,35
248,90,10,3,35
380,103,10,3,32
174,49,13,3,38
127,69,9,3,20
409,111,10,3,25
324,122,10,3,26
742,169,13,3,2
18,18,14,5,23
659,271,13,4,6
376,170,11,4,23
319,108,17,3,6
535,165,12,3,20
493,195,12,3,15
436,88,10,3,5
283,155,11,3,24
408,98,12,3,29
236,83,12,4,16
291,78,10,3,5
239,84,7,3,29
183,107,13,3,31
178,75,10,3,13
137,82,8,3,46
242,92,9,3,17
494,119,18,4,5
295,100,10,3,32
185,99,8,3,6
250,88,12,4,46
305,129,10,3,23
337,125,12,3,50
331,128,10,4,1
575,244,10,3,32
107,38,18,6,30
362,130,17,4,34
343,128,9,4,1
256,79,9,4,26
203,103,9,4,38
286,109,10,4,23
210,110,12,4,36
184,102,15,4,42
242,74,10,4,1
346,158,11,4,29
719,254,15,4,9
210,73,10,4,41
140,42,9,4,29
516,163,10,3,13
549,171,10,3,26
316,111,12,4,42
269,84,10,3,47
262,83,9,3,37
249,111,11,4,50
386,157,12,3,19
168,107,12,4,42
263,62,9,3,12
246,84,13,4,47
302,79,20,4,10
243,152,11,4,32
262,86,8,3,19
236,117,11,4,2
357,95,9,3,7
906,353,19,4,41
351,84,10,3,5
256,96,10,4,9
286,80,9,3,37
180,62,8,3,25
18,18,14,5,21
186,92,12,3,46
132,56,11,3,46
193,82,8,4,28
182,109,19,4,38
484,131,10,3,1
209,101,8,3,1
18,18,14,5,2
174,73,8,4,18
175,103,9,4,33
250,110,9,4,1
246,104,9,3,37
282,135,12,4,45
321,154,12,3,30
268,127,12,3,23
148,74,11,4,32
269,117,10,3,33
168,61,10,3,21
142,65,10,3,49
394,106,8,3,4
301,99,10,3,29
171,61,9,3,4
383,146,22,4,2
1067,389,12,4,8
160,85,8,3,40
251,92,10,3,8
415,122,11,4,34
212,84,12,3,20
1,1,12,12,18
377,123,10,3,15
154,35,11,4,26
450,112,11,4,28
335,105,8,3,25
170,87,10,4,12
421,130,10,4,1
363,97,10,3,45
266,90,13,3,23
481,134,10,3,11
143,84,9,3,49
889,334,11,4,25
18,18,14,5,8
291,118,11,4,4
261,106,11,3,25
366,81,11,3,19
288,113,15,3,4
600,105,10,3,2
421,82,10,3,1
285,103,11,3,50
544,221,12,4,43
495,173,10,3,42
188,58,10,3,34
203,82,10,3,46
143,49,8,3,6
177,80,9,4,7
379,111,11,3,8
598,106,13,3,41
522,186,11,3,8
202,106,15,4,45
327,97,10,3,3
270,68,10,4,20
236,96,10,3,14
621,206,14,4,7
428,153,13,3,3
403,125,11,3,38
108,87,15,5,4
621,211,11,3,50
285,115,12,4,9
791,254,12,3,23
491,121,11,4,34
242,95,9,4,18
277,102,12,4,47
310,69,8,3,12
647,235,11,4,12
647,235,11,4,9
200,80,10,3,2
240,95,10,4,38
231,82,11,4,2
350,110,10,3,14
224,83,10,3,4
458,143,10,3,5
233,72,8,3,2
465,277,14,4,29
460,134,13,3,18
450,138,10,3,40
353,114,9,3,44
411,189,24,3,6
479,226,13,3,3
598,137,9,3,40
193,26,10,4,1
292,35,9,3,6
387,155,10,4,37
733,362,18,4,47
397,134,14,3,8
192,110,11,4,8
404,136,12,4,35
404,171,13,3,15
176,78,9,3,46
255,78,8,3,16
168,82,14,4,48
220,82,19,6,2
220,82,19,6,2
358,135,11,3,21
526,149,10,3,4
580,204,15,3,2
706,221,12,3,35
871,278,13,3,33
18,18,14,5,1
655,316,13,4,40
363,196,14,3,29
363,196,14,3,30
839,257,12,4,32
135,65,10,3,31
226,89,9,3,12
523,253,13,4,33
465,97,11,3,1
257,131,12,4,31
233,74,9,4,31
164,83,23,5,5
716,298,11,4,39
141,52,9,4,36
325,140,11,3,14
714,286,12,3,39
473,160,11,3,14
354,96,7,3,43
823,213,11,3,13
767,293,11,3,41
708,126,11,3,1
132,68,10,4,29
488,233,18,3,38
802,58,8,3,10
256,122,9,4,47
428,125,12,3,13
231,92,11,3,5
179,61,13,3,9
337,100,10,4,4
681,215,19,4,9
278,106,10,3,16
444,131,10,3,16
365,84,11,3,10
328,138,10,3,42
802,250,18,3,16
493,205,14,3,2
439,62,10,3,2
397,162,11,3,46
257,128,9,3,41
507,268,12,4,17
353,91,11,3,22
346,112,11,3,37
240,93,10,3,11
294,84,12,3,1
290,142,10,3,31
474,111,11,4,8
314,137,11,4,38
437,113,10,3,12
484,141,13,4,29
331,75,9,3,31
254,99,11,4,4
265,109,11,4,44
596,213,12,3,44
637,193,14,3,7
229,85,8,3,50
243,82,8,3,7
293,124,20,3,7
274,89,11,4,50
274,89,11,4,27
365,84,11,3,17
490,113,8,4,23
195,87,8,3,26
538,187,9,3,21
729,240,12,3,1
314,87,11,3,31
690,197,10,3,32
227,96,11,4,33
277,82,9,3,38
478,190,10,3,31
679,201,10,3,7
568,207,13,3,43
774,339,24,4,46
774,339,24,4,26
774,339,24,4,15
512,251,13,4,16
425,260,13,4,15
425,260,13,4,41
425,260,13,4,26
425,260,13,4,23
425,260,13,4,26
215,115,9,3,21
310,98,9,3,33
226,79,15,4,1
732,244,11,4,24
142,56,18,3,37
325,104,11,4,3
286,83,12,4,46
240,74,13,4,18
530,135,9,3,15
823,222,11,3,7
198,83,12,3,34
573,203,13,3,8
563,134,11,3,23
828,243,12,3,35
153,87,78,4,17
196,81,11,3,18
207,118,9,3,1
279,112,12,4,31
232,87,12,3,12
232,87,12,3,11
591,146,14,3,10
645,184,10,4,28
655,181,9,3,14
244,66,8,3,26
356,122,11,3,2
362,107,11,3,19
432,168,12,3,23
279,116,11,3,5
510,102,11,3,1
393,170,12,4,30
703,179,10,4,33
599,134,10,4,5
1,1,0,0,47
339,100,13,3,16
184,85,13,4,48
379,139,11,3,34
314,123,11,3,34
324,74,9,4,2
264,126,10,4,36
239,87,11,3,6
239,87,11,3,18
212,93,10,4,33
813,300,13,4,17
223,121,12,4,12
704,205,12,3,50
194,58,10,3,37
321,82,10,3,41
481,150,11,3,25
443,171,14,3,26
127,100,11,4,43
3,2,12,3,18
278,114,12,4,35
481,179,14,3,1
415,84,11,3,40
424,111,12,3,10
271,35,9,3,18
823,270,14,3,33
455,95,8,3,30
535,145,9,3,29
485,181,13,3,15
299,91,8,3,48
405,146,10,3,10
221,123,12,4,36
389,155,10,4,2
389,155,10,4,1
337,91,11,3,2
18,18,14,5,3
815,255,12,3,29
179,84,12,3,47
274,97,10,3,4
205,90,9,4,46
352,87,11,3,23
388,115,9,3,29
435,124,18,3,16
180,108,13,3,21
452,122,8,3,32
211,112,8,3,4
245,92,10,3,6
334,86,10,3,8
324,72,8,3,38
750,120,8,3,4
307,116,11,3,3
738,370,16,4,43
781,353,16,4,47
330,68,9,3,3
368,135,18,4,1
293,118,9,4,31
217,112,10,4,18
265,97,10,4,2
406,175,16,4,49
313,165,10,3,5
250,96,9,3,1
232,118,10,4,28
179,90,10,3,46
740,275,18,3,14
530,202,15,3,18
18,18,14,5,10
79,39,8,3,25
112,39,10,3,23
218,109,13,3,40
235,112,9,3,24
203,56,12,3,45
255,101,9,3,4
255,100,9,3,16
263,95,10,3,22
300,127,11,4,36
324,107,9,3,29
511,138,9,3,13
118,73,8,3,17
339,146,10,4,31
574,291,12,4,26
208,69,31,3,25
306,105,15,4,29
658,227,9,3,1
386,121,9,3,33
309,126,10,3,11
993,423,11,3,18
204,75,10,4,43
544,166,11,3,7
307,105,11,3,24
271,122,9,3,1
271,122,9,3,1
705,286,12,3,17
225,66,10,3,30
297,142,10,3,42
509,140,9,3,7
301,168,10,3,3
301,168,10,3,49
272,74,9,3,8
455,138,10,3,5
354,118,8,3,18
341,103,16,4,34
374,83,9,3,7
606,197,10,3,7
412,126,10,4,8
542,185,18,4,40
174,60,10,4,29
536,131,11,4,28
163,75,18,4,1
488,143,10,3,40
193,76,13,3,8
193,76,13,3,14
247,72,12,4,47
592,196,19,3,22
475,146,12,3,1
242,105,9,3,16
353,105,17,3,15
198,83,15,3,17
393,111,11,3,11
320,183,11,4,19
509,160,9,3,48
229,114,10,3,48
90,60,11,4,33
469,205,10,3,27
469,205,10,3,27
267,104,10,3,21
524,186,12,3,1
242,111,11,4,12
340,131,17,3,22
662,360,16,3,8
135,52,9,3,10
200,94,8,3,40
512,153,10,3,20
605,196,10,3,10
227,38,8,3,1
557,146,14,3,48
598,127,10,3,40
598,127,10,3,48
945,230,10,3,38
591,214,9,3,33
302,84,10,3,9
673,149,13,3,34
306,85,9,3,23
365,107,9,4,10
322,85,10,3,30
363,74,8,3,10
350,113,13,4,34
144,78,9,3,47
780,293,13,4,26
336,93,9,3,4
458,167,11,4,38
593,135,10,3,49
250,45,10,4,42
298,103,11,3,1
621,180,12,3,24
386,121,10,3,1
839,280,11,3,1
669,202,10,3,7
589,266,12,4,30
356,158,16,4,4
340,87,10,4,17
172,68,9,3,1
129,68,12,3,41
303,139,10,3,25
363,91,9,3,3
303,170,10,3,28
977,350,14,3,22
194,66,11,3,12
322,58,9,2,8
485,232,15,4,23
331,107,10,3,3
252,114,10,3,48
670,107,13,3,12
341,109,11,3,25
291,69,12,3,33
285,62,9,4,50
305,105,13,3,25
150,88,13,4,13
154,89,11,4,44
355,165,11,4,40
189,110,13,4,40
413,110,10,3,5
213,77,10,3,40
354,107,21,3,19
173,87,14,4,45
481,183,13,3,37
18,18,14,5,6
366,137,11,4,23
170,96,8,4,47
208,101,10,4,41
208,85,12,4,2
129,69,11,3,20
268,105,10,3,23
319,72,13,4,43
242,78,11,4,1
243,96,12,3,28
262,74,10,4,2
223,86,9,3,35
918,159,18,5,26
430,123,13,4,10
377,140,10,3,15
355,93,10,3,8
327,108,10,3,31
217,89,9,4,1
235,77,10,3,20
181,76,10,4,48
530,127,11,4,19
182,55,9,3,50
670,201,10,3,8
334,124,9,3,3
604,250,13,4,15
351,104,11,3,26
249,77,11,3,27
219,98,9,3,7
183,75,9,3,8
223,89,9,3,1
261,72,10,3,3
376,134,13,4,18
25,9,11,4,1
201,74,8,3,5
617,198,18,3,30
477,280,17,3,2
418,174,14,3,31
358,102,10,3,7
256,84,8,3,49
447,103,9,3,46
230,58,9,3,5
340,106,9,4,12
327,88,11,4,1
374,94,11,3,1
332,136,12,4,22
738,189,10,3,4
364,113,11,3,24
324,73,44,4,42
242,83,11,4,36
655,304,32,4,18
215,113,10,3,9
194,95,13,4,2
465,100,13,3,15
220,79,11,3,33
317,93,11,4,10
300,138,10,3,30
426,207,14,3,2
511,129,11,3,2
260,109,13,3,25
283,111,9,3,30
412,129,10,3,7
221,99,10,3,3
281,115,10,4,14
526,225,10,4,35
191,109,11,4,3
254,101,11,4,11
385,101,9,3,1
183,84,9,4,35
166,71,10,4,19
911,364,13,3,45
561,212,15,4,13
608,156,10,3,16
359,85,13,4,16
18,18,14,5,27
347,96,9,3,13
368,163,11,4,26
641,178,9,3,18
167,63,9,4,8
740,182,11,3,4
359,136,10,3,10
187,62,8,4,3
365,110,24,4,35
151,72,11,4,21
240,112,9,4,32
244,59,10,3,24
224,108,10,3,44
181,76,12,4,35
327,125,12,4,20
356,97,10,3,12
216,83,9,3,25
347,109,10,4,15
295,99,11,4,34
192,83,12,4,5
300,111,10,3,13
208,94,9,3,42
243,105,12,3,21
286,53,10,4,26
306,132,11,4,22
506,99,10,3,34
506,99,10,3,2
231,83,9,3,44
245,112,14,4,34
319,113,13,3,10
371,132,13,3,13
648,162,14,3,1
213,61,13,4,23
436,154,10,3,2
471,156,10,3,16
18,18,14,5,5
186,82,10,4,8
299,118,12,4,28
18,18,14,5,26
97,72,8,4,19
430,119,10,3,19
220,93,12,3,4
18,18,14,5,6
18,18,14,5,1
18,18,14,5,8
201,72,10,3,16
320,117,11,3,27
176,43,8,3,42
257,129,11,3,2
299,85,10,4,5
293,88,10,3,12
310,85,10,3,1
561,107,10,3,28
251,83,11,3,49
392,104,9,3,27
199,103,11,4,43
245,76,10,4,33
823,304,12,3,29
767,193,10,3,17
382,150,12,4,45
222,70,11,4,13
390,117,10,4,1
224,86,9,3,35
214,81,9,3,1
276,66,9,3,46
18,18,14,5,6
221,94,9,4,20
593,264,9,3,27
279,30,16,4,49
182,83,10,4,50
291,127,11,3,29
207,78,10,4,30
453,106,13,3,23
18,17,14,5,11
440,186,13,3,13
346,108,9,3,50
129,51,9,3,14
265,77,10,3,6
265,97,9,4,11
332,77,13,4,1
270,42,7,3,4
231,99,9,3,46
282,96,9,3,39
185,81,10,4,5
594,257,11,3,41
239,62,8,3,7
325,84,9,3,1
316,89,10,3,18
354,85,9,3,38
253,112,10,3,6
768,223,50,4,5
768,223,50,4,3
616,184,10,3,17
383,108,9,3,15
317,119,13,3,11
416,106,10,3,20
264,94,10,3,5
220,103,9,4,20
186,76,10,3,30
574,227,16,4,43
216,71,8,3,3
225,88,12,3,44
246,75,8,3,3
266,95,9,3,1
392,115,12,3,43
234,73,11,3,31
226,80,9,3,18
481,136,10,3,5
531,123,11,3,15
531,123,11,3,7
154,52,10,4,16
452,221,9,3,50
452,221,9,3,43
576,171,9,3,24
106,66,13,3,13
244,122,9,3,39
327,94,9,3,25
602,285,10,4,36
357,153,11,3,33
671,267,13,3,3
563,205,11,3,3
526,139,10,3,8
650,181,13,4,23
359,61,10,3,6
124,77,9,4,10
303,115,11,3,47
234,119,17,3,42
242,114,9,3,41
368,150,8,3,1
170,68,15,4,31
461,143,10,4,1
325,115,10,4,29
289,110,10,3,3
226,86,8,3,42
182,73,11,4,3
178,69,9,3,44
314,101,13,3,8
363,157,22,4,48
278,96,10,4,7
187,63,12,3,24
406,96,11,4,45
285,107,10,3,1
237,71,8,4,47
227,107,9,3,40
267,94,8,3,22
267,94,8,3,22
320,116,20,4,40
281,97,11,3,6
619,296,11,3,8
492,267,13,4,41
219,98,10,3,3
132,34,8,3,45
166,75,11,4,14
564,182,18,4,1
496,155,13,3,2
410,141,10,3,3
199,67,8,3,9
533,132,10,3,18
468,163,9,3,20
468,163,9,3,17
468,163,9,3,15
136,74,10,3,3
506,114,12,4,18
268,99,10,3,1
257,84,7,3,35
153,63,10,3,4
311,72,9,4,46
298,108,13,4,40
240,103,11,3,3
188,91,12,3,16
355,96,18,3,10
357,94,9,3,39
242,105,9,3,2
215,88,12,3,16
255,98,10,4,40
301,100,12,4,15
402,101,11,3,1
274,78,11,3,27
209,80,9,3,12
177,72,13,3,10
273,93,8,3,33
217,92,8,3,10
196,103,10,3,1
273,59,10,3,4
253,116,10,3,29
216,72,11,3,47
492,182,12,3,39
159,78,8,3,3
127,62,13,4,37
153,60,9,4,1
356,123,9,3,11
422,109,9,3,34
204,82,10,3,4
981,334,13,4,3
239,118,14,4,19
218,74,11,4,16
121,70,13,4,29
786,222,11,4,35
295,97,11,3,1
722,245,12,3,4
242,107,10,3,41
303,91,9,3,5
189,115,10,3,44
92,62,22,4,8
92,62,22,4,6
181,89,9,3,21
184,89,9,3,37
181,68,11,3,45
311,86,11,4,35
121,40,10,3,23
751,151,10,3,1
239,126,11,3,13
356,106,10,3,39
349,89,10,3,9
408,175,12,4,30
457,186,11,4,38
366,189,11,3,23
1,1,0,0,10
1,1,0,0,31
321,101,11,3,23
892,321,12,3,31
200,102,11,3,50
336,80,10,3,36
171,81,12,4,28
259,132,10,4,42
584,237,13,3,42
575,235,13,3,41
403,193,10,3,6
444,141,13,3,5
307,108,11,3,11
284,70,15,4,45
177,10,7,3,1
221,95,11,4,23
369,91,11,4,3
385,141,9,3,33
193,87,11,4,15
785,211,10,3,21
660,161,11,3,4
491,130,11,4,8
449,123,10,3,2
501,79,9,3,15
364,91,11,4,37
185,105,12,4,28
353,106,10,3,26
557,173,14,3,37
280,129,13,4,49
198,92,9,4,12
362,118,9,3,38
392,127,9,3,49
310,103,8,3,12
277,101,9,3,1
211,87,9,3,48
292,72,9,3,11
319,77,8,3,3
240,97,9,3,44
408,78,13,3,3
625,283,12,3,27
177,89,9,3,42
351,51,11,3,27
699,104,9,3,3
699,104,9,3,15
435,132,10,3,46
287,61,11,3,2
230,60,10,3,23
188,52,8,3,10
236,83,10,3,22
476,206,12,3,1
243,88,8,3,45
30,12,5,3,48
290,119,13,3,31
499,114,12,3,26
409,178,12,3,27
140,56,7,3,1
