@relation allSongsAllFields

@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute SONG_RANK real

@data
347,102,10,3,30
359,124,10,3,11
194,107,15,4,27
808,401,12,3,13
302,68,10,3,49
684,182,14,3,6
267,108,19,4,27
293,101,12,4,35
287,81,10,3,44
524,163,12,4,25
520,110,9,3,39
278,135,10,4,5
271,118,10,3,3
513,253,12,3,4
397,94,10,3,1
682,164,10,3,7
378,89,9,3,1
253,97,9,3,9
157,76,10,3,31
99,67,9,3,1
254,95,11,3,32
521,113,12,4,46
266,79,10,3,7
279,77,11,3,18
288,132,10,3,16
218,93,14,4,48
490,167,11,3,3
491,79,10,3,7
133,55,9,3,4
125,75,11,3,5
284,87,9,3,3
244,117,11,3,19
175,69,8,3,8
330,89,8,3,46
250,94,9,3,2
136,45,8,4,36
552,196,14,3,26
511,170,13,3,24
333,100,14,4,33
459,281,12,4,1
163,70,11,3,36
542,135,10,3,14
276,72,11,4,10
257,88,10,3,1
18,18,14,5,11
234,70,9,3,18
262,111,11,3,49
201,91,11,4,43
311,153,15,3,15
253,83,10,3,8
209,62,7,3,33
205,102,8,3,31
289,124,10,4,1
320,77,11,3,2
244,114,10,3,24
215,83,9,3,4
204,72,9,3,6
230,79,9,3,28
661,155,12,3,43
197,92,10,3,28
242,103,9,3,35
814,281,11,3,12
560,153,12,3,14
250,82,10,3,6
591,163,10,3,28
397,113,11,3,5
213,101,9,3,44
191,56,18,4,18
669,116,11,3,39
654,178,12,3,20
292,100,10,3,7
257,100,8,3,26
293,50,9,3,1
278,62,9,3,12
209,68,10,3,47
271,90,10,3,40
290,90,9,3,13
212,62,14,3,31
173,61,10,3,18
296,102,9,3,5
273,48,8,4,10
270,96,10,4,48
124,78,9,3,8
170,67,10,3,3
765,276,13,3,40
369,98,10,3,16
269,90,11,3,8
203,100,9,3,23
195,65,7,2,16
258,94,10,3,18
241,96,10,3,10
262,74,10,3,37
272,75,10,3,35
200,106,13,4,32
347,194,11,3,6
518,183,11,3,40
210,61,11,3,2
310,91,19,3,23
346,109,13,3,23
264,82,10,3,17
268,27,6,2,24
253,91,10,3,13
332,121,10,3,20
255,33,10,2,23
182,69,11,3,20
623,152,11,3,16
386,68,10,3,31
386,68,10,3,29
325,93,9,3,21
1,1,14,14,39
207,68,8,3,33
554,152,10,3,6
554,152,10,3,28
973,286,12,3,11
229,68,10,3,1
289,106,9,3,35
356,60,11,3,23
254,105,8,3,35
338,152,12,3,43
671,200,8,3,11
168,61,11,3,38
176,54,10,3,3
450,121,10,3,35
491,132,10,3,25
279,109,10,3,1
389,125,11,3,9
363,119,10,3,2
18,18,14,5,2
362,82,9,3,3
203,117,10,3,22
334,93,12,3,10
301,106,13,3,31
209,80,11,4,5
356,91,9,3,1
359,89,9,3,42
329,88,9,3,17
166,57,8,3,46
328,123,14,3,11
164,47,9,3,36
341,78,7,3,19
299,79,12,4,4
161,89,9,4,31
224,137,11,3,47
251,85,8,3,45
251,83,8,3,6
207,90,11,4,3
427,124,10,3,22
317,74,9,3,25
99,25,8,3,37
216,108,11,3,8
244,103,9,3,31
224,83,10,4,10
616,260,19,3,11
255,96,9,4,32
165,91,14,3,10
165,91,14,3,3
809,216,11,3,20
306,91,11,3,2
366,143,10,3,32
329,114,11,3,6
755,348,11,3,8
234,107,9,3,50
836,269,12,3,14
1,1,0,0,27
192,100,10,3,7
192,100,10,3,40
478,143,13,3,31
757,168,14,3,16
757,168,14,3,20
262,91,10,3,28
585,106,11,3,1
280,112,10,3,44
293,93,10,4,4
298,102,12,3,44
316,137,11,3,35
321,102,9,3,8
291,116,9,3,11
555,199,13,3,12
299,99,10,3,4
327,89,8,3,4
249,135,10,3,40
315,115,12,4,14
643,189,11,3,42
18,18,14,5,1
18,18,14,5,10
18,18,14,5,1
18,18,14,5,2
396,177,14,3,30
298,114,10,3,27
668,221,12,4,11
265,75,11,4,4
296,104,15,4,35
265,94,12,3,1
333,83,10,3,1
370,99,10,3,2
195,99,15,4,1
186,58,8,3,37
230,55,9,3,4
215,69,9,4,13
344,101,11,3,9
360,37,8,3,3
576,115,9,3,36
627,182,11,3,17
647,155,10,3,2
297,96,10,4,30
314,99,9,3,27
336,77,10,3,34
442,97,13,3,28
472,96,10,3,31
380,100,10,3,7
485,154,12,3,4
466,110,9,3,24
299,31,18,3,25
501,163,11,3,28
303,126,11,3,25
670,172,11,3,11
294,80,8,3,1
572,162,10,3,48
329,83,10,3,31
290,105,10,3,13
248,77,10,3,26
209,90,9,3,32
319,135,9,3,34
338,64,9,3,1
612,198,10,3,12
201,61,10,3,7
499,159,10,3,41
237,81,9,3,1
323,133,14,3,26
209,104,13,3,12
457,108,8,3,14
215,84,12,4,24
353,96,12,4,2
277,113,12,4,26
173,90,10,3,11
279,128,10,3,2
208,83,10,3,37
294,115,11,3,34
632,209,10,3,14
675,159,10,3,48
594,154,10,3,20
668,229,11,3,21
230,89,9,3,10
203,80,9,3,34
229,82,10,3,28
959,350,15,3,27
959,350,15,3,25
193,98,8,3,14
266,88,12,4,42
172,93,9,3,5
264,104,11,3,22
243,78,9,3,19
788,278,12,3,4
811,224,15,3,2
811,224,15,3,4
293,109,13,3,46
57,37,10,3,14
395,72,9,3,3
195,82,9,3,11
242,65,12,3,37
165,78,11,3,48
240,80,10,3,50
145,52,10,4,36
257,100,12,3,23
257,100,12,3,16
501,99,10,3,37
315,59,11,3,44
619,261,20,3,43
619,261,20,3,37
250,76,10,3,48
259,87,10,3,31
329,118,9,3,19
184,70,12,3,9
273,89,10,3,39
484,103,10,3,39
361,89,8,3,46
323,88,9,3,24
219,86,10,3,8
309,120,10,4,6
224,67,11,3,27
262,132,12,3,33
149,61,18,3,7
280,107,10,3,10
336,65,10,3,38
172,102,9,3,41
258,86,9,3,48
317,156,11,3,20
262,107,9,4,35
288,76,12,3,28
456,119,10,3,25
547,120,11,3,30
245,99,9,3,13
241,98,9,3,4
351,129,10,3,12
205,78,10,3,22
208,79,9,3,1
470,106,18,3,14
321,107,11,3,48
301,94,10,3,1
235,92,10,3,42
232,85,12,3,34
511,89,9,3,21
289,93,11,3,16
360,189,13,4,15
170,70,10,3,1
296,107,10,3,9
263,91,9,3,48
186,68,8,3,4
733,231,14,3,6
363,85,10,3,5
297,93,10,3,3
212,91,8,3,45
181,81,27,3,12
354,79,10,3,22
312,100,10,3,6
315,105,11,3,2
441,82,8,3,32
417,121,10,3,39
282,94,11,3,24
721,188,11,3,46
222,82,11,3,11
365,92,10,4,25
365,92,10,4,1
287,114,10,3,38
463,134,11,3,50
261,70,16,4,7
289,70,9,3,14
295,132,14,3,8
238,74,11,3,35
477,113,10,3,4
548,188,12,3,1
262,70,10,3,16
372,125,10,3,3
668,222,15,4,41
333,104,20,3,2
395,99,12,3,28
239,67,9,3,6
223,103,12,4,50
345,143,9,3,19
559,105,13,3,5
18,18,14,5,50
953,304,10,4,23
261,60,9,3,6
330,83,10,3,3
18,18,14,5,45
244,78,11,3,22
122,39,10,3,36
374,102,11,3,1
337,129,10,3,45
582,89,10,3,44
481,114,12,3,4
308,69,13,3,40
502,169,9,3,22
188,78,10,3,13
142,39,10,3,49
224,63,10,3,17
247,102,11,3,19
212,80,9,3,37
531,163,12,3,2
153,62,13,3,1
255,71,10,3,27
93,59,9,4,34
333,82,10,3,9
346,100,12,4,32
256,100,9,3,32
233,75,8,3,40
174,89,9,3,20
161,67,10,3,14
530,147,9,3,24
152,82,9,3,12
242,86,10,3,43
225,81,9,3,20
893,238,12,3,14
586,255,13,3,13
336,96,10,3,20
173,89,10,3,49
308,79,9,3,3
222,106,10,3,28
199,51,8,3,12
217,74,9,3,13
301,125,11,3,8
223,58,7,3,10
239,80,7,3,31
186,67,9,4,35
576,212,11,3,37
524,129,12,3,34
278,91,18,3,9
214,73,10,3,8
190,69,11,3,44
224,81,10,4,20
301,76,11,4,7
359,124,12,3,44
288,99,12,3,3
798,206,11,3,1
237,87,10,4,28
482,129,9,3,13
417,94,10,3,44
135,68,10,3,46
171,67,10,3,38
272,93,20,4,18
176,95,13,3,3
261,87,11,4,5
598,244,12,3,7
194,79,9,4,14
742,330,13,4,39
429,101,10,3,12
369,128,10,4,47
260,98,14,3,18
267,83,10,3,1
431,177,13,4,1
150,69,13,4,11
241,83,12,3,1
189,74,9,3,8
324,115,9,3,1
294,104,9,3,17
469,182,13,3,37
469,182,13,3,8
514,222,13,3,41
514,222,13,3,33
514,222,13,3,3
335,98,11,4,1
385,96,10,3,4
203,103,10,3,36
434,191,10,3,20
290,109,9,3,43
243,115,10,3,21
257,84,10,3,7
320,84,11,3,1
330,106,10,3,35
249,102,12,3,8
216,69,12,3,23
222,68,9,4,2
216,94,9,3,20
227,87,10,3,6
275,89,10,3,16
230,66,9,3,33
372,64,9,4,22
260,127,12,4,38
185,88,10,3,41
276,76,9,3,9
241,98,11,3,13
236,65,14,3,25
982,320,16,3,12
818,234,12,3,34
413,109,9,3,27
264,123,15,3,49
637,192,12,3,17
154,58,8,4,16
179,86,11,3,32
342,100,13,3,35
186,56,8,3,34
238,118,13,3,42
276,120,10,3,24
390,143,9,3,43
289,85,11,3,7
665,266,13,4,37
714,274,15,3,44
271,90,7,3,46
255,75,10,3,5
397,151,12,3,27
233,84,9,3,4
322,106,9,3,27
121,85,9,4,22
279,77,9,3,32
160,85,8,3,9
201,76,12,3,22
437,232,13,4,40
472,80,13,3,3
546,113,9,3,10
424,24,8,4,47
424,24,8,4,47
460,94,10,4,34
187,81,9,3,29
228,83,18,4,13
165,85,9,3,27
187,60,8,3,40
335,123,10,3,45
413,118,11,3,32
338,131,10,3,41
288,111,13,4,27
459,79,10,3,9
213,123,11,3,41
636,160,10,3,5
239,80,8,3,49
140,65,8,3,44
261,105,11,3,40
166,76,9,3,7
145,59,80,3,41
436,98,8,3,16
271,65,9,4,32
233,92,12,3,5
103,67,9,3,6
815,279,11,3,10
634,245,15,4,44
509,247,12,4,47
318,65,10,4,9
586,97,10,3,1
314,84,18,3,9
777,216,11,3,24
777,216,11,3,19
296,65,10,3,6
535,222,12,4,31
482,99,10,3,8
357,176,10,3,33
397,91,9,3,7
539,143,10,3,14
232,86,14,4,31
297,100,9,4,12
468,173,11,3,15
468,173,11,3,33
313,71,11,3,42
514,125,10,3,19
228,104,9,4,8
248,57,8,3,1
332,110,10,3,44
282,88,12,3,4
456,117,10,3,1
508,111,11,4,1
350,129,11,3,3
379,156,12,3,6
165,54,9,4,9
162,61,11,4,1
319,78,9,3,42
100,57,10,3,48
282,102,11,4,8
262,84,10,3,26
253,85,9,3,18
375,161,12,3,3
205,109,11,4,26
611,104,11,3,12
610,345,16,4,37
456,189,12,4,27
18,17,14,5,1
188,126,10,4,26
377,190,11,3,9
530,139,9,3,4
300,89,9,4,14
317,95,9,3,10
286,76,10,4,17
238,140,9,3,49
260,88,11,4,4
725,243,12,3,15
808,239,14,3,27
431,117,10,3,12
359,90,10,3,3
194,73,10,3,49
355,155,9,3,14
266,86,12,3,2
18,18,14,5,17
234,96,9,3,38
204,104,10,3,47
155,81,9,3,36
365,120,10,3,7
370,116,15,4,30
254,77,9,3,16
309,115,10,3,3
223,112,10,3,44
255,93,10,3,19
779,340,13,4,47
400,104,8,3,7
258,113,10,3,10
464,151,10,3,34
496,97,10,3,36
270,97,11,4,48
226,100,10,3,39
168,64,9,3,46
365,99,12,3,29
260,103,14,4,17
329,89,10,3,28
279,88,10,3,6
443,141,10,3,10
363,135,10,4,19
528,101,8,3,19
395,146,10,3,24
396,96,8,3,37
310,125,12,4,48
336,109,9,3,47
285,97,9,3,1
345,140,16,3,13
243,78,9,3,4
18,18,14,5,1
237,116,18,3,30
285,84,9,3,10
195,95,10,3,16
518,109,10,3,1
235,90,10,3,4
484,99,9,3,44
356,97,8,3,8
199,70,15,3,30
18,18,14,5,3
238,79,13,3,16
254,86,9,3,42
213,89,10,3,38
813,341,11,3,30
369,124,12,4,17
266,62,10,3,45
331,135,10,4,46
331,135,10,4,33
350,98,10,3,5
378,112,10,3,15
272,119,8,3,41
383,72,8,3,11
496,165,48,4,2
265,53,10,3,14
410,156,13,3,44
435,155,13,4,37
155,65,11,3,36
656,205,13,3,1
330,93,13,4,13
226,83,11,4,4
276,102,12,4,17
325,120,10,4,38
225,132,13,4,11
659,217,12,3,1
141,80,8,4,44
786,190,13,3,44
431,138,18,3,24
279,121,10,4,4
187,104,10,3,39
297,115,10,3,19
168,76,8,3,34
454,73,10,3,37
373,93,12,3,5
232,82,12,3,7
978,289,12,3,46
270,97,10,3,38
363,94,9,3,19
561,167,12,3,9
18,18,14,5,6
189,101,10,4,35
392,87,9,3,11
382,124,11,3,2
401,121,11,3,14
229,88,11,3,32
237,42,18,3,39
161,49,9,3,3
377,105,10,3,27
569,121,10,3,8
364,121,10,3,3
284,89,10,3,26
275,47,9,4,20
152,73,11,3,5
305,154,10,3,38
204,79,10,3,13
415,132,11,4,1
679,229,21,3,9
587,143,13,4,1
237,88,16,4,35
240,127,9,3,15
170,86,11,4,6
690,212,11,3,1
314,130,10,4,27
218,88,10,4,50
381,152,11,3,19
254,99,12,3,12
248,99,11,4,35
278,83,9,4,43
394,122,11,4,28
318,86,10,3,2
271,86,10,3,1
504,217,14,5,28
333,182,14,4,13
211,74,9,3,11
398,84,8,3,26
629,244,10,3,4
18,18,14,5,20
299,103,10,4,20
245,67,11,4,10
296,118,10,4,31
260,95,10,3,21
266,91,11,3,37
277,135,10,4,44
187,59,18,4,40
346,120,12,3,12
306,85,10,4,1
246,72,12,3,9
308,127,12,4,4
512,224,13,3,1
272,93,13,4,15
787,217,14,3,32
229,64,11,3,8
193,76,12,3,15
286,108,9,3,4
317,57,17,3,50
287,131,11,4,9
262,89,9,3,2
293,110,9,3,37
359,115,12,3,1
206,79,9,3,17
492,229,13,3,18
264,67,10,4,2
205,75,7,3,43
232,91,11,4,8
323,78,10,3,8
476,139,10,3,17
294,83,9,3,25
267,125,13,4,33
281,95,8,3,21
439,161,14,3,41
306,98,8,3,43
199,90,11,3,25
222,63,9,3,37
176,57,8,3,33
341,108,9,4,38
251,79,9,3,1
237,122,10,3,34
619,256,15,3,36
511,262,13,3,15
144,76,11,3,45
612,188,12,3,1
222,127,11,4,3
296,143,10,3,36
287,140,11,3,30
297,92,10,3,10
317,135,12,3,33
341,98,9,3,28
240,60,11,4,13
219,104,10,3,6
455,205,13,3,26
302,105,11,3,9
216,98,12,3,11
216,98,12,3,6
833,420,20,4,2
203,103,10,3,18
255,76,9,3,44
647,144,9,3,2
556,253,11,3,46
388,90,9,3,29
273,130,15,4,44
268,94,12,3,5
344,166,15,4,17
270,110,12,3,46
651,246,12,3,3
433,194,14,3,34
182,88,29,3,1
286,66,10,3,10
401,162,12,3,43
291,101,10,4,38
541,111,12,3,16
276,83,13,3,33
140,50,9,3,10
137,48,9,3,31
223,92,11,3,30
316,128,10,3,9
305,93,11,3,7
248,81,10,3,38
300,75,11,3,37
315,95,8,3,12
329,97,10,3,17
288,94,13,3,4
262,72,8,3,9
463,155,9,3,4
156,79,11,3,14
18,18,14,5,15
462,123,11,3,6
189,69,8,3,11
264,119,11,4,46
125,60,9,3,2
18,18,14,5,1
161,95,11,3,15
547,119,13,4,43
267,94,9,3,7
476,213,9,3,8
246,120,9,4,1
205,114,12,4,48
180,79,10,3,1
18,18,14,5,7
174,62,9,3,15
18,18,14,5,26
288,92,8,3,32
693,275,12,3,10
197,110,10,3,14
248,85,11,4,18
198,90,9,4,14
18,18,14,5,4
317,103,10,3,17
317,104,10,3,49
217,95,10,3,7
100,62,13,4,23
688,166,11,3,3
121,75,9,3,2
938,246,11,4,9
258,112,9,3,11
329,126,9,3,26
293,99,11,3,23
293,97,11,3,1
444,141,12,3,23
307,121,8,3,7
641,271,12,3,11
294,123,10,3,20
731,269,21,4,28
370,137,10,3,28
290,110,9,4,17
260,92,12,3,2
459,115,17,4,42
197,95,9,3,19
623,310,13,3,22
406,129,13,4,40
308,124,12,4,42
339,100,9,3,39
18,18,14,5,43
285,119,10,4,1
241,107,11,3,10
585,317,13,4,39
216,89,33,4,45
585,317,13,4,27
315,127,11,3,26
544,159,13,4,1
178,66,8,3,1
331,89,8,3,3
547,201,14,3,3
557,157,12,3,13
386,120,10,3,10
341,103,9,3,24
322,97,11,4,5
176,60,10,3,21
765,144,9,3,3
492,207,12,4,12
212,79,9,3,20
269,135,12,4,29
454,144,11,3,3
664,238,16,3,9
677,99,10,3,4
282,91,10,4,12
265,118,10,3,23
322,100,9,3,7
676,202,10,3,3
488,122,11,3,45
684,86,9,3,50
210,81,12,4,46
269,72,9,3,5
249,116,9,4,46
305,130,10,4,35
363,97,11,3,9
236,103,10,4,12
270,73,10,3,19
558,143,10,3,32
422,130,12,3,14
203,76,9,3,21
393,121,11,4,6
315,113,11,4,29
396,176,16,3,3
396,176,16,3,41
159,83,9,3,42
470,176,11,4,1
643,144,11,3,22
274,108,10,3,26
424,126,11,3,31
316,125,11,3,1
461,96,9,3,36
273,101,10,4,10
277,115,9,3,27
437,75,6,3,2
506,91,12,3,8
194,101,9,3,40
478,142,10,3,8
650,202,9,3,49
305,98,18,4,6
292,91,8,3,25
712,256,11,3,6
296,107,10,3,17
213,95,9,3,39
390,144,15,4,11
498,231,13,3,45
174,89,12,3,16
272,105,11,3,11
498,84,9,3,2
688,268,10,3,20
258,87,11,3,14
284,92,10,4,1
287,92,10,4,40
148,69,10,3,8
157,75,8,3,34
83,38,10,4,11
258,81,15,4,11
219,82,13,4,1
413,134,10,4,20
859,288,12,3,17
300,73,13,4,1
331,101,9,3,12
340,87,10,4,17
192,99,10,3,17
436,129,12,4,8
282,111,11,3,35
196,71,9,3,1
282,67,9,3,11
246,99,11,3,15
18,18,14,5,10
249,73,9,4,29
189,126,9,4,36
288,87,10,3,7
609,296,13,4,10
813,325,9,3,12
58,10,8,3,46
219,93,10,3,2
248,61,8,4,50
423,210,10,3,18
311,110,8,3,7
193,89,11,4,8
265,119,10,4,14
332,124,10,3,26
549,111,10,4,45
270,99,18,4,27
229,124,15,4,25
435,169,10,3,39
194,77,10,4,28
336,89,11,3,8
309,129,10,3,32
18,18,14,5,3
146,64,10,3,36
349,85,9,3,8
694,219,11,3,28
278,97,10,3,1
362,94,10,3,31
347,113,12,3,16
197,86,10,3,31
277,79,11,3,48
289,84,9,3,1
214,63,15,3,12
712,172,14,4,1
173,65,9,4,2
169,70,8,3,12
258,88,11,3,37
308,101,10,3,28
486,97,11,3,3
387,93,9,3,1
287,102,10,3,25
288,98,11,3,15
155,85,10,4,23
336,126,16,3,42
203,111,10,4,35
262,83,11,4,29
353,83,17,3,46
1171,205,10,3,40
355,103,12,4,8
241,92,8,3,12
313,127,9,3,5
318,116,9,3,40
332,133,10,3,18
405,169,18,4,3
432,104,13,3,41
568,286,15,4,9
516,149,12,4,3
387,130,13,3,44
18,18,14,5,49
273,62,11,4,28
199,102,11,4,1
643,141,11,4,30
281,97,11,3,3
682,243,10,3,35
412,202,13,3,34
157,79,9,4,1
566,248,11,3,37
493,177,11,3,27
354,83,9,4,22
132,21,8,4,1
332,104,10,3,4
340,77,8,3,19
413,188,10,3,42
376,140,11,3,23
424,85,13,4,8
239,102,9,3,10
182,89,9,3,1
259,77,13,3,27
343,105,8,3,28
258,83,11,4,8
262,63,30,4,30
274,97,11,4,1
248,96,28,3,47
634,203,12,3,1
135,56,10,4,46
336,140,12,3,4
286,105,11,4,46
175,71,10,4,7
189,74,12,4,23
227,70,9,4,25
309,113,8,3,47
462,117,10,3,13
218,67,9,4,1
250,111,9,3,2
347,120,10,3,19
336,94,11,3,9
600,130,10,3,10
198,88,8,3,46
297,91,10,3,39
275,80,11,3,7
229,121,11,3,6
261,96,14,4,1
18,18,14,5,4
189,104,11,4,13
214,58,9,3,40
663,294,13,3,50
177,97,13,3,8
398,80,12,3,7
330,91,10,3,6
164,82,11,4,12
291,135,11,3,9
670,305,15,4,1
408,148,9,3,34
303,72,9,3,4
225,74,18,3,1
318,93,12,3,50
231,89,11,4,47
572,235,12,3,7
18,18,14,5,19
262,90,9,3,28
253,93,10,3,6
460,141,10,3,12
155,88,10,3,15
395,89,10,3,11
246,105,12,4,27
202,85,9,4,24
317,142,12,3,30
290,103,9,3,34
487,112,8,3,10
687,142,9,3,50
396,155,10,3,36
201,97,9,3,42
143,70,9,3,8
331,163,14,3,46
345,89,12,4,28
259,107,10,4,12
219,105,10,4,40
401,94,10,3,34
387,136,8,3,9
428,86,10,3,5
301,93,10,3,39
115,50,8,3,40
211,107,10,3,38
283,133,12,3,5
836,221,10,3,7
369,103,11,3,25
263,84,11,3,47
437,166,10,3,5
240,103,10,3,32
438,92,12,3,5
382,81,9,3,43
369,86,9,3,31
239,84,10,3,49
322,88,10,3,29
386,93,10,3,7
131,49,10,3,21
567,260,11,3,2
725,209,13,3,30
227,86,9,3,46
325,84,9,3,14
197,110,10,3,38
125,75,10,3,35
706,194,13,3,4
564,262,17,3,34
268,99,11,3,33
489,127,12,4,1
428,83,10,3,6
319,105,9,3,48
328,64,10,3,10
658,243,15,4,34
227,107,14,4,44
272,80,11,3,18
256,90,10,3,9
158,58,7,3,41
158,58,7,3,37
290,84,11,3,42
251,102,11,4,8
192,72,10,4,49
270,83,10,3,12
244,88,10,3,38
339,120,12,3,41
225,65,10,4,1
779,278,15,4,35
749,287,19,3,14
573,158,12,4,21
1,1,0,0,44
483,127,12,3,11
515,161,12,3,15
244,94,13,4,9
241,51,10,4,17
705,206,11,3,7
705,206,11,3,37
196,84,10,3,7
328,158,13,4,1
590,121,10,4,30
430,92,10,3,9
383,91,10,4,3
305,108,8,3,32
287,80,11,3,1
381,110,10,4,24
598,254,16,4,45
529,216,13,3,2
529,216,13,3,6
508,230,13,4,46
251,75,8,3,26
547,192,13,3,13
253,102,10,4,2
185,74,10,4,39
286,126,11,3,31
418,188,11,3,40
360,146,10,3,24
212,123,9,3,49
568,173,11,3,36
328,92,12,4,44
177,105,12,3,14
313,91,14,3,32
232,36,7,3,18
378,167,11,4,38
393,104,10,3,27
208,95,10,3,30
181,50,9,4,41
335,115,8,3,36
213,101,7,3,35
264,93,15,3,43
262,96,15,3,7
256,86,10,3,19
372,137,16,3,7
353,126,16,3,6
358,85,8,3,24
270,95,11,3,25
738,273,11,4,16
212,113,11,4,20
326,98,10,3,22
310,109,9,3,32
349,141,10,3,48
297,105,7,3,33
341,113,10,3,17
471,100,12,4,33
760,359,12,3,4
730,281,12,4,31
313,81,10,4,2
326,93,12,3,50
242,63,7,3,12
868,282,10,4,14
555,153,10,3,19
558,101,15,3,1
945,285,11,3,48
32,28,14,4,27
493,82,9,3,1
241,127,12,3,12
211,84,9,3,31
216,118,13,4,47
202,88,11,3,1
313,127,19,4,41
821,199,13,3,13
558,202,11,3,11
347,105,11,3,10
227,93,9,3,20
257,101,11,3,46
257,101,11,3,14
678,225,12,3,30
561,176,11,3,32
248,77,10,3,49
875,346,12,3,34
231,101,10,4,45
662,182,18,3,3
334,94,10,3,12
587,177,9,3,40
1,1,0,0,11
175,88,8,3,8
652,154,13,3,10
213,109,16,3,4
283,93,10,3,3
407,113,11,4,10
560,315,12,4,48
302,98,10,3,38
253,94,10,4,8
274,93,10,4,1
267,97,18,3,49
241,121,10,3,33
176,56,10,4,36
185,72,10,4,49
195,58,7,3,13
309,150,11,4,43
329,131,9,3,29
278,85,9,3,3
261,92,18,4,19
278,63,10,3,4
253,81,9,3,45
385,164,11,4,39
360,114,13,4,17
255,128,14,3,35
424,139,9,4,6
301,131,9,3,26
301,131,9,3,20
296,117,13,3,33
368,87,10,3,20
356,116,12,4,47
301,122,11,4,47
410,187,11,3,4
130,43,8,3,33
180,80,10,3,42
307,95,10,4,34
362,85,9,3,22
176,52,10,3,32
500,138,11,3,18
367,130,11,3,29
246,111,12,4,40
385,105,10,3,21
285,89,9,3,1
248,78,12,3,3
866,287,12,4,1
347,144,12,4,31
745,225,12,3,6
335,103,13,4,1
301,94,10,3,1
18,18,14,5,18
226,86,11,4,27
317,89,20,4,45
204,51,11,3,17
182,101,9,3,23
314,141,16,4,4
378,78,18,3,20
223,100,13,4,48
326,114,11,3,9
206,79,12,4,6
373,111,11,3,32
504,112,9,3,6
258,83,9,3,19
258,83,9,3,1
476,123,14,3,8
332,123,12,3,44
560,195,9,3,18
667,123,10,3,1
359,79,10,3,23
441,202,11,3,19
530,128,9,4,1
586,158,12,3,4
212,88,10,4,46
205,116,10,4,50
187,67,8,3,41
375,103,11,3,6
150,88,11,3,6
299,118,8,3,45
278,99,12,3,47
402,139,10,3,45
353,158,10,3,7
149,66,9,4,2
797,316,12,3,6
378,103,9,3,1
981,321,13,3,4
258,112,10,3,35
196,60,8,3,37
198,93,8,3,14
558,260,20,4,47
736,245,10,3,8
123,83,9,3,5
431,81,10,3,2
202,69,10,3,39
502,168,12,3,6
254,95,10,3,18
230,90,14,4,41
601,180,13,3,3
567,138,11,3,3
242,95,9,3,48
577,234,13,4,35
695,325,14,4,1
383,172,12,4,10
440,118,10,3,6
271,90,11,3,4
228,85,9,3,34
311,118,11,3,1
287,72,8,3,3
266,73,10,3,35
259,98,10,4,36
161,69,9,4,5
352,139,9,3,12
180,80,11,3,1
293,88,13,3,14
143,62,8,4,40
243,98,8,3,47
518,220,13,3,38
540,239,12,3,3
285,94,10,3,19
338,117,11,3,24
247,88,10,3,46
347,121,10,3,43
342,77,9,3,15
278,87,13,4,17
464,179,10,3,22
312,67,10,3,23
284,121,11,3,25
308,102,9,3,1
335,84,9,4,36
280,108,11,4,44
280,108,11,4,23
251,122,13,4,13
437,64,8,3,17
178,79,9,4,46
402,139,10,4,49
658,147,12,3,3
314,115,11,3,36
447,109,10,3,22
320,81,10,3,25
18,18,14,5,5
142,58,18,4,22
255,89,11,3,15
292,83,9,3,48
616,197,11,3,1
616,197,11,3,18
235,87,10,3,36
206,87,10,4,3
273,93,11,4,5
363,174,11,4,48
260,76,11,3,23
298,106,11,4,4
265,79,10,3,41
204,86,11,4,20
252,103,15,4,49
640,243,12,3,34
200,79,8,3,16
344,143,11,3,10
99,24,13,3,37
232,68,11,3,12
18,18,14,5,17
18,18,14,5,17
242,119,12,4,45
352,87,10,3,7
547,130,9,3,11
514,144,13,4,27
424,121,10,3,3
464,109,11,4,13
445,155,12,3,17
422,95,11,3,37
364,170,10,3,9
306,94,13,3,48
170,70,12,3,30
315,87,13,3,26
223,91,12,3,29
329,92,15,3,7
244,96,11,3,48
246,67,9,3,45
344,88,11,3,3
392,89,8,3,45
683,178,13,3,45
219,70,10,4,22
344,179,12,3,23
151,74,9,3,44
423,75,10,3,30
298,49,7,3,9
445,82,11,3,44
185,76,9,3,5
241,104,9,3,39
432,144,10,3,9
408,125,12,3,45
377,93,14,4,40
201,77,11,3,26
372,83,9,3,46
191,84,11,3,2
278,103,10,3,20
310,110,11,3,45
129,59,10,3,40
408,145,17,4,13
175,40,8,3,37
294,94,10,3,12
316,118,10,3,27
337,107,14,3,15
550,133,11,3,10
489,119,11,4,3
457,129,12,4,33
191,92,9,4,19
228,81,9,3,10
241,103,14,4,5
407,127,9,3,4
194,72,16,3,10
146,29,8,3,2
184,67,8,4,38
374,146,10,3,4
379,147,10,3,18
355,101,10,4,44
230,83,11,3,1
178,83,10,3,50
723,270,12,3,1
127,67,8,3,14
367,128,10,3,39
367,128,10,3,15
268,119,10,3,6
421,87,10,3,31
283,63,9,3,36
240,117,9,4,22
242,99,9,3,9
228,65,12,3,30
305,91,9,3,1
143,78,11,4,1
615,141,11,3,9
111,60,9,3,30
264,111,9,4,13
362,70,18,3,40
263,72,9,3,25
263,72,9,3,26
70,45,10,3,9
358,89,32,3,22
125,61,9,3,24
